genre	time	p	maxp	p_peak	p_smooth
Jazz/Soul	1980	0	0	0	0.005093051867559552
Indie/Alternative	1980	0	0	0	0.005093051867559552
Hip Hop	1980	0	0	0	0.005093051867559552
Classic Rock	2027	0	0	0	0.005093051867559552
Other	2027	0	0	0	0.005093051867559552
Punk	2027	0	0	0	0.005093051867559552
Electronic	2027	0	0	0	0.005093051867559552
Rock	2027	0	0	0	0.005093051867559552
Metal	2027	0	0	0	0.005093051867559552
Jazz/Soul	2027	0	0	0	0.005093051867559552
Indie/Alternative	2027	0	0	0	0.005093051867559552
Hip Hop	2027	0	0	0	0.005093051867559552
Classic Rock	1979	0	0	0	0.005093051867559552
Other	1979	0	0	0	0.005093051867559552
Punk	1979	0	0	0	0.005093051867559552
Electronic	1979	0	0	0	0.005093051867559552
Rock	1979	0	0	0	0.005093051867559552
Metal	1979	0	0	0	0.005093051867559552
Jazz/Soul	1979	0	0	0	0.005093051867559552
Indie/Alternative	1979	0	0	0	0.005093051867559552
Hip Hop	1979	0	0	0	0.005093051867559552
Classic Rock	2028	0	0	0	0.005093051867559552
Other	2028	0	0	0	0.005093051867559552
Punk	2028	0	0	0	0.005093051867559552
Electronic	2028	0	0	0	0.005093051867559552
Rock	2028	0	0	0	0.005093051867559552
Metal	2028	0	0	0	0.005093051867559552
Jazz/Soul	2028	0	0	0	0.005093051867559552
Indie/Alternative	2028	0	0	0	0.005093051867559552
Hip Hop	2028	0	0	0	0.005093051867559552
Classic Rock	1978	0	0	0	0.005093051867559552
Other	1978	0	0	0	0.005093051867559552
Punk	1978	0	0	0	0.005093051867559552
Electronic	1978	0	0	0	0.005093051867559552
Rock	1978	0	0	0	0.005093051867559552
Metal	1978	0	0	0	0.005093051867559552
Jazz/Soul	1978	0	0	0	0.005093051867559552
Indie/Alternative	1978	0	0	0	0.005093051867559552
Hip Hop	1978	0	0	0	0.005093051867559552
Classic Rock	2029	0	0	0	0.005093051867559552
Other	2029	0	0	0	0.005093051867559552
Punk	2029	0	0	0	0.005093051867559552
Electronic	2029	0	0	0	0.005093051867559552
Rock	2029	0	0	0	0.005093051867559552
Metal	2029	0	0	0	0.005093051867559552
Jazz/Soul	2029	0	0	0	0.005093051867559552
Indie/Alternative	2029	0	0	0	0.005093051867559552
Hip Hop	2029	0	0	0	0.005093051867559552
Classic Rock	1977	0	0	0	0.005093051867559552
Other	1977	0	0	0	0.005093051867559552
Punk	1977	0	0	0	0.005093051867559552
Electronic	1977	0	0	0	0.005093051867559552
Rock	1977	0	0	0	0.005093051867559552
Metal	1977	0	0	0	0.005093051867559552
Jazz/Soul	1977	0	0	0	0.005093051867559552
Indie/Alternative	1977	0	0	0	0.005093051867559552
Hip Hop	1977	0	0	0	0.005093051867559552
