id,age,toss,roll,spot
27995,51,110110001010,4251134504,5614238071
27996,33,001000001100,4321514420,4035164340
27997,37,110100100001,3141553021,3771406377
27998,25,111101110100,2523112022,4211013424
27999,30,001001110100,0431402411,0467854135
28000,32,010010100001,2451103224,0542628634
28001,30,000000000000,0341111112,5603222222
28002,50,110110010100,2045120143,2381464518
28003,34,011101010000,3220455324,3116438572
28004,45,000110111010,0451341254,0415734513
28005,30,010001111111,2450453211,5522257763
28006,27,010111100010,4444123055,2634326785
28007,57,001011010001,4310241253,8502631540
28008,33,001011101000,0423215041,4248503176
28009,22,001010010110,3254132054,0245371653
28010,26,001011110010,2410003214,2430417765
28011,30,011011101001,0402315452,0822523164
28012,31,101001011010,3504352105,1602434745
28013,30,000000111101,0234144454,0487456331
28014,32,110100011001,0103532402,7251608447
28015,31,000000001101,4315214041,6666743011
28016,33,001110100101,5524110332,0143588476
28017,32,101110010111,5124354420,4320561785
28018,28,000001101011,4314022200,4571305747
28019,24,110010011010,3204513205,4825531670
28020,20,010111000100,0000000441,0141474322
28021,22,000010011100,1111111503,1045217876
28022,34,010001101111,1054300011,0057783660
28023,39,000111001111,0143305412,2588741114
28024,45,110001111110,2345313005,0832723511
28025,34,000011010100,3201114500,4844431670
28026,30,000011011100,4022315252,5648275053
28027,23,001011011001,0413520113,0014374354
28028,30,000010011000,1414233043,4444144528
28029,27,110100010100,0534102235,0028643235
28030,24,010011011110,0443152053,0867135082
28031,21,100110101110,0512341354,0573265183
28032,37,000101111001,0550211432,0466211875
28033,27,010011010010,1342051432,7534621803
28034,48,011111000000,1345211525,0175854333
28035,51,000100111101,4415404251,0143014840
28036,60,110100010010,1545032114,7064155218
28037,37,011000100110,0412553042,0321848613
28038,35,001011000101,1413502330,6137285428
28039,33,110110100100,1330155122,4056022467
28040,29,010000110101,4014325103,0367852143
28041,27,100111001001,4410501105,0532414855
28042,22,000000000000,4025134411,8844444444
28043,27,101100110001,1352401351,3274507278
28044,38,110110011000,1214530305,2153442748
28045,30,001011001010,4210454301,0782445610
28046,61,001001111101,0532241145,0567134000
28047,44,011010010100,1130201452,3174048312
28048,26,100100011010,1432214543,6540732411
28049,41,010000110100,0120051104,2425316734
28050,55,111010001101,1154203100,0401273450
28051,24,000101100111,2043221553,0466355241
28052,35,010010111010,1325041452,0425155526
28053,29,011000010110,0143012450,1430675248
28054,33,110110100100,3431532401,7465380638
28055,29,011101001010,1021340052,4426010705
28056,26,000100000110,3002121104,0425763481
28057,21,011001111001,3315024135,0654814452
28058,35,110010101101,4212350015,3746302512
28059,34,110110101110,1051544115,8353146233
28060,39,110111001010,5114031240,3732618745
28061,40,000011101110,0411321105,0014462551
28062,49,010010101001,5424341042,4301287645
28063,49,001011111010,5242110405,1552412838
28064,33,011011011100,0033012140,4258761430
28065,33,011010011001,2315404231,0367258432
28066,26,011100101011,3331401100,0514687325
28067,38,001011101001,0411035312,3347685254
28068,56,111011100101,4422141255,0743352263
28069,45,101110100010,5502331040,5024060328
28070,23,011000010110,3542415300,0438263340
28071,35,001101100110,0430425142,7658124750
28072,19,110011101001,1405503242,6437842275
28073,20,001000111010,0130055142,0031642330
28074,37,000011010011,1542220313,0442547300
28075,27,000101100110,4311525240,3147528064
28076,33,000101001110,0130515224,0527113054
28077,19,010000100010,2314321321,1540267318
28078,62,010010111011,1405125130,2407514063
28079,35,010101010101,0123451403,0832561748
28080,34,111011000001,1041123001,4183251663
28081,43,010001000111,5000104435,8814331100
28082,20,000011010110,5442310423,2054421430
28083,41,001001111010,0445352043,3627204381
28084,34,000101101110,4145251450,4452308754
28085,26,011101011000,1524101252,1314105842
28086,26,011100100010,0532422201,0532480566
28087,42,001010001110,1450511214,3403017245
28088,39,000101110100,4213054142,0705286035
28089,61,011100011100,0143012512,1435552240
28090,40,100001001100,0301215100,0386353127
28091,28,001011100010,5133240433,5067436681
28092,34,110101100010,1342001452,2410376744
28093,23,000101100110,2110542225,2245733345
28094,28,001011110100,1123000542,0834721564
28095,35,001011101010,4233540213,3264054871
28096,54,110110001011,4241504352,1748436120
28097,61,011101011001,0413303240,0541734028
28098,24,010011000011,1455201334,0486745513
28099,61,010111001110,3522454145,0234673431
28100,52,001111010011,0051314225,7547813306
28101,31,111001001110,4201011233,7508576153
28102,21,001010111001,0541523310,0778144576
28103,35,000110111000,3415423104,3286764033
28104,26,001111101011,1520042230,1422534701
28105,40,001010000101,1032145031,0328443711
28106,26,000100100100,1104432053,0864304430
28107,24,010111011100,4233400425,7337526711
28108,31,110101101011,0541314014,0231477450
28109,32,000110101111,2341450032,5326878103
28110,31,111011000101,1344325155,0877535316
28111,29,000000111111,4103110524,8026531741
28112,42,001001001101,1523114003,7655433165
28113,35,000101000100,4144325014,1574453214
28114,36,001011000111,0541321140,4562174450
28115,25,001011010001,3150234350,3420785431
28116,42,100110101000,1402135444,3172003823
28117,41,001001111100,4122320512,8750476283
28118,37,010001101001,4015310021,4301868624
28119,38,101110111011,4201332454,5628183767
28120,23,010000001000,0410431050,0415374068
28121,29,101110100101,0410445140,0401354285
28122,25,001010001111,0425153004,0412546638
28123,20,001000101101,1544302425,4275348013
28124,27,110010001011,0021023442,8262553620
28125,34,001011011000,4314445444,7013666426
28126,22,110010100011,4134310524,0565346204
28127,22,001110100010,1344414111,3115246300
28128,28,001110101110,5141124053,7142140886
28129,29,001011100010,0415225140,0034147105
28130,23,001011001110,1342052503,0720115544
28131,30,010101100110,2534133251,1435204765
28132,37,011010001011,1351524502,0081665231
28133,37,000101110101,3514203450,7132870416
28134,38,110101101110,4234052403,2184135762
28135,37,011101001000,5100234511,0401744562
28136,21,001011011000,4315442034,0231460235
28137,30,001101011010,0312400144,0631114783
28138,33,001001101001,5135045211,0824517634
28139,59,011010010110,5541203412,5201437240
28140,17,101010101010,1320443502,0432684753
28141,31,010000010101,0413114251,0415744322
28142,78,100011100001,4403152240,4361725873
28143,38,001110100100,4014034150,0431127406
28144,32,101100110000,3331500034,2541170333
28145,58,111010001001,4245053110,0108503243
28146,30,001111000101,4310101555,5533322001
28147,28,001011011011,1524223100,8454801643
28148,55,110011101001,1513220143,3745476434
28149,40,111001110010,2354204423,2350864735
28150,39,000101111011,5421012415,3212507115
28151,30,001011101011,2311540302,4722585017
28152,33,010100001101,4325142532,3746278776
28153,33,010001011100,4115254013,3815763074
28154,26,001011100100,5231524223,0465476376
28155,46,010110100110,0341254301,4103476345
28156,28,010010001101,4215304122,3374185760
28157,27,001101101000,4233510211,7866432405
28158,39,010001101101,1341524141,4314063374
28159,27,111011000110,3314211445,8853107441
28160,32,010101011010,4213504312,0123468753
28161,26,001101010001,5131420543,2617358462
28162,30,010110100001,1054211043,0415763435
28163,45,011100101101,1351423105,0310674543
28164,29,000101111111,4145240132,3408201014
28165,21,000011011101,5434512245,0384166645
28166,40,010111011010,4521334521,6748501334
28167,43,110100100101,4253412035,0845134670
28168,24,001110110010,0502411021,0140728303
28169,28,110100101111,5025341021,2516730582
28170,57,101101010110,0412341502,0048276514
28171,35,110101110010,5024113425,7214563381
28172,29,110110000010,4135112355,0764531656
28173,59,011100101010,0435335333,3161835664
28174,19,001011100100,5211530145,1372045638
28175,60,000101100010,0411132454,0014636824
28176,29,001011011101,3054134424,3331407566
28177,49,110100110000,4041223512,8647145708
28178,45,110100111010,0042030515,2524872630
28179,23,001011110110,4021204344,3244165711
28180,25,001011100101,2041530510,2048233674
28181,35,000101000110,5410225412,0485214467
28182,31,001000110111,1431340522,3537408742
28183,35,110111011101,4154110012,3044234673
28184,34,110110010001,5124054133,4128742064
28185,40,000110111101,1135040221,0525634404
28186,28,010001011101,1422100554,0214337664
28187,27,100000101101,1140032514,3000212283
28188,27,010001011011,3415024135,0841325760
28189,35,000010010101,0123215153,8326543218
28190,21,001000110110,2403305420,8436201774
28191,37,111111111111,2222222222,2222222222
28192,24,001011001001,0431032142,0431475620
28193,35,011011100100,3402151402,5346008653
28194,50,111010011100,4310314244,2754186354
28195,22,000101001011,5124140215,0524176514
28196,28,001111011100,4021115401,5271184503
28197,40,010010110101,0413544021,0436740158
28198,51,001001011011,5231100413,5187531531
28200,33,110101001010,1305415113,0415112367
28201,23,000101000100,5335555553,1873373571
28202,36,001011101001,2405135241,5741348034
28203,35,011010000011,0524153204,4512234680
28204,31,010000001011,1435204320,0341785361
28205,46,011001101010,5515430211,0561444875
28206,28,011000111100,0052114454,4455585551
28207,26,001011111111,0522231503,0488825075
28208,35,000010001111,1143050022,1354112660
28209,34,101010101010,0214351403,1021047543
28210,22,011010001101,3054321014,1541783406
28211,38,001011110010,1554115205,4458032224
28212,41,000101100111,4402311350,0664330274
28213,33,011100100101,4215403321,3158642705
28214,25,001011101111,2105023004,3804167351
28215,29,000011001111,0445520325,8781501353
28216,58,110100011000,2252423145,2223368547
28217,30,001101001110,0524105031,6241531478
28218,21,010100010011,0425501340,0241385017
28219,31,001011001100,4235410425,4342875067
28220,52,101111101011,2341525421,0347722506
28221,37,000101110011,1134402235,4473538102
28222,45,101100101110,0124501432,4201761851
28223,41,001110111010,0430503413,4442184106
28224,27,000101001100,4413200440,0010732503
28225,37,000011010011,4310211542,0041328874
28226,31,110110110010,1404530411,0320778141
28227,35,001110111011,0411053312,0701658830
28228,15,010111100101,2350114305,2763581034
28229,20,000101110001,5513240235,4276184513
28230,36,010001010110,3045532451,0421375842
28231,37,001000101110,0214130541,4320544176
28232,28,001101000110,1434540525,2401375488
28233,25,100001011011,0402251314,0845372104
28234,28,001010010011,1324003442,6570825476
28235,7,000001111000,2555555522,2533333338
28236,26,000101101100,1112410352,4585256404
28237,34,110100010111,4230514234,5532640781
28238,36,001001011011,4310524150,3274158436
28239,35,001110110011,0004235115,0357443488
28240,49,001000110010,0310454203,1577402368
28241,37,001011110110,2432105542,2165420403
28242,28,001011011110,5321402431,0542187356
28243,25,001000110111,2243142515,6152340561
28244,27,111010100110,0403102451,0308464341
28245,45,001011011000,4552124351,3375620822
28246,44,001001110101,5132403035,0531426854
28247,36,111001100000,5214334211,0188735204
28248,47,100011010110,1205542300,2531778256
28249,17,010001101101,4234414025,3486434507
28250,21,101011101111,4120444102,3125777822
28251,28,110100101100,4213540215,0215413746
28252,25,010101011110,5124305524,4120456205
28253,31,000010001111,3425022143,5330824570
28254,30,001000011010,1554203241,0140854132
28255,23,011010000011,3412530151,0613574641
28256,26,000100111000,1340135241,0411317526
28257,28,001001101000,4033225420,0602733405
28258,22,001011010100,1542230444,1543087536
28259,28,001000101101,1203111421,1626113123
28260,40,001011101100,0142350045,0428654432
28261,24,001010110101,3412555413,3424067312
28262,25,000010100010,0552141011,0563212258
28263,21,010111100101,0225415504,1476352243
28264,35,110001001101,1311245001,3214455047
28265,33,001011100111,1320115423,2283561440
28266,28,000000000000,1111111111,8888888888
28267,39,011011010010,4021504134,0432761348
28268,43,000001011110,1130344141,0043520634
28269,33,000001011101,3114414325,0300647615
28270,34,000101110100,4155340322,4723384065
28271,21,001011011010,4132514320,3274738650
28272,24,001101000011,0432215043,3036715441
28273,37,001011101001,4355142403,2347610485
28274,24,010001101011,5514032414,0117263504
28275,36,110110011100,0235102445,4244388657
28276,30,011010001101,4010251124,4405644132
28277,26,000011011100,3154152500,0344127586
28278,30,011000100101,5104230154,4432075644
28279,25,001000011000,5545011341,7221324741
28280,54,001000011110,1544021304,7125484360
28281,31,001011010010,1302435014,0274648123
28282,11,001011101100,1305143425,0517463824
28283,31,001000110111,0434240143,0046522063
28284,24,000101101000,4010252430,6704371842
28285,31,110001110010,2445123504,1422566312
28286,31,000110101001,3314351250,2636664187
28287,33,000111011100,1342144412,1433628447
28288,32,011100010000,4134525455,5613044318
28289,30,001011101011,1552401341,4123504377
28290,25,010101001100,0451243005,1348642501
28291,46,100010110101,3240154233,0614728315
28292,36,101111101110,4420431002,2503628575
28293,19,110110001011,2314245021,5424630471
28294,36,111101010001,5140103334,0101888415
28295,30,110101011010,1132051420,2354822622
28296,25,011100100100,0541333341,0244436781
28297,27,110100101000,0043251032,0432576813
28298,22,001000110010,0452533144,0643778884
28299,44,001111010100,1522304153,1853470217
28300,14,001011110010,5122214154,0173845706
28301,33,000101001110,4412031524,4151604815
28302,50,101101011110,4052135241,4041587365
28303,30,000000000000,5555555555,4444444444
28304,26,011001000011,3204015134,6231705381
28305,43,001011010110,4511103511,1430258764
28306,31,001001110100,0513204005,4623744806
28307,26,000101111010,4444111332,4522266666
28308,24,011100010111,3104331255,5501331272
28309,33,111001101111,1102144215,3726684357
28310,33,001011000011,4221303451,3143678410
28311,34,001010001101,4320541443,0376413800
28312,27,001111010110,3152254004,6422211225
28313,33,001101001111,1123015504,2235104126
28314,33,001101001000,4345031233,3643702101
28315,45,110110000110,4234512403,2846561800
28316,43,000011011001,4112344100,0017556631
28317,35,000101101111,2330105425,4160847825
28318,42,001100001001,3103344241,5534671535
28319,59,001011010110,4025231405,5384725168
28320,38,101100100110,1352141040,1407582161
28321,40,000111011111,5514150324,4403175414
28322,33,000101011000,0440251153,0730525504
28323,36,000000111101,4301254455,1485242256
28324,33,000001011111,5141543025,4444557704
28325,32,101100111000,4044351205,0147853600
28326,29,000110111001,0420335411,0451746540
28327,42,011000101100,1340154330,4061435852
28328,27,001001110100,5451302015,8245872314
28329,28,001011000101,4231052415,5143762847
28330,29,000000000000,0000000000,0000100000
28331,28,111010010010,4001305223,4273117835
28332,26,011000011000,0423155500,0624335878
28333,49,111001010110,1451144420,4451241467
28334,27,001001111001,3450143503,4036744145
28335,36,101110010100,1231404253,0416531001
28336,32,110111100100,3402413552,4755064284
28337,10,001110011100,5455433555,0101431082
28338,32,010010110100,0141035240,0134672506
28339,32,111101001001,1154223004,0363458254
28340,39,010111100101,0454143211,0487412104
28341,24,101010101101,1331413344,4235741357
28342,27,110111001111,0122541351,7425784314
28343,29,001101101000,4233054301,2507782614
28344,33,011001011110,2414533024,4314078562
28345,25,000110011101,5355401003,0732046700
28346,36,000101101010,4241035524,0085874262
28347,35,111011000101,3214050142,7512284067
28348,30,011001001011,5142051134,4205137082
28349,40,110001011111,0143254130,2311104483
28350,29,111010011010,4023032410,2384562350
28351,39,001011100010,2434015142,3751226340
28352,33,110111000010,5211500312,0716510470
28353,30,000110010100,2404435140,2071465433
28354,23,100100100110,2054310243,4024436778
28355,36,011110010100,0411535201,0327514635
28356,26,011110100101,3410421345,3374851620
28357,35,000010011111,1143222504,0431008752
28358,23,111110100001,4210534145,1621442058
28359,24,010001110010,1425314510,0124312478
28360,33,110011110101,1425301425,0724506283
28361,34,110000100000,2011343131,2071143131
28362,38,000010110111,3133543205,2127533027
28363,41,000110111100,0150511342,4501176883
28364,27,000000000000,5554303341,0404000000
28365,47,101000101011,1431454421,4267444445
28366,43,010010011100,0243544210,3502468753
28367,32,100101110100,4201043525,0518623174
28368,25,001011101111,4215533014,0527641035
28369,34,101110100110,4131550032,3285170641
28370,31,101101000110,4513031532,1231804651
28371,24,101111001010,5324253241,8157757572
28372,24,001011110100,1140052144,6514477380
28373,33,011010100001,0324153020,0423016867
28374,35,010110010101,3251034120,0453761843
28375,39,001011110110,5531402513,4678154036
28376,25,101000101101,0414523115,0754552138
28377,30,011010000101,2501131251,6434253743
28378,26,001011000111,1532041122,5278316000
28379,19,000010011000,3330524115,0461440412
28380,32,000110110110,0302411340,2450261182
28381,50,000100110110,0524131032,5241068132
28382,29,101100101101,0532401313,3525380415
28383,34,000001101011,5555555104,0734866352
28384,48,111001011101,3351420103,0324488055
28385,41,110100010100,2351000254,1681475544
28386,26,001101111000,1123011041,0031681040
28387,31,001000000001,3424352400,3357700257
28388,26,010101000100,0231450432,0231456823
28389,45,001101011111,1401133301,6762663034
28390,58,110100010110,2402530142,5724843152
28391,25,001011101010,5133420514,4508241376
28392,37,001011100101,0205314455,0318170554
28393,26,110101000101,1534254521,4213576805
28394,21,010001010100,1325434330,0546214875
28395,26,001110000011,0411152304,0531446427
28396,34,001000011101,0431440254,0430615428
28397,40,001001001111,2451324540,2458745312
28398,51,111111000000,1403254132,2460358143
28399,34,101101110010,4215440135,2513402743
28400,35,001001110100,1332404155,3631587024
28401,34,110100101001,1253400415,2140005518
28402,20,001011100010,0541542351,0753624871
28403,9,000101101111,5123051433,8371045670
28404,32,111110111111,1054423140,0274172440
28405,38,001000001110,0041230550,0171412663
28406,24,101101010101,1035143224,1738525865
28407,26,100011100111,2422510340,0334407221
28408,42,001110100010,5411011422,8558403146
28409,63,011110010001,0413251401,0410072506
28410,47,010011010101,1423051302,4564138174
28411,31,100100011011,2230532415,3575561042
28412,45,010001110101,0235143132,0627402584
28413,28,001011110010,2304132230,4542783026
28414,24,010101001101,0534215032,0241537864
28415,24,000101111011,1422354140,0847426303
28416,30,000101001011,4032422430,0414363028
28417,36,101000110101,4324511230,0301874412
28418,40,001011110001,1140553210,0847826381
28419,45,100101001101,4230154234,8427601774
28420,32,000101111010,5420145320,0237164080
28421,28,001011011110,4421520142,0721415536
28422,30,010011101010,3142510421,0347518885
28423,28,011101000110,4214035123,0046532178
28424,35,001010011100,1531420140,3347217836
28425,45,011111010000,0422215555,0522148754
28426,37,001011101001,1502003504,2423175855
28427,12,011001111010,0420015312,5432601482
28428,35,111101010011,4045231113,4623258141
28429,28,000101101011,0314325140,4317580246
28430,27,000110011111,5502145442,2537068145
28431,31,100011110010,2312131130,2041130131
28432,29,000101101110,4210145232,0618513472
28433,40,001001000101,4231440544,4037324002
28434,41,110111000000,0041300521,0403378441
28435,28,010010111010,0334524000,0557062431
28436,55,011001011100,1332415001,0514374610
28437,33,100011101110,2411513004,2330465177
28438,34,010001101000,0431222440,4256000003
28439,29,001000011001,1340442513,3140773206
28440,33,111010001011,1325551140,0443042222
28441,29,001110100010,4130403152,6373015082
28442,30,110101001101,1532304005,0132645743
28443,50,100011010110,4341200154,5314874513
28444,37,000100111010,4103315503,1420314516
28445,50,001110100110,0432250411,0843546788
28446,41,000110001100,5144332043,4284306432
28447,35,011101011000,5413204321,2648715803
28448,23,010110101100,3235451504,2420061254
28449,35,001010110110,5142041344,4705281463
28450,30,111101111001,4204421534,3544535364
28451,28,110110100100,4013251401,5640854214
28452,40,001101001101,4514442000,2224511555
28453,53,101011001010,2515240433,2554702846
28454,42,001001101101,1321405414,2114634852
28455,56,000101101011,0421541323,4164305148
28456,42,101010101010,2013422401,1402146874
28457,32,011011000101,0430215023,5637104253
28458,28,001011101011,1055134025,1638527803
28459,18,110001011001,4200311542,1653074776
28460,37,001011101001,4415310403,6527038027
28461,30,111011001010,2415134052,6254451732
28462,24,101110010110,1452304151,0475138264
28463,25,010100011011,0253142051,6473852108
28464,32,110111010000,0551543304,2003318452
28465,45,000101101001,4143152031,5426584153
28466,40,110010110101,1352230104,0757630485
28467,38,001000011010,2454245143,6235076838
28468,18,001100011100,4201531245,0835621714
28469,31,001101000111,1524031102,4215887301
28470,49,110010110100,1305411443,0467528522
28471,42,001011000111,1444222503,1454684471
28472,40,010100000101,0423154421,3546780412
28473,31,000101101011,1321042504,0035817435
28474,37,010110001001,0442401542,0142211570
28475,27,001011100110,4015324105,1376414150
28476,24,010110101001,1051311244,1457042516
28477,45,000001001100,3305542005,0072284663
28478,35,000101101000,4215530011,6437745821
28479,34,000110000110,1220152110,4215264081
28480,30,000101111001,4123220541,0320748615
28481,29,011011001001,0510324351,0756321853
28482,25,100010101110,4254124053,0153615087
28483,49,001011101000,1541522135,8378654326
28484,30,101010010010,1143001251,6477123386
28485,29,000100111011,0045211130,4141258786
28486,30,001110110001,4015324153,4314745521
28487,18,011000010100,3310433254,0423154468
28488,36,010010110101,0154314415,0415376454
28489,33,000010101110,0123541013,3411666523
28490,35,111010011000,3230423511,4632801754
28491,38,010001010001,0341333245,1034622705
28492,70,101000110011,1034141251,4103452141
28493,28,101100101011,4022513051,1648820553
28494,32,010010001110,0420115243,0853712553
28495,32,001100010100,0251344025,3412748425
28496,29,001011100101,0454134124,0400385275
28497,50,110100000101,4055211033,6470428762
28498,38,001011101101,2440330451,4736571448
28499,47,110101100010,2315030413,0746328152
28500,45,001000110101,1415340234,0463541187
28501,22,001110110000,0304154242,2030481542
28502,32,111100100000,1533114022,5011333364
28503,36,110100011001,1244052553,7354344180
28504,23,000101011001,0051234113,3532356873
28505,31,001011101001,3150424411,2425228753
28506,56,001011110101,1431524405,4251458752
28507,32,011100110000,0235043102,4444444425
28508,53,101101110100,2415022315,6251730252
28509,25,100111100100,3130231250,3218322043
28510,30,111111010010,2102415333,8507163425
28511,59,101001011110,5024135510,6387502876
28512,35,000101100100,5130042153,1753748517
28513,27,001111001000,0413302241,0103225477
28514,42,010101101000,5143201543,2412687104
28515,20,001010010111,0143132404,0517365041
28516,37,000100011011,0523554212,8338751133
28517,30,111110100101,4211543024,5741122680
28518,35,011101000101,0443125023,0845342167
28519,51,001011011000,0315545002,7240553418
28520,27,000100001011,5255405135,4546834043
28521,20,011011100110,5132414410,0827842546
28522,39,011101100101,4025134205,0125876345
28523,25,001011110011,3122053245,6381108753
28524,31,000100110111,0142013150,8122013068
28525,40,001001110110,4234054103,6571887302
28526,25,011100010000,1422540114,2514377642
28527,26,110011111000,5324011135,8846772157
28528,25,110101010101,0000000450,0048526375
28529,25,010000110000,0531125040,2086487320
28530,50,111101110111,4103421503,8443304116
28531,35,000110111101,2315500021,0104372121
28532,18,001101101101,1555003304,0004655371
28533,39,010101010101,0143251452,0476528581
28534,35,000111010100,2503251430,0861253714
28535,29,001001101011,4340522214,8314436218
28536,20,001111011101,5025521331,0426252225
28537,37,111101010100,2421210343,2344655550
28538,51,100001100011,4251305541,2710045876
28539,20,011000010110,0142315042,0462138540
28540,46,010100011010,4144335043,0246433511
28541,42,000101100000,0123134104,1751387811
28542,22,001011100101,4413451124,1421753146
28543,35,110100011010,4320514253,0715624835
28544,29,011100111000,0145125003,0411258836
28545,29,001111000100,1134002554,0456333660
28546,31,010100101010,2415031425,5245260845
28547,30,001000011010,4312221001,4331871126
28548,36,000101111010,4340513200,7467087571
28549,40,000101111000,4205110532,4135687135
28550,28,010011111010,5242305412,6382416073
28551,43,001011010010,4154223140,6153274803
28552,34,110101000100,3431154130,2307385170
28553,37,110010111101,4223013401,4052127052
28554,30,110111001011,1201305445,3033825034
28555,46,000010110101,5142035104,0341044784
28556,28,000101101110,2311042514,4544031787
28557,15,010010101101,2350413215,2781052140
28558,25,000101110101,4402451103,3110524448
28559,39,011101111000,5143021543,0258473620
28560,28,000101010011,4022350134,2416035852
28561,19,001001101110,0130425524,0775318622
28562,26,010100111100,3104501224,4587601304
28563,32,111001000110,5153002453,2401552683
28564,30,001001101111,3222041504,4405613608
28565,31,001010010101,0041443141,4043466725
28566,23,111010010010,3205413204,1487150565
28567,25,001000111110,2400020531,0234325038
28568,30,000101101110,4513204152,4344528752
28569,35,000101011101,4542515403,4875301002
28570,46,000000000000,5555555555,4444444444
28571,38,001011010011,1451414445,5714857183
28572,60,111011000100,2235420240,0052532705
28573,24,001011101001,1432145014,1620153712
28574,72,011100000101,5534021441,5410651777
28575,32,110110100101,2422222103,0547361235
28576,56,011100001000,2513041254,1088025416
28577,31,110001010101,0012512231,6430274128
28578,76,001100111101,0415203112,0441378520
28579,34,010010011100,0041350241,3567073352
28580,28,000110101110,0411323303,8043326544
28581,45,100110101100,1154341454,4245064344
28582,33,001001100001,5143142503,3273640803
28583,62,111010100111,0112243301,2145014401
28584,23,000111101110,1315412005,7404316725
28585,23,000110011110,0040130525,5613368587
28586,23,111010011101,0401235124,6140387634
28587,46,000000000111,5434234055,0144685234
28588,42,001001101101,4142520431,0747383256
28589,33,001001100001,3414042114,4403306104
28590,41,011100101110,1425031411,2245716544
28591,35,110100110001,5324015320,0532385217
28592,32,010000011011,2415000425,0030525587
28593,29,010000101000,0140241350,1735084362
28594,25,011100000000,1111111422,0040402866
28595,30,000110010000,0443214033,0702164657
28596,18,010011010001,3451032345,4054062138
28597,29,000110101110,0415241125,4345241458
28598,24,000010011011,1455324401,4444433244
28599,28,010101100101,4543025412,0144752336
28600,63,000110010011,1100342551,1125733584
28601,34,000100110111,0245230145,0426874534
28602,31,000001101010,1345204111,1403678521
28603,26,100011010111,0544250330,0767437236
28604,42,010101010101,2414102000,0374215684
28605,27,010101101001,2543042153,0845306485
28606,34,010100010101,4310411210,4312574086
28607,31,001011101010,3502113405,3221458700
28608,34,011110010101,0423054100,0241363341
28609,34,110101111101,5231104440,5244607710
28610,35,010001001110,3142154100,8534127464
28611,26,111101000100,0211525210,4111587036
28612,44,110111010011,2414250514,2425138481
28613,42,001100100010,0330401235,2354108733
28614,40,010011100101,4021435241,2408637105
28615,35,010110001101,4252435013,4026384102
28616,35,110110100001,3122110331,2311754221
28617,39,000100110100,0515052410,0627220128
28618,50,110100100001,5322105152,2545186503
28619,48,110100110110,3045341141,0784714250
28620,50,110110010110,3212550415,0587245156
28621,35,010101010101,0123451423,2148536102
28622,53,111110011101,5144500011,2422200387
28623,40,110001011100,1421041312,2243143752
28624,25,001010111101,3101425034,8370546172
28625,42,000100110111,3251143250,7341445806
28626,27,000000101100,1154233030,0441146331
28627,36,001011110110,1552031402,1833465011
28628,33,000110010101,0423405513,0485736241
28629,57,010000101100,0153240123,0567734122
28630,33,111010100111,4215234052,0538076226
28631,33,001101011110,2551033045,2057134008
28632,34,011110100100,0424033010,0744342840
28633,39,000001100111,3325542223,0000421775
28634,23,111101100100,1500231544,0184630367
28635,31,001011100100,1401523142,4018357254
28636,38,110100001011,1502331454,5077248816
28637,38,111010011100,2401325240,5315637410
28638,23,001001101111,1434012243,5310561702
28639,48,001011101101,4413041253,0341765455
28640,31,100001010001,1305141241,1341807427
28641,31,111001011101,2125400511,1545826632
28642,22,001010100110,0431524414,0874375124
28643,18,101000010010,0233052155,0547634543
28644,34,010001000110,0425301200,4412586351
28645,25,000100100100,0411225552,0413875542
28646,27,001011001110,2340324000,8608261124
28647,28,001011111101,4300533340,5178787850
28648,30,000101010010,4152443052,0852417346
28649,25,001001101110,4312445053,0463785213
28650,25,001010110110,0143121225,1065412704
28651,27,011010011110,2450114320,2750843343
28652,43,000110001010,2341524013,0532761450
28653,16,001111001101,0322555100,4448832224
28654,22,000100111101,3310435210,0042748060
28655,28,011011000110,2354105324,2356807342
28656,18,101010000011,5142314405,2673660042
28657,42,000110011100,4123354403,4341230076
28658,28,010111010010,4013254154,0003460405
28659,39,001011101000,0000154321,2864215263
28660,50,000101000111,4131440025,0841757182
28661,36,101100010100,2314340524,3850613425
28662,28,110101110110,4431440443,3353534020
28663,47,110101110011,1340305221,0110882530
28664,35,110001001111,4150050134,3054507625
28665,25,011101001001,2151320445,3861304271
28666,37,010100011001,0410011532,1026841475
28667,21,010011010110,1341445230,0415763472
28668,28,001011010010,1321055412,4236540127
28669,64,000110110100,0425150314,0358875225
28670,48,110111001000,4240031452,2412673338
28671,26,110101000101,3124301135,2374025341
28672,46,001010011011,3114035124,0753864215
28673,28,111001101111,3141501330,6703262551
28674,31,000100111100,1142250004,0412467314
28675,33,101110000101,1243501042,2454511263
28676,31,010010110101,0413052310,0753624807
28677,52,010101010101,0123450123,0487634521
28678,26,000101000110,3432054135,5018503263
28679,38,000100000011,1340215330,0423674125
28680,58,001011110100,2153150453,0325643024
28681,34,111011001110,5451450243,7648570341
28682,20,100010110100,2510141325,3347524141
28683,27,010111010010,5501340215,3205671835
28684,24,001011101011,2300154331,0516254823
28685,31,110010011000,4354125415,5888822221
28686,18,011110010110,1552153400,0648217350
28687,23,000001000000,4443411152,2103444311
28688,86,010101010101,3551204052,0338420812
28689,33,000011101111,0234401543,1465680214
28690,22,010011111010,0514432152,0745285050
28691,32,100111010010,2420530415,1517438274
28692,64,111001010111,4355454311,8755136436
28693,28,111010111001,4450312522,2251488537
28694,38,111100111011,3320323514,0507264480
