bbrID,Date,Tm,Opp,TRB,AST,STL,BLK,PTS,GmSc,Year,Playoffs,GameIndex,GmScMovingZ,GmScMovingZTop2Delta,Date2,GmSc2,GmScMovingZ2
perpeer01w,2006-06-29,SAC,MIN,9,0,3,3,25,22.1,2006,false,117,3.25,0.13,2007-07-07,25.1,3.12
perroki01w,1998-07-09,HOU,DET,6,7,5,0,22,17.7,1998,false,42,1.93,0.11,1998-08-06,17.9,1.82
peterde01w,2014-06-29,MIN,SEA,7,3,4,2,12,16.2,2014,false,90,3.3,0.05,2016-05-18,16.0,3.25
peterha01w,2016-09-09,SAS,DAL,5,4,3,0,19,19.8,2016,false,29,3.83,1.76,2016-05-27,12.0,2.07
petroso01w,2016-06-29,PHO,CON,4,1,1,1,22,20.5,2016,false,45,4.12,2.07,2012-07-01,11.0,2.05
pettibr01w,2001-06-02,PHO,MIN,3,5,2,0,26,24.1,2001,false,133,4.29,0.84,1998-08-25,27.4,3.45
philler01w,2014-08-13,PHO,ATL,4,4,0,0,21,17.2,2014,false,210,2.9,0.18,2006-07-25,19.3,2.72
phillta01w,2006-07-27,HOU,PHO,2,0,1,1,16,12.3,2006,false,249,4.21,1.17,2000-06-30,28.0,3.04
pierspl01w,2003-07-15,PHO,LAS,6,2,0,1,26,20.0,2003,false,17,3.09,0.01,2011-06-05,23.5,3.08
plaisth01w,2021-06-17,WAS,ATL,6,3,1,0,25,20.1,2021,false,175,3.85,0.95,2017-06-23,17.6,2.9
plumke01w,2021-06-15,LVA,NYL,5,2,2,0,32,28.1,2021,false,106,2.59,0.25,2018-08-05,21.1,2.34
pohleje01w,2012-10-11,IND,CON,0,2,1,0,14,14.9,2012,true,76,3.53,0.25,2013-09-15,12.8,3.28
pondeca01w,2018-08-19,IND,CHI,2,3,2,0,22,18.7,2018,false,453,3.17,0.19,2010-07-18,36.4,2.98
powelel01w,2008-05-31,DET,IND,6,3,1,0,14,14.6,2008,false,287,3.8,0.46,2002-07-27,23.3,3.34
powelni01w,2005-06-04,SAC,LAS,4,1,2,1,22,23.4,2005,false,35,3.13,0.16,2013-06-28,20.1,2.97
powerae01w,2016-09-04,DAL,WAS,10,3,1,2,21,23.4,2016,false,29,3.23,0.77,2019-07-07,20.7,2.46
prahasa01w,2012-06-23,PHO,LAS,5,5,4,1,22,16.6,2012,false,10,2.35,0.41,2012-06-03,14.5,1.94
pricear01w,2009-07-03,CHI,SAS,3,2,1,0,17,17.2,2009,false,77,3.4,0.2,2008-05-22,22.1,3.2
pridely01w,2001-08-10,MIN,SEA,8,4,0,3,13,15.8,2001,false,61,3.8,0.99,2002-07-13,11.8,2.81
princep01w,2014-06-18,CHI,NYL,1,7,6,2,30,30.7,2014,false,130,2.92,0.21,2014-06-27,28.3,2.71
pringla01w,2008-07-25,PHO,SEA,6,0,1,3,14,16.6,2008,false,20,3.19,0.31,2015-07-17,18.1,2.88
quiglal01w,2008-07-19,PHO,ATL,5,0,3,1,11,10.1,2008,false,9,3.15,0.51,2021-08-21,24.0,2.64
quinnno01w,2009-08-06,LAS,SEA,7,3,2,1,23,22.9,2009,false,83,3.42,0.48,2015-08-12,13.8,2.94
raglafe01w,2002-06-14,SEA,PHO,1,6,3,0,19,18.4,2002,false,6,3.07,0.06,2004-07-15,12.6,3.01
raincna01w,2019-09-03,NYL,WAS,5,1,1,0,12,11.6,2019,false,58,2.82,0.34,2017-06-11,10.2,2.48
randase01w,2004-09-02,SAS,SAC,7,1,1,0,16,12.3,2004,false,121,3.04,0.27,2001-06-12,18.5,2.77
rasmukr01w,2006-08-12,PHO,SAS,9,6,2,2,13,21.3,2006,false,213,4.16,0.85,2000-07-19,19.0,3.31
reddja01w,2001-07-04,SEA,POR,4,1,1,1,18,16.8,2001,false,41,2.55,0.11,2001-08-11,17.6,2.44
reedbr01w,2000-06-22,PHO,CHA,13,6,7,1,32,39.8,2000,false,64,3.12,1.17,2000-06-03,28.4,1.95
reidtr01w,2000-08-05,CHA,UTA,1,1,2,0,21,17.7,2000,false,71,3.72,1.54,2001-07-10,11.8,2.18
reissta01w,1997-08-04,UTA,CHA,2,8,1,0,17,17.7,1997,false,18,2.75,0.88,1998-06-13,13.4,1.87
richadi01w,2021-08-25,NYL,PHO,3,1,0,1,14,11.1,2021,false,24,3.38,1.18,2021-05-24,8.1,2.2
rileyan01w,2011-09-09,TUL,LAS,7,4,2,0,18,14.6,2011,false,61,2.97,0.31,2011-09-11,13.1,2.66
rileyru01w,2009-06-23,SAS,PHO,5,4,0,4,16,19.6,2009,false,297,3.17,0.01,2004-06-12,24.3,3.16
rizzoje01w,2000-06-12,HOU,UTA,1,2,2,0,8,9.2,2000,false,34,2.74,0.18,1999-07-01,8.6,2.56
robinan01w,2017-08-06,PHO,WAS,4,0,0,1,14,11.2,2017,false,37,2.81,0.08,2018-07-13,11.6,2.73
robinas01w,2012-09-14,WAS,ATL,7,3,1,3,8,12.8,2012,false,282,4.12,0.48,2011-07-19,13.1,3.64
robincr01w,1999-08-06,NYL,PHO,6,1,3,1,27,26.4,1999,false,23,3.47,0.64,2002-06-25,25.0,2.83
robinda01w,2011-09-11,SAS,TUL,4,6,2,1,36,32.4,2011,false,33,4.08,0.92,2019-08-25,24.2,3.16
rodgesu01w,2020-07-31,LVA,PHO,1,4,1,0,16,15.8,2020,false,244,3.78,0.92,2018-08-01,16.7,2.86
ruffiti01w,2019-06-08,LAS,MIN,2,5,1,3,17,18.1,2019,false,225,3.15,0.11,2019-07-23,16.9,3.04
russeme01w,2019-07-03,SEA,NYL,5,0,1,1,19,18.2,2019,false,39,2.97,0.34,2021-09-17,18.4,2.63
sabalsa01w,2020-08-25,DAL,LVA,11,2,0,3,28,24.3,2020,false,10,2.52,0.37,2020-07-31,23.0,2.15
salesny01w,2007-08-15,CON,IND,4,2,3,2,32,27.8,2007,false,303,2.95,0.39,2004-10-10,25.9,2.56
samsh01w,2005-08-25,CHA,NYL,7,4,1,0,24,21.7,2005,false,241,2.71,0.22,2005-05-28,19.8,2.49
samueka01w,2021-07-11,LAS,MIN,4,2,3,0,8,11.9,2021,false,37,3.45,0.06,2021-06-24,11.6,3.39
samueka02w,2020-08-16,DAL,PHO,5,4,1,3,11,13.5,2020,false,32,2.28,0.25,2022-05-25,16.7,2.03
sanfona01w,2004-09-15,WAS,SAS,11,0,1,0,17,17.2,2004,false,45,3.82,0.66,2011-08-26,14.9,3.16
sanniol01w,2009-06-08,DET,LAS,5,1,2,0,12,11.8,2009,false,41,2.73,0.03,2009-06-10,11.5,2.7
santoal01w,1998-06-13,WAS,UTA,18,0,2,0,19,16.7,1998,false,1,2.52,0.16,1998-06-21,15.4,2.36
santoke01w,2002-08-06,DET,CHA,7,1,0,3,9,10.2,2002,false,22,3.03,1.33,2001-06-16,6.7,1.7
saundja01w,2001-07-21,PHO,UTA,9,2,1,2,12,12.4,2001,false,16,3.53,1.07,2001-08-10,9.0,2.46
saureau01w,2001-07-03,WAS,SEA,7,3,2,0,7,9.0,2001,false,6,2.49,0.25,2001-07-20,8.2,2.24
schimsh01w,2014-08-13,ATL,PHO,6,3,0,0,24,18.6,2014,false,31,2.56,0.5,2014-07-22,15.3,2.06
schumke01w,2003-07-23,IND,SAS,9,3,0,2,22,22.9,2003,false,81,4.01,1.45,2004-07-25,14.4,2.56
schwege01w,2001-07-13,MIN,NYL,8,4,3,2,14,15.6,2001,false,8,4.08,0.83,2002-08-04,12.9,3.25
scottol01w,2002-07-10,IND,UTA,9,4,0,2,31,30.8,2002,false,118,4.83,1.58,1998-07-27,16.3,3.25
shakiel01w,2000-06-15,HOU,MIA,5,0,0,0,10,9.9,2000,false,5,2.8,0.22,2000-06-24,9.2,2.58
sharpkb01w,2008-07-18,CHI,CON,3,4,1,0,12,14.4,2008,false,148,4.13,0.44,2009-09-04,12.5,3.69
shepaje01w,2022-06-19,MIN,LVA,19,6,0,1,22,28.5,2022,false,43,3.5,1.48,2021-05-18,15.1,2.02
shielas01w,2007-05-19,HOU,SEA,3,3,0,0,19,11.5,2007,false,0,2.93,0.23,2007-06-22,10.4,2.7
shookky01w,2021-07-09,NYL,IND,6,4,0,2,13,16.5,2021,false,39,2.86,0.93,2021-07-11,12.4,1.93
simmome01w,2016-06-12,ATL,CON,0,2,0,0,10,6.4,2016,false,7,2.75,1.03,2016-07-17,4.2,1.72
simsod01w,2017-08-24,LAS,PHO,6,8,3,0,28,28.5,2017,false,120,3.46,0.04,2014-07-22,34.8,3.42
smithai01w,2003-06-24,WAS,CON,6,0,2,1,9,9.2,2003,false,7,2.12,0.15,2004-05-25,8.8,1.97
smithal01w,2020-07-29,PHO,IND,7,2,0,1,14,11.1,2020,false,19,2.78,0.34,2020-08-02,9.8,2.44
smithbr01w,2010-08-20,PHO,SEA,4,0,0,3,10,9.6,2010,false,46,3.27,0.86,2010-06-12,8.0,2.41
smithch02w,2005-08-14,WAS,CON,9,4,3,0,17,16.6,2005,false,228,2.74,0.1,2002-07-19,13.9,2.64
smithch03w,2001-08-08,SEA,HOU,3,4,0,0,8,9.0,2001,false,73,2.9,0.33,2000-08-06,7.5,2.57
smithcr01w,2007-06-24,HOU,PHO,2,3,2,1,18,13.6,2007,false,27,2.59,0.37,2007-07-18,11.8,2.22
smithka01w,2011-09-09,SEA,PHO,3,0,2,0,26,21.4,2011,false,449,3.13,0.27,2009-08-23,25.3,2.86
smithki01w,2006-06-10,SAC,CHI,0,0,1,0,10,8.3,2006,false,6,2.89,0.16,2006-07-30,7.0,2.73
smithta01w,2011-09-22,IND,ATL,9,2,1,4,25,25.6,2011,true,495,4.08,1.29,1998-07-08,19.1,2.79
snellbe01w,2009-06-23,SAS,PHO,4,2,4,0,21,20.3,2009,false,92,4.33,1,2005-08-23,15.6,3.33
snowmi01w,2012-06-20,WAS,PHO,9,2,0,0,21,17.9,2012,false,359,2.88,0.05,2008-06-26,20.9,2.83
spencsi01w,2009-07-22,NYL,CHI,2,0,0,0,15,12.6,2009,false,84,3.3,0.21,2007-08-17,21.5,3.09
spornra01w,1999-07-16,DET,WAS,7,2,3,0,14,15.7,1999,false,44,3.21,0.44,2001-06-29,14.1,2.77
stafftr01w,2001-06-07,HOU,DET,3,2,0,0,7,8.2,2001,false,3,2.46,0.4,2001-08-13,7.2,2.06
staleda01w,2003-08-20,CHA,IND,0,5,2,1,20,22.4,2003,false,172,3.09,0.68,2006-07-27,17.6,2.41
stansti01w,2007-07-12,MIN,HOU,6,2,0,0,13,12.0,2007,false,22,2.61,0.08,2007-07-25,11.7,2.53
starbka01w,2001-06-23,UTA,MIN,2,3,0,0,21,14.2,2001,false,61,3.09,0.11,2000-08-09,13.1,2.98
stedika01w,2001-06-07,SEA,MIA,1,1,3,1,12,13.7,2001,false,34,3.16,0.43,2001-06-09,12.1,2.73
stepama01w,2001-07-01,PHO,IND,9,3,4,5,17,23.7,2001,false,83,2.78,0.29,1998-06-28,10.7,2.49
steveaz01w,2022-06-21,CHI,LVA,7,0,2,1,19,18.4,2022,false,111,2.47,0.02,2020-07-28,21.0,2.45
stewabr01w,2020-10-02,SEA,LVA,15,2,0,4,37,33.1,2020,true,134,2.49,0.04,2022-08-03,32.0,2.45
stileja01w,2001-07-28,POR,LAS,3,4,1,0,32,26.9,2001,false,23,3.27,1.16,2001-06-27,20.1,2.11
stinsan01w,1997-07-09,CHA,NYL,9,6,5,2,29,33.1,1997,false,6,2.99,0.23,2000-07-26,28.5,2.76
stiresh01w,2000-06-08,MIN,ORL,2,2,2,0,9,10.1,2000,false,2,2.86,0.13,2001-06-25,8.9,2.73
stokeki01w,2017-06-04,NYL,PHO,14,0,0,2,23,21.2,2017,false,74,3.07,0.06,2015-09-23,21.3,3.01
streiju01w,2001-07-11,IND,CLE,5,1,4,0,19,17.8,2001,false,38,2.64,0.16,2001-08-01,16.5,2.48
stricsh01w,2013-09-12,SEA,TUL,7,1,2,1,26,24.0,2013,false,69,3.66,0.07,2018-07-22,22.6,3.59
strotan01w,2006-05-20,PHO,SAC,2,2,0,1,12,12.5,2006,false,0,3.25,0.33,2007-07-27,10.8,2.92
suberto01w,1998-07-21,CHA,WAS,1,6,3,0,12,12.7,1998,false,46,2.38,0.07,1998-07-15,12.5,2.31
summela01w,2006-06-20,CON,CHA,5,1,0,0,11,8.3,2006,false,21,3.43,1.35,2006-06-30,5.4,2.08
suttota01w,2011-09-07,IND,WAS,7,0,2,5,15,18.4,2011,false,386,2.99,0.04,2001-06-29,21.8,2.95
swanike01w,2010-07-22,PHO,TUL,2,6,1,0,17,16.5,2010,false,85,4.58,1.05,2009-07-18,12.3,3.53
swoopsh01w,2005-08-09,HOU,SEA,6,3,3,1,34,27.4,2005,false,247,2.5,0.29,1999-07-16,29.1,2.21
swordca01w,2018-07-22,LVA,IND,10,2,0,4,12,17.7,2018,false,198,3.85,0.7,2016-09-16,14.9,3.15
sykesbr01w,2017-09-03,ATL,PHO,5,2,1,1,33,25.7,2017,false,33,3.2,0.54,2017-07-19,23.6,2.66
talbost01w,2019-07-02,MIN,ATL,5,3,1,1,24,22.0,2019,false,84,3.08,0.33,2021-06-04,18.6,2.75
tateso01w,1999-08-11,MIN,UTA,5,4,2,0,19,20.3,1999,false,26,3.1,1.29,1999-08-02,13.3,1.81
tauradi01w,2017-06-01,PHO,CHI,0,4,1,0,37,33.1,2017,false,418,3.1,0.5,2021-09-30,30.6,2.6
tayloas01w,2019-07-10,MIN,CHI,2,2,0,1,13,11.4,2019,false,72,3.82,0.33,2014-05-24,9.8,3.49
taylope01w,2003-08-01,CLE,PHO,5,3,3,2,33,29.3,2003,false,89,3.2,0.08,2002-06-27,25.7,3.12
teaslni01w,2004-09-09,LAS,DET,5,3,2,1,25,20.8,2004,false,110,2.32,0.21,2002-07-20,19.7,2.11
terryka01w,2008-07-19,ATL,PHO,11,1,1,0,16,14.6,2008,false,31,3.17,0.3,2008-07-22,13.3,2.87
thomaal01w,2014-06-25,CON,CHI,11,1,1,0,23,23.7,2014,false,13,2.88,0.53,2014-07-03,20.4,2.35
thomach01w,2006-06-17,LAS,CON,11,3,1,0,16,17.9,2006,false,77,2.97,0.19,2007-06-15,18.5,2.78
thomaja01w,2017-06-29,CON,SEA,4,6,2,0,29,28.2,2017,false,227,2.95,0.1,2019-09-22,25.5,2.85
thomakr01w,2017-08-12,WAS,IND,14,1,0,1,20,21.8,2017,false,153,3.38,0.74,2012-07-07,13.6,2.64
thomala01w,2007-08-12,LAS,MIN,1,2,0,3,23,19.9,2007,false,129,3.3,0.23,2004-09-09,24.5,3.07
thomast01w,2000-07-23,POR,MIN,7,6,7,0,14,14.6,2000,false,22,2.64,0.38,2002-06-28,11.2,2.26
thompal01w,2000-06-03,IND,ORL,15,3,0,0,22,23.1,2000,false,20,3.46,1.01,2001-08-14,15.4,2.45
thompti01w,2013-06-18,SEA,WAS,8,0,1,2,30,25.8,2013,false,512,3.06,0.41,1998-08-17,23.5,2.65
thorner01w,2003-08-01,NYL,DET,1,1,1,0,12,9.7,2003,false,12,3.62,0.22,2006-07-29,23.0,3.4
thornka01w,2022-07-30,DAL,ATL,7,0,2,0,21,20.6,2022,false,189,2.77,0.6,2019-06-28,17.9,2.17
tilliic01w,2006-07-20,NYL,SAC,4,1,1,1,12,7.8,2006,false,46,2.4,0.2,2004-09-14,7.4,2.2
timmsmi01w,1999-07-09,PHO,HOU,1,5,0,0,22,14.7,1999,false,75,2.43,0.31,1998-08-17,14.9,2.12
tokasra01w,2015-06-28,SEA,TUL,3,2,0,2,21,17.4,2015,false,8,3.08,0.7,2016-08-28,12.6,2.38
tolerpe01w,1998-07-12,LAS,CLE,3,9,1,0,22,24.0,1998,false,39,3.04,0.96,1999-06-28,16.3,2.08
tolivkr01w,2015-07-03,LAS,TUL,1,9,1,0,43,33.8,2015,false,201,3.72,0.63,2019-07-24,28.2,3.09
torniel01w,2000-06-25,DET,CHA,6,5,1,0,25,25.0,2000,false,22,3.17,0.99,2001-08-01,18.6,2.18
tremich01w,2000-07-29,IND,UTA,3,4,1,0,12,9.7,2000,false,94,3.42,0.1,1998-07-19,17.4,3.32
tricetr01w,1997-08-23,NYL,CLE,5,0,2,1,17,16.7,1997,false,26,3.9,2.27,1997-07-02,8.2,1.63
tuckmo01w,2018-07-07,CON,LVA,5,2,1,0,20,16.0,2018,false,67,3.28,0.34,2019-09-04,11.9,2.94
turneba01w,2008-06-10,CON,MIN,4,0,1,1,18,14.1,2008,false,67,2.22,0.2,2008-05-17,13.7,2.02
turnebr01w,2021-10-03,PHO,LVA,17,0,0,2,23,23.9,2021,true,90,3.4,0.56,2020-09-03,21.1,2.84
turneyv01w,2019-05-31,PHO,LVA,3,10,2,0,18,19.8,2019,false,79,3.35,0.31,2019-08-04,18.1,3.04
tuvicsl01w,2003-07-29,PHO,NYL,4,4,0,1,17,13.7,2003,false,60,2.65,0.28,2003-08-16,11.4,2.37
tzekopo01w,1999-07-09,HOU,PHO,5,3,0,1,15,10.8,1999,false,13,1.75,0.03,1999-07-11,10.7,1.72
vadeema01w,2019-05-26,LAS,LVA,5,1,2,3,24,16.5,2019,false,26,2.62,0.28,2019-08-04,15.1,2.34
valdeam01w,1999-07-27,HOU,DET,2,2,3,0,12,12.2,1999,false,24,3.48,0.87,1998-08-17,8.3,2.61
vandeco01w,2017-08-05,CHI,ATL,7,10,0,0,26,31.0,2017,false,220,2.73,0.39,2012-08-24,18.3,2.34
vangomi01w,2002-07-24,MIN,UTA,5,3,0,2,18,15.5,2002,false,82,3.2,0.37,2003-06-27,13.6,2.83
vaughki01w,2009-09-10,NYL,DET,4,1,1,0,15,14.0,2009,false,32,3.65,0.23,2009-08-28,12.9,3.42
vealkr01w,2001-07-04,PHO,MIA,1,4,0,0,16,11.4,2001,false,13,2.57,0.71,2002-06-25,8.7,1.86
viviavi01w,2018-07-01,IND,ATL,7,3,0,1,27,24.3,2018,false,16,3.21,0.23,2018-06-27,23.2,2.98
vodicka01w,2005-07-26,PHO,LAS,6,2,0,1,24,22.4,2005,false,170,3.03,0.39,2002-06-23,18.0,2.64
walkeay01w,2005-06-18,DET,CON,10,1,1,1,9,13.1,2005,false,98,3.75,0.25,2005-05-21,12.0,3.5
walkede01w,2002-07-03,POR,CHA,11,4,1,0,18,21.0,2002,false,66,3.53,0.37,2003-07-26,20.6,3.16
walkeme01w,2022-05-11,ATL,LAS,1,1,0,0,11,9.7,2022,false,53,2.83,0.36,2021-06-08,8.4,2.47
walkesh01w,2020-08-14,PHO,ATL,4,4,5,0,20,20.2,2020,false,103,3.14,0.5,2019-06-07,14.1,2.64
warleav01w,2014-08-08,NYL,CON,11,0,0,0,11,12.5,2014,false,74,3.28,0.79,2015-09-11,9.1,2.49
washico01w,2002-07-28,IND,LAS,5,8,2,0,14,16.5,2002,false,135,2.61,0.01,2003-07-29,16.4,2.6
washito01w,2001-06-14,WAS,DET,2,0,1,1,11,10.7,2001,false,24,3.35,0.73,2001-08-10,9.8,2.62
wautean01w,2000-07-28,CLE,DET,9,4,0,4,15,21.1,2000,false,24,2.8,0.39,2005-07-31,23.8,2.41
weathte01w,1999-07-18,NYL,UTA,5,10,5,0,15,24.4,1999,false,74,2.69,0.04,1997-08-15,21.9,2.65
webbum01w,1998-07-04,PHO,CHA,1,1,4,1,15,14.9,1998,false,38,2.52,0.62,1998-07-20,12.0,1.9
weckeke01w,2006-05-31,SAS,PHO,3,2,1,0,18,12.2,2006,false,4,2.32,0.04,2006-06-02,11.9,2.28
whaleli01w,2005-08-18,CON,CHA,2,6,4,0,28,29.3,2005,false,68,3.08,0.19,2010-08-03,28.9,2.89
wheeler01w,2017-08-08,IND,NYL,3,1,2,0,33,26.0,2017,false,84,3.71,0.5,2019-05-28,25.5,3.21
whitcsa01w,2017-05-26,SEA,NYL,4,0,1,0,22,19.6,2017,false,2,3.61,0.26,2021-06-26,28.9,3.35
whitede01w,2004-07-30,NYL,DET,3,1,1,0,10,8.5,2004,false,22,2.39,0.04,2004-09-14,8.4,2.35
whiteer01w,2008-05-30,HOU,SAC,4,3,2,0,13,9.1,2008,false,3,2.37,0.47,2008-05-27,7.7,1.9
whiteta01w,2013-09-06,CON,WAS,3,6,2,1,26,20.3,2013,false,304,3.5,0.12,2006-05-30,21.9,3.38
whitiva01w,1999-06-18,DET,WAS,7,5,5,2,11,16.2,1999,false,3,2.3,0.65,2001-06-12,11.2,1.65
whitmta01w,2001-06-19,NYL,SAC,6,2,2,0,23,20.0,2001,false,80,3.16,0.03,2002-07-08,27.0,3.13
wickssu01w,1997-08-02,NYL,PHO,5,2,0,2,9,11.3,1997,false,18,2.96,0.24,2001-07-28,13.7,2.72
widemja01w,1997-07-03,LAS,CLE,1,6,2,0,16,13.0,1997,false,5,3.06,0.13,1999-08-19,8.1,2.93
wiesesy01w,2017-05-19,LAS,WAS,3,1,0,1,22,16.6,2017,false,1,4.54,1.91,2020-08-07,15.4,2.63
wiggica01w,2012-07-10,MIN,TUL,2,2,2,0,25,21.4,2012,false,131,3.56,0.38,2013-09-01,18.9,3.18
williad01w,2006-05-31,MIN,LAS,5,2,1,0,13,13.5,2006,false,147,2.54,0.16,2006-06-29,12.7,2.38
willian01w,2005-08-19,PHO,SAS,4,2,2,1,11,11.3,2005,false,14,3.88,1.7,2005-07-13,6.8,2.18
willico01w,2019-08-04,CON,NYL,7,6,0,1,28,25.8,2019,false,112,2.49,0.05,2019-09-06,26.0,2.44
williel01w,2019-09-05,ATL,LVA,8,1,2,8,20,23.5,2019,false,159,2.82,0.31,2018-08-07,23.0,2.51
williga01w,2018-06-08,CHI,PHO,2,1,3,0,26,21.4,2018,false,6,3.24,0.75,2022-06-19,19.1,2.49
williki01w,1998-07-19,UTA,WAS,2,4,3,0,19,15.6,1998,false,44,2.34,0.35,1997-06-23,13.5,1.99
willile01w,2013-09-02,ATL,LAS,6,2,2,0,16,15.4,2013,false,331,3.45,0.22,2009-06-13,22.5,3.23
willili01w,2008-07-15,NYL,CON,2,3,2,1,18,17.8,2008,false,74,3.14,0.13,2008-09-02,17.2,3.01
willina01w,2002-08-20,UTA,HOU,8,2,0,2,25,24.2,2002,true,123,2.42,0.02,2003-07-29,22.5,2.4
williri01w,2001-07-01,IND,PHO,9,9,5,1,21,26.2,2001,false,105,2.87,0.4,1998-07-11,12.3,2.47
williri02w,2013-09-08,TUL,SAS,1,3,0,0,51,39.8,2013,false,57,3.94,0.7,2018-06-24,23.4,3.24
willita01w,2000-08-07,POR,UTA,3,2,2,0,15,10.4,2000,false,37,2.98,0.67,2000-06-03,8.6,2.31
willita02w,2007-08-19,MIN,SAS,11,2,2,0,6,10.4,2007,false,189,2.8,0.11,2004-06-05,22.7,2.69
wilsoa01w,2019-06-29,LVA,IND,11,5,0,1,39,35.3,2019,false,44,2.78,0.51,2018-06-12,31.6,2.27
wisdoli01w,2010-08-04,LAS,CHI,13,0,1,2,16,14.9,2010,false,53,3.74,1.2,2012-09-16,13.2,2.54
witheso01w,2002-06-03,LAS,POR,2,0,2,0,19,17.7,2002,false,165,2.9,0.19,2000-07-02,24.7,2.71
wolteka01w,2000-08-03,IND,WAS,8,2,2,3,15,18.0,2000,false,38,2.43,0.06,2000-08-04,17.7,2.37
woodaly01w,1998-08-19,DET,NYL,9,3,2,0,18,19.1,1998,false,54,4.04,0.42,1997-07-07,23.7,3.62
wooslti01w,1998-08-17,HOU,WAS,1,3,1,0,7,7.4,1998,false,44,2.4,0.14,1998-07-09,7.1,2.26
wrighmo01w,2010-06-01,MIN,PHO,1,2,0,1,32,23.1,2010,false,6,2.71,0.09,2013-07-09,20.4,2.62
wrighsh01w,2005-05-26,PHO,CHA,3,1,0,0,17,16.3,2005,false,26,3.34,0.47,2004-06-01,14.4,2.87
wrighta01w,2007-07-07,SEA,SAS,2,4,2,0,23,18.9,2007,false,89,3.69,0.39,2005-08-27,14.4,3.3
wyckobr01w,2007-05-31,CHI,CON,7,10,2,2,9,19.0,2007,false,162,4.19,0.78,2009-06-23,12.4,3.41
xargama01w,2015-08-07,PHO,MIN,2,3,0,0,15,13.8,2015,false,6,2.82,0.98,2016-07-10,10.0,1.84
xuha01w,2022-07-06,NYL,LVA,8,3,0,0,24,24.1,2022,false,34,3.5,1.49,2022-06-10,16.1,2.01
yamasli01w,2002-06-09,MIA,WAS,3,1,0,0,12,9.6,2002,false,1,3.53,1.93,2002-06-11,4.7,1.6
youngca01w,2002-07-21,POR,PHO,0,0,0,0,10,8.0,2002,false,36,1.85,0.22,2001-07-22,7.3,1.63
youngja01w,2020-09-03,LVA,CON,4,9,4,1,20,22.2,2020,false,55,2.18,0.18,2021-09-08,24.5,2
youngso01w,2015-07-10,SAS,IND,7,2,2,0,27,24.5,2015,false,304,3,0.42,2008-07-11,28.3,2.58
youngta01w,2019-07-30,LVA,DAL,6,3,2,0,18,19.9,2019,false,376,3.18,0.05,2008-06-29,20.5,3.13
youngto01w,2013-07-09,NYL,SEA,4,1,0,1,8,8.3,2013,false,12,2.31,0.36,2013-07-07,7.3,1.95
zahuiam01w,2019-06-15,NYL,LAS,7,1,1,3,37,34.9,2019,false,133,4.22,0.73,2015-09-13,17.9,3.49
zandace01w,2018-06-16,MIN,NYL,3,2,3,0,13,13.3,2018,false,13,3.07,1.05,2018-06-09,9.5,2.02
zarafr01w,2005-06-08,SEA,DET,4,3,2,1,9,8.3,2005,false,6,2.14,0.17,2005-08-12,7.8,1.97
zellosh01w,2017-06-16,NYL,DAL,8,6,2,1,28,28.6,2017,false,302,3.64,0.15,2011-06-21,19.3,3.49
zolmash01w,2007-08-04,SAS,LAS,1,1,0,0,26,18.2,2007,false,60,2.94,0.72,2010-08-19,17.3,2.22
