,Ingredient,Text,Recipe_Index,Rating,Quantity,Unit
1086,egg,2.0 eggs,AR_39,0.6,2,egg
1087,egg,2.0 eggs,AR_4,0.922985077,2,egg
1088,egg,4.0 eggs,AR_43,0.828866005,4,egg
1089,egg,2.0 eggs,AR_45,0.821052647,2,egg
1090,egg,8.0 eggs,AR_47,0.7125,8,egg
1091,egg,4.0 eggs,AR_48,0.677777767,4,egg
1092,egg,2.6666666666666665 eggs,AR_49,0.592592573,2.666666667,egg
1093,egg,2.0 eggs,AR_5,0.937341785,2,egg
1094,egg,4.0 eggs,AR_50,0.66500001,4,egg
1095,egg,1.3333333333333333 egg,AR_52,0.476190472,1.333333333,egg
1096,egg,4.0 eggs,AR_53,0.692473125,4,egg
1097,egg,4.0 egg white,AR_54,0.723741007,4,egg
1098,egg,4.0 eggs,AR_55,0.385714293,4,egg
1099,egg,2.0 eggs,AR_57,0.595505619,2,egg
1100,egg,4.0 eggs,AR_66,0.902002907,4,egg
1101,egg,1.5 large egg,AR_67,0.939130402,1.5,egg
1102,egg,3.0 large egg,AR_69,0.920792103,3,egg
1103,egg,1.3333333333333333 egg,AR_7,0.896335125,1.333333333,egg
1104,egg,1.6 eggs,AR_70,0.91003809,1.6,egg
1105,egg,2.0 eggs,AR_78,0.915186214,2,egg
1106,egg,4.0 eggs,AR_79,0.633333349,4,egg
1107,egg,4.0 eggs,AR_8,0.942446041,4,egg
1108,egg,4.0 egg,AR_84,0.905737686,4,egg
1109,egg,1.0 egg,AR_88,0.955555534,1,egg
1110,egg,1.6 eggs,AR_89,0.909890079,1.6,egg
1111,egg,4.0 eggs,AR_90,0.902608681,4,egg
1112,egg,4.0 eggs,AR_91,0.928301907,4,egg
1113,egg,3.2 eggs,AR_95,0.844067764,3.2,egg
1114,egg,2.6666666666666665 eggs,AR_96,0.818181801,2.666666667,egg
1115,egg,1.6 eggs,AR_97,0.933333302,1.6,egg
1116,egg,4.0 eggs,AR_98,0.90666666,4,egg
1117,egg,2.0 egg,AR_99,0.858333302,2,egg
1118,egg,1.0 egg,E_133,0.75,1,egg
1119,egg,0.266666666667 large eggs,E_146,0.5,0.266666667,egg
1120,egg,1.33333333333 large eggs,E_197,0.875,1.333333333,egg
1121,egg,2.4 large egg room temperature,E_21,0.75,2.4,egg
1122,egg,4.0 large egg yolks,E_215,0.875,4,egg
1123,egg,2.0 large egg,E_215,0.875,2,egg
1124,egg,1.33333333333 large egg,E_220,0.75,1.333333333,egg
1125,egg,5.14285714286 large eggs,E_230,0.875,5.142857143,egg
1126,egg,4.0 large eggs,E_258,0.75,4,egg
1127,egg,4.8 large eggs,E_26,0.875,4.8,egg
1128,egg,2.66666666667 large eggs,E_362,0.625,2.666666667,egg
1129,egg,2.28571428571 large eggs,E_375,0.75,2.285714286,egg
1130,egg,2.18181818182 egg,E_399,1,2.181818182,egg
1131,egg,0.32 large egg,E_509,0.75,0.32,egg
1132,egg,3.2 large eggs,E_79,0.75,3.2,egg
1133,egg,1.92 large eggs,E_87,0.75,1.92,egg
1134,egg,16.0 eggs,E_88,0.375,16,egg
1135,egg,2.0 large eggs at room temperature,E_89,0.875,2,egg
1136,egg,1.6 large eggs,E_91,1,1.6,egg
1137,egg,8.0 large eggs,Misc_1,NA,8,egg
1138,egg,3.2 large eggs,Misc_10,NA,3.2,egg
1139,egg,5.33333333333 large eggs,Misc_100,NA,5.333333333,egg
1140,egg,3.0 large egg,Misc_101,NA,3,egg
1141,egg,3.0 large egg yolk,Misc_101,NA,3,egg
1142,egg,8.0 eggs,Misc_102,NA,8,egg
1143,egg,2.66666666667 eggs,Misc_103,NA,2.666666667,egg
1144,egg,1.6 large egg,Misc_104,NA,1.6,egg
1145,egg,8.0 egg,Misc_105,NA,8,egg
1146,egg,"1.33333333333 whole egg, plus 1.33333333333 yolk",Misc_106,NA,1.333333333,egg
1147,egg,1.6 large egg,Misc_107,NA,1.6,egg
1148,egg,2.0 large egg,Misc_108,NA,2,egg
1149,egg,4.0 large eggs,Misc_109,NA,4,egg
1150,egg,1.6 large eggs,Misc_11,NA,1.6,egg
1151,egg,"1.5 large egg, straight from the fridge",Misc_110,NA,1.5,egg
1152,egg,1.06666666667 large egg + 1.06666666667 yolks room temperature preferred*,Misc_111,NA,1.066666667,egg
1153,egg,5.33333333333 large eggs,Misc_112,NA,5.333333333,egg
1154,egg,2.28571428571 large eggs,Misc_113,NA,2.285714286,egg
1155,egg,3.2 large eggs,Misc_114,NA,3.2,egg
1156,egg,2.0 large egg,Misc_12,NA,2,egg
1157,egg,2.66666666667 large eggs,Misc_13,NA,2.666666667,egg
1158,egg,"3.69230769231 large eggs, at room temperature",Misc_14,NA,3.692307692,egg
1159,egg,1.06666666667 large egg + 1.06666666667 yolks room temperature preferred*,Misc_15,NA,1.066666667,egg
1160,egg,2.0 eggs,Misc_16,NA,2,egg
1161,egg,2.0 large land o lakes® eggs,Misc_17,NA,2,egg
1162,egg,1.33333333333 large egg,Misc_18,NA,1.333333333,egg
1163,egg,3.0 eggs room temperature preferred,Misc_19,NA,3,egg
1164,egg,1.0 egg,Misc_2,NA,1,egg
1165,egg,4.0 large eggs,Misc_20,NA,4,egg
1166,egg,2.0 large egg,Misc_21,NA,2,egg
1167,egg,2.0 large egg yolk,Misc_21,NA,2,egg
1168,egg,2.0 large eggs,Misc_22,NA,2,egg
1169,egg,4.0 large eggs,Misc_23,NA,4,egg
1170,egg,"1.33333333333 large eggs, slightly beaten",Misc_24,NA,1.333333333,egg
1171,egg,4.0 extra large eggs,Misc_25,NA,4,egg
1172,egg,4.0 large eggs,Misc_26,NA,4,egg
1173,egg,"4.0 large eggs, at room temperature",Misc_27,NA,4,egg
1174,egg,"4.0 large eggs, at room temperature",Misc_28,NA,4,egg
1175,egg,1.33333333333 large egg,Misc_29,NA,1.333333333,egg
1176,egg,1.33333333333 egg yolk when i double the recipe i do 3 eggs instead of 2 eggs and 2 yolks… it’s up to you,Misc_29,NA,1.333333333,egg
1177,egg,1.33333333333 egg plus 1 yolk,Misc_3,NA,1.333333333,egg
1178,egg,4.8 large eggs,Misc_30,NA,4.8,egg
1179,egg,1.6 eggs,Misc_31,NA,1.6,egg
1180,egg,4.0 eggs,Misc_32,NA,4,egg
1181,egg,1.92 eggs,Misc_33,NA,1.92,egg
1182,egg,6.85714285714 large eggs*,Misc_34,NA,6.857142857,egg
1183,egg,1.84615384615 large egg,Misc_35,NA,1.846153846,egg
1184,egg,3.0 large eggs,Misc_36,NA,3,egg
1185,egg,2.66666666667 large eggs room temperature,Misc_37,NA,2.666666667,egg
1186,egg,3.2 eggs,Misc_38,NA,3.2,egg
1187,egg,1.6 eggs,Misc_39,NA,1.6,egg
1188,egg,4.8 egg,Misc_4,NA,4.8,egg
1189,egg,2.0 large eggs,Misc_40,NA,2,egg
1190,egg,2.4 large eggs,Misc_41,NA,2.4,egg
1191,egg,3.2 eggs,Misc_42,NA,3.2,egg
1192,egg,"2.52631578947 large eggs, room temperature",Misc_43,NA,2.526315789,egg
1193,egg,2.0 large egg + 2.0 egg yolk,Misc_44,NA,2,egg
1194,egg,2.66666666667 goldhen large eggs,Misc_45,NA,2.666666667,egg
1195,egg,2.0 egg,Misc_46,NA,2,egg
1196,egg,1.14285714286 large eggs,Misc_47,NA,1.142857143,egg
1197,egg,1.33333333333 large egg,Misc_48,NA,1.333333333,egg
1198,egg,"3.2 	large eggs",Misc_49,NA,3.2,egg
1199,egg,2.90909090909 eggs,Misc_5,NA,2.909090909,egg
1200,egg,"4.0 	eggs",Misc_50,NA,4,egg
1201,egg,"2.13333333333 	large eggs",Misc_51,NA,2.133333333,egg
1202,egg,"1.92 	large eggs, at room temperature",Misc_52,NA,1.92,egg
1203,egg,"3.0 	large egg",Misc_53,NA,3,egg
1204,egg,"3.0 	large egg yolk",Misc_53,NA,3,egg
1205,egg,1.33333333333 egg,Misc_54,NA,1.333333333,egg
1206,egg,"2.28571428571 extra large eggs, room temperature",Misc_55,NA,2.285714286,egg
1207,egg,"2.0 large egg, at room temperature",Misc_56,NA,2,egg
1208,egg,"4.0 eggs, whole",Misc_60,NA,4,egg
1209,egg,2.0 large eggs,Misc_61,NA,2,egg
1210,egg,4.0 eggs,Misc_62,NA,4,egg
1211,egg,"1.77777777778 large egg, cracked into a small cup or saucer",Misc_63,NA,1.777777778,egg
1212,egg,"2.4 large eggs, beaten",Misc_64,NA,2.4,egg
1213,egg,1.0 egg,Misc_65,NA,1,egg
1214,egg,2.0 egg,Misc_67,NA,2,egg
1215,egg,2.0 large egg,Misc_68,NA,2,egg
1216,egg,4.0 egg,Misc_69,NA,4,egg
1217,egg,4.8 eggs,Misc_7,NA,4.8,egg
1218,egg,1.33333333333 large egg,Misc_70,NA,1.333333333,egg
1219,egg,4.8 large egg,Misc_72,NA,4.8,egg
1220,egg,2.0 eggs,Misc_73,NA,2,egg
1221,egg,2.66666666667 eggs,Misc_74,NA,2.666666667,egg
1222,egg,3.55555555556 large eggs,Misc_75,NA,3.555555556,egg
1223,egg,"4.0 large or extra large eggs, room temperature",Misc_76,NA,4,egg
1224,egg,3.42857142857 each eggs,Misc_77,NA,3.428571429,egg
1225,egg,2.4 egg,Misc_78,NA,2.4,egg
1226,egg,3.42857142857 large egg,Misc_79,NA,3.428571429,egg
1227,egg,1.74545454545 eggs,Misc_8,NA,1.745454545,egg
1228,egg,4.0 egg,Misc_80,NA,4,egg
1229,egg,2.66666666667 large egg,Misc_81,NA,2.666666667,egg
1230,egg,2.66666666667 additional egg yolk,Misc_81,NA,2.666666667,egg
1231,egg,3.42857142857 egg,Misc_82,NA,3.428571429,egg
1232,egg,2.0 eggs,Misc_83,NA,2,egg
1233,egg,3.69230769231 egg,Misc_84,NA,3.692307692,egg
1234,egg,3.69230769231 egg yolk,Misc_84,NA,3.692307692,egg
1235,egg,1.33333333333 large egg,Misc_85,NA,1.333333333,egg
1236,egg,4.0 egg,Misc_86,NA,4,egg
1237,egg,4.0 egg + 4.0 egg yolk,Misc_87,NA,4,egg
1238,egg,3.42857142857 large egg,Misc_89,NA,3.428571429,egg
1239,egg,1.0 egg,Misc_9,NA,1,egg
1240,egg,7.2 eggs,Misc_90,NA,7.2,egg
1241,egg,"1.0 egg + 1.0 yolk, room temperature",Misc_91,NA,1,egg
1242,egg,2.66666666667 egg,Misc_92,NA,2.666666667,egg
1243,egg,2.66666666667 eggs,Misc_93,NA,2.666666667,egg
1244,egg,"2.66666666667 large eggs, room temperature",Misc_94,NA,2.666666667,egg
1245,egg,2.66666666667 eggs,Misc_95,NA,2.666666667,egg
1246,egg,2.4 large egg,Misc_96,NA,2.4,egg
1247,egg,2.74285714286 large eggs,Misc_97,NA,2.742857143,egg
1248,egg,2.0 large egg plus 2.0 egg yolk,Misc_98,NA,2,egg
1249,egg,"5.33333333333 large eggs, cold",Misc_99,NA,5.333333333,egg
1250,espresso,4.0 tsp instant espresso powder,Misc_87,NA,4,teaspoon
1251,flour,2.25 cup flour,Misc_83,NA,2.25,cup
1252,graham cracker,0.36923076923076925 cup finely ground graham cracker crumbs,AR_101,0.6,0.369230769,cup
1253,honey,0.6666666666666666 cup honey,AR_19,0.880000019,0.666666667,cup
1254,honey,2.6666666666666665 teaspoons honey,AR_33,0.826666641,0.05555,cup
1255,instant coffee,6.0 teaspoons instant espresso coffee powder,AR_84,0.905737686,6,teaspoon
1256,lemon juice,1.2 teaspoon lemon juice,Misc_30,NA,1.2,teaspoon
1257,liquer,2.0 teaspoon coffee flavored liqueur,AR_128,0.714285707,2,teaspoon
1258,liquer,2.0 tablespoon coffee flavored liqueur,AR_91,0.928301907,18,teaspoon
1259,macadmia,1.0 cup chopped macadamia nuts,AR_28,0.873333359,1,cup
1260,maple,0.7384615384615385 tablespoons real maple syrup,AR_101,0.6,0.738461538,tablespoon
1261,maple,0.375 cup maple syrup 60ml,Misc_19,NA,6.086,tablespoon
1262,margarine,0.36923076923076925 cup margarine,AR_101,0.6,0.369230769,cup
1263,margarine,0.6666666666666666 cup margarine softened,AR_102,0.9375,0.666666667,cup
1264,margarine,1.0 cup margarine softened,AR_15,0.924302769,1,cup
1265,margarine,0.6000000000000001 cup margarine,AR_32,0.830769253,0.6,cup
1266,margarine,1.0 cup butter or margarine,AR_45,0.821052647,1,cup
1267,margarine,2.0 cup margarine,AR_53,0.692473125,2,cup
1268,margarine,0.75 cup butter or margarine softened,AR_88,0.955555534,0.75,cup
1269,margarine,"1.0 cups butter or margarine, softened save $",Misc_16,NA,1,cup
1270,margarine,"1.0 cup butter or margarine, softened",Misc_61,NA,1,cup
1271,margarine,"1.0 cup butter or margarine, softened",Misc_67,NA,1,cup
1272,margarine,"1.0 cup butter or margarine, softened",Misc_9,NA,1,cup
1273,marshmallows,2.0 cups miniature marshmallows,AR_140,0.584615374,2,cup
1274,milk,8.0 tablespoons milk,AR_107,0.927272701,8,tablespoon
1275,milk,1.0 tablespoon milk,AR_110,0.868292713,1,tablespoon
1276,milk,1.3333333333333333 tablespoons milk,AR_14,0.90666666,1.333333333,tablespoon
1277,milk,5.333333333333333 tablespoons milk,AR_21,0.881944466,5.333333333,tablespoon
1278,milk,2.0 tablespoons milk,AR_39,0.6,2,tablespoon
1279,milk,2.0 cups milk,AR_50,0.66500001,32,tablespoon
1280,milk,2.0 cup milk,AR_53,0.692473125,32,tablespoon
1281,milk,2.0 tablespoons milk,AR_57,0.595505619,2,tablespoon
1282,milk,3.0 tablespoons milk,AR_67,0.939130402,3,tablespoon
1283,milk,0.3333333333333333 cup milk,AR_96,0.818181801,5.333,tablespoon
1284,milk,4.36363636364 tablespoons milk,E_399,1,4.363636364,tablespoon
1286,chocolate raisin,4.0 cup 150 g milk chocolate covered raisins,Misc_102,NA,4,cup
1290,milk,4.0 tablespoons whole milk,Misc_21,NA,4,tablespoon
1296,milk,2.66666666667 tablespoons milk,Misc_54,NA,2.666666667,tablespoon
1297,milk,4.0 tablespoons milk,Misc_6,NA,4,tablespoon
1302,milk,5.33333333333 tablespoons nonfat milk powder,Misc_92,NA,5.333333333,tablespoon
1303,molasses,1.0 tbsp unsulphured molasses,Misc_73,NA,1,tablespoon
1304,nestle,0.4 cup nestle's quik powder,E_79,0.75,0.4,cup
1305,nutmeg,0.1875 teaspoon grated nutmeg,Misc_110,NA,0.1875,teaspoon
1306,nutmeg,"0.24 	teaspoon freshly grated nutmeg",Misc_52,NA,0.24,teaspoon
1307,nuts,1.0 cup coarsely chopped nuts,AR_12,0.873469353,1,cup
1308,nuts,1.0 cup chopped nuts,AR_164,0.917012405,1,cup
1309,nuts,0.8 cup chopped nuts,E_91,1,0.8,cup
1310,nuts,"3.0 cups nuts, any kind of nuts optional",Misc_109,NA,3,cup
1311,nuts,0.8 cup chopped nuts,Misc_11,NA,0.8,cup
1312,nuts,0.8 cup nuts chopped optional,Misc_39,NA,0.8,cup
1313,nuts,1.30909090909 cups chopped nuts,Misc_8,NA,1.309090909,cup
1314,nuts,1.0 cup coarsely chopped nuts,Misc_9,NA,1,cup
1315,nuts,"1.8 cup 100 g chopped nuts or any other add ins, optional",Misc_96,NA,1.8,cup
1316,oat,1.8461538461538463 cups rolled oats,AR_101,0.6,1.846153846,cup
1317,oat,1.1428571428571428 cups rolled oats,AR_108,0.867741966,1.142857143,cup
1318,oat,1.6666666666666665 cups rolled oats,AR_14,0.90666666,1.666666667,cup
1319,oat,2.8571428571428568 cups rolled oats,AR_16,0.85882349,2.857142857,cup
1320,oat,0.6666666666666666 cup rolled oats,AR_19,0.880000019,0.666666667,cup
1321,oat,0.6666666666666666 cup rolled oats,AR_2,0.937981987,0.666666667,cup
1322,oat,0.5 cup rolled oats,AR_280,NA,0.5,cup
1323,oat,2.0 cups quick cooking oats,AR_39,0.6,2,cup
1324,oat,6.0 cups rolled oats,AR_53,0.692473125,6,cup
1325,oat,2.0 cups rolled oats,AR_70,0.91003809,2,cup
1326,oat,4.0 cups rolled oats,AR_91,0.928301907,4,cup
1327,oat,3.333333333333333 cups rolled oats,AR_96,0.818181801,3.333333333,cup
1328,oat,4.0 cups old fashioned rolled oats,E_220,0.75,4,cup
1329,oat,4.0 cups old fashioned rolled oats,E_258,0.75,4,cup
1330,oat,2.4 cups old fashioned rolled oats,E_79,0.75,2.4,cup
1331,oat,5.0 cups oatmeal put in blender and make into flour,Misc_109,NA,5,cup
1332,oat,1.2 cup old fashioned oats,Misc_30,NA,1.2,cup
1333,oat,2.0 cup quick cooking oats,Misc_67,NA,2,cup
1334,oat,2.18181818182 cups oatmeal,Misc_8,NA,2.181818182,cup
1335,peanut butter,0.6666666666666666 cup peanut butter,AR_2,0.937981987,0.666666667,cup
1336,peanut butter,0.6666666666666666 cup crunchy peanut butter,AR_96,0.818181801,0.666666667,cup
1337,peanut butter chips,0.4444444444444444 cup peanut butter chips,AR_33,0.826666641,0.444444444,cup
1338,pecan,0.8 cup chopped pecans optional,AR_10,0.905162048,0.8,cup
1339,pecan,0.3333333333333333 cup chopped pecans,AR_4,0.922985077,0.333333333,cup
1340,pecan,1.2000000000000002 cups chopped pecans,AR_97,0.933333302,1.2,cup
1341,pecan,1.0 cup chopped pecans,AR_99,0.858333302,1,cup
1342,pecan,48.0 tablespoon pecan nuts lightly chopped or crumbled by hand,E_169,0.5,3,cup
1343,pecan,"1.2 cups chopped walnuts, pecans, or hazelnuts optional",Misc_31,NA,1.2,cup
1344,pecan,"1.0 cup 100 grams walnuts or pecans, coarsely chopped optional",Misc_40,NA,1,cup
1345,pecan,"1.06666666667 	cup finely chopped walnuts or pecans",Misc_51,NA,1.066666667,cup
1346,pecan,1.33333333333 cup coarsely chopped pecans,Misc_54,NA,1.333333333,cup
1347,pecan,"1.0 cup walnuts or pecans, chopped optional",Misc_61,NA,1,cup
1348,pecan,1.0 cup chopped planters pecans,Misc_67,NA,1,cup
1349,pudding mix,1.3333333333333333 3.5 ounce package instant vanilla pudding mix,AR_102,0.9375,1.333333333,ounce
1350,pudding mix,1.0 3.5 ounce package instant vanilla pudding mix,AR_15,0.924302769,1,ounce
1351,pudding mix,1.3333333333333333 3.4 ounce packages instant vanilla pudding mix,AR_155,0.931135178,1.333333333,ounce
1352,pudding mix,1.0 3.5 ounce package instant vanilla pudding mix,AR_3,0.917986774,1,ounce
1353,pudding mix,2.0 3.3 ounce package instant white chocolate pudding mix,AR_8,0.942446041,2,ounce
1354,pudding mix,1.33333333333 3 1/1.33333333333 ounce packages vanilla instant pudding mix,Misc_103,NA,1.333333333,ounce
1355,raisins,1.33333333333 cup golden raisins,E_220,0.75,1.333333333,cup
1356,salt,0.5 teaspoon salt,AR_1,0.920724583,0.5,teaspoon
1357,salt,0.8 teaspoon salt,AR_10,0.905162048,0.8,teaspoon
1358,salt,0.27692307692307694 teaspoon salt,AR_101,0.6,0.276923077,teaspoon
1359,salt,0.8 teaspoon salt,AR_103,0.88125,0.8,teaspoon
1360,salt,2.0 teaspoon salt,AR_107,0.927272701,2,teaspoon
1361,salt,0.5714285714285714 teaspoon salt,AR_108,0.867741966,0.571428571,teaspoon
1362,salt,0.6666666666666666 teaspoon salt,AR_109,0.871794891,0.666666667,teaspoon
1363,salt,1.3333333333333333 teaspoon salt,AR_11,0.902891922,1.333333333,teaspoon
1364,salt,1.0 teaspoon salt,AR_110,0.868292713,1,teaspoon
1365,salt,0.25 teaspoon salt,AR_116,0.847999954,0.25,teaspoon
1366,salt,0.8 teaspoon salt,AR_118,0.830769253,0.8,teaspoon
1367,salt,1.0 teaspoon salt,AR_12,0.873469353,1,teaspoon
1368,salt,2.0 teaspoon salt,AR_128,0.714285707,2,teaspoon
1369,salt,2.0 teaspoon salt,AR_13,0.909016418,2,teaspoon
1370,salt,0.6666666666666666 teaspoon salt,AR_14,0.90666666,0.666666667,teaspoon
1371,salt,1.3333333333333333 teaspoon salt,AR_141,0.784615374,1.333333333,teaspoon
1372,salt,1.0 teaspoon salt,AR_142,0.671428585,1,teaspoon
1373,salt,1.0 teaspoon salt,AR_144,0.442857122,1,teaspoon
1374,salt,2.0 teaspoon salt,AR_156,0.924294472,2,teaspoon
1375,salt,1.0 teaspoon salt,AR_164,0.917012405,1,teaspoon
1376,salt,1.3333333333333333 teaspoon salt,AR_19,0.880000019,1.333333333,teaspoon
1377,salt,0.6666666666666666 teaspoon salt,AR_196,0.785929632,0.666666667,teaspoon
1378,salt,0.3333333333333333 teaspoon salt,AR_2,0.937981987,0.333333333,teaspoon
1379,salt,2.6666666666666665 teaspoons salt,AR_21,0.881944466,2.666666667,teaspoon
1380,salt,0.6666666666666666 teaspoon salt,AR_218,0.877419376,0.666666667,teaspoon
1381,salt,2.0 teaspoon salt,AR_256,0.870253181,2,teaspoon
1382,salt,0.6666666666666666 teaspoon salt,AR_27,0.876923084,0.666666667,teaspoon
1383,salt,1.0 teaspoon salt,AR_28,0.873333359,1,teaspoon
1384,salt,0.5 teaspoon salt,AR_30,0.859829044,0.5,teaspoon
1385,salt,0.3333333333333333 teaspoon salt,AR_33,0.826666641,0.333333333,teaspoon
1386,salt,1.3333333333333333 teaspoon salt,AR_37,0.8,1.333333333,teaspoon
1387,salt,1.0 teaspoon salt,AR_39,0.6,1,teaspoon
1388,salt,0.5 teaspoon salt,AR_4,0.922985077,0.5,teaspoon
1389,salt,1.0 teaspoon salt,AR_43,0.828866005,1,teaspoon
1390,salt,4.0 teaspoon salt,AR_47,0.7125,4,teaspoon
1391,salt,1.3333333333333333 teaspoon salt,AR_49,0.592592573,1.333333333,teaspoon
1392,salt,1.0 teaspoon salt,AR_5,0.937341785,1,teaspoon
1393,salt,2.0 teaspoon salt,AR_53,0.692473125,2,teaspoon
1394,salt,0.5 teaspoon salt,AR_54,0.723741007,0.5,teaspoon
1395,salt,1.0 teaspoon salt,AR_55,0.385714293,1,teaspoon
1396,salt,0.5 teaspoon salt,AR_57,0.595505619,0.5,teaspoon
1397,salt,2.0 teaspoon salt,AR_66,0.902002907,2,teaspoon
1398,salt,1.875 teaspoons kosher salt,AR_67,0.939130402,1.875,teaspoon
1399,salt,1.5 teaspoon salt,AR_69,0.920792103,1.5,teaspoon
1400,salt,0.6666666666666666 teaspoon salt,AR_7,0.896335125,0.666666667,teaspoon
1401,salt,0.4 teaspoon salt,AR_70,0.91003809,0.4,teaspoon
1402,salt,1.0 teaspoon salt,AR_78,0.915186214,1,teaspoon
1403,salt,4.0 teaspoons salt,AR_79,0.633333349,4,teaspoon
1404,salt,2.0 teaspoon salt,AR_8,0.942446041,2,teaspoon
1405,salt,2.0 teaspoon salt,AR_84,0.905737686,2,teaspoon
1406,salt,0.25 teaspoon salt,AR_88,0.955555534,0.25,teaspoon
1407,salt,0.2 teaspoon salt,AR_89,0.909890079,0.2,teaspoon
1408,salt,1.0 teaspoon salt,AR_90,0.902608681,1,teaspoon
1409,salt,2.0 teaspoon salt,AR_91,0.928301907,2,teaspoon
1410,salt,1.2000000000000002 teaspoon salt,AR_95,0.844067764,1.2,teaspoon
1411,salt,1.3333333333333333 teaspoon salt,AR_96,0.818181801,1.333333333,teaspoon
1412,salt,0.4 teaspoon salt,AR_97,0.933333302,0.4,teaspoon
1413,salt,0.24 tablespoons salt,AR_98,0.90666666,0.72,teaspoon
1414,salt,0.333333333333 teaspoon salt,E_197,0.875,0.333333333,teaspoon
1415,salt,1.8 teaspoon kosher salt,E_21,0.75,1.8,teaspoon
1416,salt,1.0 teaspoon kosher salt,E_215,0.875,1,teaspoon
1417,salt,0.666666666667 teaspoon salt,E_220,0.75,0.666666667,teaspoon
1418,salt,2.57142857143 teaspoons salt,E_230,0.875,2.571428571,teaspoon
1419,salt,1.0 teaspoon salt,E_258,0.75,1,teaspoon
1420,salt,2.4 teaspoon salt,E_26,0.875,2.4,teaspoon
1421,salt,0.666666666667 teaspoon kosher salt,E_362,0.625,0.666666667,teaspoon
1422,salt,1.14285714286 teaspoon salt,E_375,0.75,1.142857143,teaspoon
1423,salt,0.545454545455 teaspoon table salt,E_399,1,0.545454545,teaspoon
1424,salt,0.24 teaspoon salt,E_509,0.75,0.24,teaspoon
1425,salt,0.8 teaspoon salt,E_79,0.75,0.8,teaspoon
1426,salt,2.0 teaspoon salt,E_88,0.375,2,teaspoon
1427,salt,1.0 teaspoon salt,E_89,0.875,1,teaspoon
1428,salt,0.8 teaspoon salt,E_91,1,0.8,teaspoon
1429,salt,6.0 teaspoons coarse salt,Misc_1,NA,6,teaspoon
1430,salt,1.6 teaspoon fine salt,Misc_10,NA,1.6,teaspoon
1431,salt,4.0 teaspoons coarse salt,Misc_100,NA,4,teaspoon
1432,salt,3.0 teaspoon of kosher salt,Misc_101,NA,3,teaspoon
1433,salt,4.0 tsp 5 ml salt,Misc_102,NA,4,teaspoon
1434,salt,0.8 tsp. salt,Misc_104,NA,0.8,teaspoon
1435,salt,2.0 tsp. salt,Misc_105,NA,2,teaspoon
1436,salt,1.33333333333 tsp. kosher salt,Misc_106,NA,1.333333333,teaspoon
1437,salt,1.0 teaspoon salt,Misc_108,NA,1,teaspoon
1438,salt,1.0 teaspoon salt,Misc_109,NA,1,teaspoon
1439,salt,0.8 teaspoon salt,Misc_11,NA,0.8,teaspoon
1440,salt,"3.0 teaspoons diamond crystal kosher salt, plus more for sprinkling; for table salt, use about half as much by volume or the same weight",Misc_110,NA,3,teaspoon
1441,salt,0.8 teaspoon salt,Misc_111,NA,0.8,teaspoon
1442,salt,2.0 teaspoon salt,Misc_112,NA,2,teaspoon
1443,salt,1.14285714286 teaspoon salt,Misc_113,NA,1.142857143,teaspoon
1444,salt,1.0 teaspoon salt,Misc_12,NA,1,teaspoon
1445,salt,1.33333333333 teaspoon salt,Misc_13,NA,1.333333333,teaspoon
1446,salt,1.84615384615 teaspoon fine sea salt,Misc_14,NA,1.846153846,teaspoon
1447,salt,0.8 teaspoon salt,Misc_15,NA,0.8,teaspoon
1448,salt,0.333333333333 teaspoon salt,Misc_16,NA,0.333333333,teaspoon
1449,salt,1.0 teaspoon salt,Misc_17,NA,1,teaspoon
1450,salt,1.0 teaspoon salt use 1/2 teaspoon salt if you use salted butter,Misc_18,NA,1,teaspoon
1451,salt,1.5 teaspoon salt,Misc_19,NA,1.5,teaspoon
1452,salt,0.25 teaspoon salt 0.25 teaspoon,Misc_2,NA,0.25,teaspoon
1453,salt,1.5 teaspoon salt,Misc_20,NA,1.5,teaspoon
1454,salt,2.0 teaspoon kosher salt,Misc_21,NA,2,teaspoon
1455,salt,1.0 teaspoon kosher salt,Misc_22,NA,1,teaspoon
1456,salt,1.5 teaspoon kosher salt,Misc_23,NA,1.5,teaspoon
1457,salt,2.0 ⁄4 teaspoon salt,Misc_24,NA,2,teaspoon
1458,salt,2.0 tsp. kosher salt,Misc_25,NA,2,teaspoon
1459,salt,2.0 teaspoon salt,Misc_26,NA,2,teaspoon
1460,salt,2.0 teaspoon kosher salt,Misc_27,NA,2,teaspoon
1461,salt,2.0 teaspoon kosher salt,Misc_28,NA,2,teaspoon
1462,salt,0.666666666667 teaspoon salt,Misc_29,NA,0.666666667,teaspoon
1463,salt,1.33333333333 teaspoon/4 grams salt,Misc_3,NA,1.333333333,teaspoon
1464,salt,2.4 teaspoon salt,Misc_30,NA,2.4,teaspoon
1465,salt,0.24 tsp salt,Misc_33,NA,0.24,teaspoon
1466,salt,5.14285714286 teaspoon salt,Misc_34,NA,5.142857143,teaspoon
1467,salt,0.923076923077 teaspoon salt,Misc_35,NA,0.923076923,teaspoon
1468,salt,1.125 tsp salt,Misc_36,NA,1.125,teaspoon
1469,salt,1.33333333333 teaspoon salt,Misc_37,NA,1.333333333,teaspoon
1470,salt,1.2 teaspoon salt,Misc_38,NA,1.2,teaspoon
1471,salt,0.4 teaspoon salt,Misc_39,NA,0.4,teaspoon
