GEOID10,Tax_Mjoint,Mjoint_MF,Mjoint_SS,Mjoint_FF,Mjoint_MM,TaxRate_SS,TaxRate_FF,TaxRate_MM,Cns_TotHH,Cns_UPSS,Cns_UPFF,Cns_UPMM,Cns_RateSS,Cns_RateFF,Cns_RateMM,ParadeFlag,CountBars,FF_Tax,FF_Cns,FF_Index,MM_Tax,MM_Cns,MM_Index,SS_Index,SS_Index_Weight,Parade_Weight,Bars_Weight,TOTINDEX
02169,8930,8795,135,64,71,15.11758119,7.166853303,7.950727884,24364,98,52,46,4.022328025,2.134296503,1.888031522,0,0,1.214829842,0.568727245,1.783557087,1.347701856,0.50310487,1.850806727,3.634363814,2.604908088,0,0,2.604908088
90713,5700,5647,53,32,21,9.298245614,5.614035088,3.684210526,9360,72,46,26,7.692307692,4.914529915,2.777777778,0,0,0.95161671,1.309577677,2.261194387,0.624498466,0.740196078,1.364694544,3.625888931,2.598833768,0,0,2.598833768
90254,3280,3257,23,13,10,7.012195122,3.963414634,3.048780488,9197,84,41,43,9.133413069,4.457975427,4.675437643,0,0,0.67182544,1.187919334,1.859744774,0.5167888,1.245866619,1.762655419,3.622400194,2.596333236,0,0,2.596333236
70122,2690,2665,25,10,15,9.293680297,3.717472119,5.576208178,13537,103,67,36,7.608775947,4.949397946,2.659378001,0,0,0.63013653,1.318868982,1.949005512,0.945204794,0.70864602,1.653850814,3.602856326,2.582325288,0,0,2.582325288
20851,2420,2395,25,15,10,10.33057851,6.198347107,4.132231405,4969,34,34,0,6.842423023,6.842423023,0,0,0,1.050661527,1.823304488,2.873966015,0.700441018,0,0.700441018,3.574407034,2.561934432,0,0,2.561934432
60077,5160,5143,17,14,3,3.294573643,2.713178295,0.581395349,10264,116,60,56,11.30163679,5.845674201,5.455962588,0,0,0.459901971,1.557700243,2.017602214,0.098550422,1.45385356,1.552403983,3.570006197,2.558780158,0,0,2.558780158
30319,7200,7125,75,16,59,10.41666667,2.222222222,8.194444444,18472,125,29,96,6.766998701,1.569943699,5.197055002,0,0,0.376681614,0.418343821,0.795025435,1.389013453,1.384862304,2.773875756,3.568901191,2.557988153,0,0,2.557988153
80137,260,259,0,0,0,0,0,0,374,5,0,5,13.36898396,0,13.36898396,0,0,0,0,0,0,3.562441019,3.562441019,3.562441019,2.553357864,0,0,2.553357864
80012,6460,6406,54,27,27,8.359133127,4.179566563,4.179566563,18340,147,85,62,8.015267176,4.634678299,3.380588877,0,0,0.708464646,1.235005453,1.943470099,0.708464646,0.900827507,1.609292153,3.552762251,2.546420666,0,0,2.546420666
94603,3910,3884,26,19,7,6.649616368,4.859335038,1.79028133,9614,87,40,47,9.0493031,4.160599126,4.888703973,0,0,0.823689975,1.108677297,1.932367272,0.303464728,1.302695823,1.606160551,3.538527823,2.536218226,0,0,2.536218226
90712,5700,5663,37,27,10,6.49122807,4.736842105,1.754385965,10605,97,60,37,9.146628949,5.657708628,3.488920321,0,0,0.802926599,1.507612946,2.310539545,0.297380222,0.92969465,1.227074872,3.537614417,2.535563548,0,0,2.535563548
70118,3010,2978,32,10,22,10.63122924,3.322259136,7.3089701,13212,86,36,50,6.50923403,2.72479564,3.784438389,0,0,0.563145271,0.726077897,1.289223168,1.238919595,1.008441524,2.247361119,3.536584287,2.534825209,0,0,2.534825209
91406,6950,6858,92,44,48,13.23741007,6.330935252,6.90647482,17749,86,38,48,4.8453434,2.140965688,2.704377711,0,0,1.07313611,0.570504386,1.643640496,1.170693938,0.72063712,1.891331058,3.534971554,2.533669292,0,0,2.533669292
91387,7610,7567,43,29,14,5.650459921,3.810775296,1.839684625,13470,130,13,117,9.651076466,0.965107647,8.68596882,0,0,0.645952046,0.257172802,0.903124848,0.311838918,2.314555221,2.626394139,3.529518987,2.529761198,0,0,2.529761198
19038,6240,6190,50,34,16,8.012820513,5.448717949,2.564102564,11058,90,45,45,8.138903961,4.06945198,4.06945198,0,0,0.923594343,1.084389263,2.007983606,0.434632632,1.084389263,1.519021895,3.527005501,2.527959672,0,0,2.527959672
02026,4900,4853,47,37,10,9.591836735,7.551020408,2.040816327,9579,68,12,56,7.098862094,1.25274037,5.846121725,0,0,1.279948751,0.333818463,1.613767214,0.345932095,1.557819495,1.90375159,3.517518804,2.52116014,0,0,2.52116014
98188,3680,3637,43,16,27,11.68478261,4.347826087,7.336956522,9610,55,30,25,5.723204995,3.121748179,2.601456816,0,0,0.736985767,0.831854074,1.568839841,1.243663482,0.693211728,1.93687521,3.505715051,2.512699872,0,0,2.512699872
78759,7920,7839,81,35,46,10.22727273,4.419191919,5.808080808,19851,132,70,62,6.649539066,3.526270717,3.123268349,0,0,0.749082756,0.939647432,1.688730188,0.984508765,0.832259154,1.816767919,3.505498107,2.512544379,0,0,2.512544379
20032,1650,1630,20,14,6,12.12121212,8.484848485,3.636363636,14235,77,63,14,5.409202669,4.425711275,0.983491394,0,0,1.438238891,1.179321887,2.617560778,0.616388096,0.26207153,0.878459626,3.496020404,2.505751293,0,0,2.505751293
98177,4880,4811,69,51,18,14.13934426,10.45081967,3.68852459,7797,32,19,13,4.104142619,2.43683468,1.667307939,0,0,1.771484231,0.649344771,2.420829002,0.625229729,0.444288527,1.069518256,3.490347257,2.5016851,0,0,2.5016851
07003,7520,7450,70,39,31,9.308510638,5.186170213,4.122340426,17479,125,73,52,7.15143887,4.1764403,2.97499857,0,0,0.879090736,1.112898503,1.991989239,0.698764431,0.792749619,1.49151405,3.483503289,2.496779727,0,0,2.496779727
98198,5740,5675,65,34,31,11.32404181,5.923344948,5.400696864,13126,77,27,50,5.866219717,2.056986134,3.809233582,0,0,1.004046812,0.548126305,1.552173117,0.915454446,1.015048713,1.930503159,3.482676276,2.496186971,0,0,2.496186971
02128,4120,4053,67,20,47,16.26213592,4.854368932,11.40776699,15820,43,23,20,2.718078382,1.453855879,1.264222503,0,0,0.822848187,0.387409831,1.210258018,1.933693238,0.336878114,2.270571353,3.48082937,2.494863212,0,0,2.494863212
94502,3340,3307,33,22,11,9.880239521,6.586826347,3.293413174,5181,35,35,0,6.755452615,6.755452615,0,0,0,1.116511372,1.800129432,2.916640804,0.558255686,0,0.558255686,3.47489649,2.490610857,0,0,2.490610857
98087,6140,6065,75,29,46,12.21498371,4.723127036,7.491856678,12175,64,33,31,5.256673511,2.710472279,2.546201232,0,0,0.800601802,0.722261143,1.522862945,1.2699201,0.67848774,1.948407841,3.471270786,2.488012155,0,0,2.488012155
02467,3350,3307,43,21,22,12.8358209,6.268656716,6.567164179,6586,32,8,24,4.858791376,1.214697844,3.644093532,0,0,1.062579479,0.323681249,1.386260728,1.113178502,0.971043747,2.084222249,3.470482977,2.487447498,0,0,2.487447498
08840,3700,3667,33,18,15,8.918918919,4.864864865,4.054054054,5876,43,8,35,7.317903336,1.361470388,5.956432948,0,0,0.824627318,0.362791815,1.187419133,0.687189432,1.587214191,2.274403623,3.461822756,2.481240337,0,0,2.481240337
80102,1270,1267,0,0,0,0,0,0,1850,24,0,24,12.97297297,0,12.97297297,0,0,0,0,0,0,3.456915739,3.456915739,3.456915739,2.477723263,0,0,2.477723263
80249,4560,4510,50,20,30,10.96491228,4.385964912,6.578947368,8359,50,0,50,5.981576744,0,5.981576744,0,0,0.743450555,0,0.743450555,1.115175832,1.593914273,2.709090105,3.45254066,2.474587452,0,0,2.474587452
70114,1340,1319,21,11,10,15.67164179,8.208955224,7.462686567,9756,29,12,17,2.972529725,1.2300123,1.742517425,0,0,1.391473128,0.327762101,1.719235229,1.26497557,0.464329643,1.729305214,3.448540442,2.47172032,0,0,2.47172032
02021,4860,4832,28,18,10,5.761316872,3.703703704,2.057613169,8749,81,40,41,9.258200937,4.57195108,4.686249857,0,0,0.627802691,1.218290494,1.846093184,0.348779273,1.248747756,1.597527029,3.443620213,2.468193776,0,0,2.468193776
97231,970,955,15,7,8,15.46391753,7.216494845,8.24742268,1649,5,0,5,3.032140691,0,3.032140691,0,0,1.223244418,0,1.223244418,1.39799362,0.807976314,2.205969934,3.429214351,2.457868462,0,0,2.457868462
33160,5930,5882,48,13,35,8.094435076,2.192242833,5.902192243,19187,148,29,119,7.713556054,1.511440038,6.202116016,0,0,0.371599906,0.402754316,0.774354222,1.000461286,1.652681503,2.653142789,3.427497011,2.456637569,0,0,2.456637569
91381,4140,4122,18,10,8,4.347826087,2.415458937,1.93236715,6540,66,48,18,10.09174312,7.339449541,2.752293578,0,0,0.409436537,1.955747437,2.365183974,0.32754923,0.733405289,1.060954519,3.426138492,2.455663859,0,0,2.455663859
98032,5020,4980,40,26,14,7.96812749,5.179282869,2.788844622,13411,104,46,58,7.754828126,3.430020133,4.324807993,0,0,0.877923284,0.913999482,1.791922767,0.472727922,1.15243413,1.625162052,3.417084819,2.449174694,0,0,2.449174694
02150,3390,3333,57,21,36,16.81415929,6.194690265,10.61946903,12276,26,7,19,2.117953731,0.570218312,1.547735419,0,0,1.050041668,0.151946409,1.201988077,1.800071432,0.412425967,2.212497399,3.414485476,2.447311631,0,0,2.447311631
02460,1930,1896,34,24,10,17.61658031,12.43523316,5.18134715,3755,6,0,6,1.597869507,0,1.597869507,0,0,2.107855665,0,2.107855665,0.878273194,0.425785228,1.304058421,3.411914087,2.445468604,0,0,2.445468604
97024,1900,1890,10,7,3,5.263157895,3.684210526,1.578947368,4259,40,40,0,9.391876027,9.391876027,0,0,0,0.624498466,2.50265873,3.127157195,0.2676422,0,0.2676422,3.394799395,2.433201752,0,0,2.433201752
01880,5580,5541,39,27,12,6.989247312,4.838709677,2.150537634,9851,81,41,40,8.222515481,4.162014009,4.060501472,0,0,0.820193838,1.109054321,1.929248159,0.364530594,1.082004216,1.44653481,3.375782969,2.419571845,0,0,2.419571845
07062,1530,1518,12,3,9,7.843137255,1.960784314,5.882352941,4038,31,12,19,7.677067855,2.971768202,4.705299653,0,0,0.33236613,0.791888821,1.124254951,0.997098391,1.253823966,2.250922357,3.375177308,2.419137742,0,0,2.419137742
91107,6260,6207,53,25,28,8.466453674,3.993610224,4.47284345,12406,90,25,65,7.254554248,2.015153958,5.23940029,0,0,0.676943796,0.536979261,1.213923056,0.758177051,1.396146077,2.154323128,3.368246185,2.414169901,0,0,2.414169901
94010,9280,9216,64,29,35,6.896551724,3.125,3.771551724,16364,135,64,71,8.249816671,3.911024199,4.338792471,0,0,0.52970852,1.042172919,1.571881439,0.639303386,1.156160582,1.795463968,3.367345408,2.413524275,0,0,2.413524275
30087,5770,5734,36,20,16,6.239168111,3.466204506,2.772963605,13194,114,63,51,8.640291041,4.774897681,3.865393361,0,0,0.587544979,1.272369794,1.859914773,0.470035983,1.030013643,1.500049626,3.359964399,2.408233981,0,0,2.408233981
22315,5800,5754,46,16,30,7.931034483,2.75862069,5.172413793,10614,80,25,55,7.537214999,2.355379687,5.181835312,0,0,0.467604763,0.627639411,1.095244173,0.87675893,1.380806704,2.257565634,3.352809807,2.403105972,0,0,2.403105972
77047,2800,2777,23,13,10,8.214285714,4.642857143,3.571428571,8573,63,23,40,7.348652747,2.682841479,4.665811268,0,0,0.786995516,0.714898347,1.501893863,0.605381166,1.243301473,1.848682639,3.350576502,2.401505264,0,0,2.401505264
78744,5050,5009,41,24,17,8.118811881,4.752475248,3.366336634,13249,98,38,60,7.396784663,2.868140992,4.528643671,0,0,0.805576522,0.764275217,1.569851739,0.570616703,1.206750343,1.777367046,3.347218785,2.399098641,0,0,2.399098641
22213,760,754,6,0,0,7.894736842,0,0,1354,17,0,17,12.55539143,0,12.55539143,0,0,0,0,0,0,3.345642541,3.345642541,3.345642541,2.397968877,0,0,2.397968877
02189,2510,2478,32,15,17,12.74900398,5.976095618,6.772908367,6088,27,27,0,4.434954008,4.434954008,0,0,0,1.012988405,1.181784803,2.194773208,1.148053526,0,1.148053526,3.342826734,2.395950665,0,0,2.395950665
94066,8410,8348,62,42,20,7.372175981,4.994054697,2.378121284,14899,117,33,84,7.852876032,2.214913753,5.637962279,0,0,0.846525863,0.590209371,1.436735234,0.403107554,1.502351125,1.905458679,3.342193913,2.395497094,0,0,2.395497094
90008,2390,2362,28,3,25,11.71548117,1.255230126,10.46025105,14370,73,53,20,5.080027836,3.688239388,1.391788448,0,0,0.21276995,0.982807319,1.195577269,1.773082913,0.370870686,2.1439536,3.339530868,2.393588373,0,0,2.393588373
90045,6480,6410,70,43,27,10.80246914,6.635802469,4.166666667,15740,89,10,79,5.654383736,0.635324015,5.01905972,0,0,1.124813154,0.169295164,1.294108318,0.706278027,1.337431796,2.043709823,3.337818141,2.392360786,0,0,2.392360786
90403,3690,3642,48,26,22,13.00813008,7.046070461,5.962059621,13719,58,23,35,4.22771339,1.676507034,2.551206356,0,0,1.194356338,0.446739816,1.641096154,1.010609209,0.679821458,1.690430668,3.331526821,2.387851521,0,0,2.387851521
11697,840,839,0,0,0,0,0,0,1520,19,19,0,12.5,12.5,0,0,0,0,3.330882353,3.330882353,0,0,0,3.330882353,2.387389603,0,0,2.387389603
10028,7250,7177,73,21,52,10.06896552,2.896551724,7.172413793,24941,152,104,48,6.094382743,4.169840824,1.924541919,0,0,0.490985001,1.111139937,1.602124938,1.215772383,0.512833817,1.7286062,3.330731138,2.38728122,0,0,2.38728122
33020,4010,3951,59,19,40,14.71321696,4.738154613,9.975062344,17857,56,16,40,3.136025088,0.896007168,2.24001792,0,0,0.803149078,0.238759557,1.041908635,1.690840164,0.596898893,2.287739057,3.329647692,2.386504667,0,0,2.386504667
90020,4770,4713,57,29,28,11.94968553,6.07966457,5.870020964,16425,80,53,27,4.870624049,3.226788432,1.643835616,0,0,1.030544039,0.859844212,1.890388251,0.995008038,0.438033844,1.433041881,3.323430132,2.382048269,0,0,2.382048269
91202,3970,3951,19,6,13,4.785894207,1.511335013,3.274559194,8716,82,41,41,9.407985314,4.703992657,4.703992657,0,0,0.256181451,1.25347569,1.509657141,0.55505981,1.25347569,1.8085355,3.318192641,2.378294329,0,0,2.378294329
07604,2510,2498,12,5,7,4.780876494,1.992031873,2.788844622,4471,42,16,26,9.393871617,3.578617759,5.815253858,0,0,0.337662802,0.953596379,1.291259181,0.472727922,1.549594116,2.022322039,3.31358122,2.374989121,0,0,2.374989121
98053,5720,5687,33,20,13,5.769230769,3.496503497,2.272727273,7876,69,0,69,8.76079228,0,8.76079228,0,0,0.592680862,0,0.592680862,0.38524256,2.334493472,2.719736032,3.312416894,2.374154598,0,0,2.374154598
19081,2050,2038,12,7,5,5.853658537,3.414634146,2.43902439,3361,29,21,8,8.628384409,6.248140434,2.380243975,0,0,0.578803456,1.664945657,2.243749113,0.41343104,0.634265012,1.047696052,3.291445165,2.359123239,0,0,2.359123239
90230,5300,5236,64,33,31,12.0754717,6.226415094,5.849056604,12915,60,39,21,4.645760743,3.019744483,1.62601626,0,0,1.05541924,0.804673089,1.860092329,0.991454438,0.433285509,1.424739947,3.284832276,2.354383491,0,0,2.354383491
11209,10950,10848,102,55,47,9.315068493,5.02283105,4.292237443,30483,195,102,93,6.397008168,3.34612735,3.050880819,0,0,0.851403649,0.891644523,1.743048172,0.727563118,0.812970006,1.540533125,3.283581296,2.353486859,0,0,2.353486859
30305,4140,4105,35,6,29,8.45410628,1.449275362,7.004830918,10823,75,42,33,6.929686778,3.880624596,3.049062182,0,0,0.245661922,1.034072319,1.279734241,1.187365958,0.812485393,1.999851351,3.279585593,2.350622963,0,0,2.350622963
07306,8030,7966,64,25,39,7.97011208,3.113325031,4.856787049,20273,146,22,124,7.201696838,1.085187195,6.116509643,0,0,0.527729534,0.28917047,0.816900004,0.823258074,1.629869923,2.453127996,3.270028001,2.343772617,0,0,2.343772617
19057,2830,2817,13,8,5,4.593639576,2.826855124,1.766784452,6242,58,36,22,9.291893624,5.767382249,3.524511375,0,0,0.479170958,1.536837741,2.016008699,0.299481849,0.939178619,1.238660468,3.254669167,2.332764266,0,0,2.332764266
22312,4900,4871,29,17,12,5.918367347,3.469387755,2.448979592,11147,94,19,75,8.432762178,1.704494483,6.728267695,0,0,0.588084561,0.454197647,1.042282209,0.415118514,1.792885451,2.208003964,3.250286173,2.329622782,0,0,2.329622782
10701,5830,5773,57,31,26,9.777015437,5.317324185,4.459691252,21624,129,91,38,5.965593785,4.208287088,1.757306696,0,0,0.901322216,1.121384736,2.022706952,0.755947665,0.468270549,1.224218214,3.246925166,2.327213801,0,0,2.327213801
60195,1090,1086,4,0,0,3.669724771,0,0,2304,28,28,0,12.15277778,12.15277778,0,0,0,0,3.238357843,3.238357843,0,0,0,3.238357843,2.321073225,0,0,2.321073225
30339,3990,3965,25,10,15,6.26566416,2.506265664,3.759398496,11176,91,12,79,8.142448103,1.07372942,7.068718683,0,0,0.424828888,0.28611731,0.710946199,0.637243332,1.883605626,2.520848958,3.231795156,2.316369459,0,0,2.316369459
08902,7580,7545,35,23,12,4.617414248,3.034300792,1.583113456,14869,136,110,26,9.146546506,7.397942027,1.748604479,0,0,0.514334394,1.971333964,2.485668358,0.26834838,0.465951664,0.734300044,3.219968402,2.307892705,0,0,2.307892705
60641,9780,9701,79,31,48,8.077709611,3.169734151,4.90797546,24686,171,58,113,6.92700316,2.349509844,4.577493316,0,0,0.53729126,0.62607527,1.16336653,0.831934854,1.219767337,2.05170219,3.21506872,2.304380888,0,0,2.304380888
19095,1080,1070,10,6,4,9.259259259,5.555555556,3.703703704,3084,19,8,11,6.160830091,2.594033722,3.566796368,0,0,0.941704036,0.691233692,1.632937728,0.627802691,0.950446326,1.578249017,3.211186745,2.301598506,0,0,2.301598506
91364,5390,5336,54,20,34,10.01855288,3.710575139,6.307977737,10243,58,26,32,5.662403593,2.538318852,3.124084741,0,0,0.628967445,0.676387318,1.305354763,1.069244657,0.832476699,1.901721355,3.207076118,2.298652239,0,0,2.298652239
97236,5640,5586,54,42,12,9.574468085,7.446808511,2.127659574,12637,75,29,46,5.934952916,2.294848461,3.640104455,0,0,1.262284133,0.611509619,1.873793752,0.360652609,0.969980775,1.330633385,3.204427137,2.296753598,0,0,2.296753598
94941,6360,6300,60,22,38,9.433962264,3.459119497,5.974842767,12968,78,45,33,6.014805676,3.470080197,2.544725478,0,0,0.586344022,0.924674311,1.511018334,1.012776038,0.678094495,1.690870533,3.201888867,2.294934309,0,0,2.294934309
78664,9330,9269,61,38,23,6.538049303,4.072883173,2.465166131,19403,152,94,58,7.833840128,4.844611658,2.98922847,0,0,0.690381094,1.290946518,1.981327612,0.417862241,0.796541469,1.21440371,3.195731322,2.290520926,0,0,2.290520926
33196,7610,7582,28,19,9,3.679369251,2.496714849,1.182654402,12915,124,25,99,9.60123887,1.935733643,7.665505226,0,0,0.423209961,0.515816083,0.939026043,0.200467876,2.042631687,2.243099563,3.182125606,2.280769112,0,0,2.280769112
90241,6080,6047,33,19,14,5.427631579,3.125,2.302631579,13440,114,57,57,8.482142857,4.241071429,4.241071429,0,0,0.52970852,1.130120798,1.659829318,0.390311541,1.130120798,1.520432339,3.180261658,2.279433139,0,0,2.279433139
78734,4820,4788,32,15,17,6.639004149,3.112033195,3.526970954,7283,56,0,56,7.689139091,0,7.689139091,0,0,0.527510559,0,0.527510559,0.597845301,2.048929417,2.646774717,3.174285277,2.275149604,0,0,2.275149604
19040,4490,4480,10,7,3,2.227171492,1.559020045,0.668151448,7815,82,29,53,10.49264235,3.71081254,6.781829814,0,0,0.264264384,0.9888224,1.253086785,0.113256165,1.80715818,1.920414345,3.173501129,2.274587571,0,0,2.274587571
60618,12970,12830,140,57,83,10.79414032,4.394757132,6.399383192,35430,178,48,130,5.023990968,1.354784081,3.669206887,0,0,0.744940895,0.361010111,1.105951006,1.084738496,0.977735717,2.062474214,3.16842522,2.270949444,0,0,2.270949444
33183,5250,5227,23,12,11,4.380952381,2.285714286,2.095238095,11882,108,29,79,9.089378892,2.440666554,6.648712338,0,0,0.387443946,0.650365852,1.037809799,0.355156951,1.771686288,2.126843238,3.164653037,2.268245755,0,0,2.268245755
98003,6790,6733,57,30,27,8.394698085,4.41826215,3.976435935,17791,116,51,65,6.520150638,2.866617953,3.653532685,0,0,0.748925154,0.763869372,1.512794526,0.674032638,0.973559004,1.647591642,3.160386168,2.265187502,0,0,2.265187502
02171,3360,3306,54,31,23,16.07142857,9.226190476,6.845238095,7487,12,12,0,1.602778149,1.602778149,0,0,0,1.563901345,0.427093236,1.990994581,1.160313901,0,1.160313901,3.151308482,2.258681127,0,0,2.258681127
98043,3590,3540,50,26,24,13.9275766,7.242339833,6.685236769,8155,24,15,9,2.942979767,1.839362354,1.103617413,0,0,1.227625317,0.490135969,1.717761285,1.1331926,0.294081581,1.427274181,3.145035467,2.254184981,0,0,2.254184981
30072,0,0,0,0,0,0,0,0,339,4,4,0,11.79941003,11.79941003,0,0,0,0,3.144195731,3.144195731,0,0,0,3.144195731,2.253583106,0,0,2.253583106
10463,7640,7557,83,34,49,10.86387435,4.45026178,6.413612565,27458,134,52,82,4.88018064,1.893801442,2.986379197,0,0,0.754349306,0.504642384,1.25899169,1.087150471,0.795782221,1.882932692,3.141924382,2.25195513,0,0,2.25195513
98312,5650,5591,59,34,25,10.44247788,6.017699115,4.424778761,12308,63,54,9,5.118622034,4.387390315,0.731231719,0,0,1.020040478,1.169110478,2.189150956,0.750029763,0.194851746,0.944881509,3.134032465,2.246298647,0,0,2.246298647
97034,5010,4977,33,12,21,6.586826347,2.395209581,4.191616766,8058,61,31,30,7.570116654,3.847108464,3.723008191,0,0,0.406004135,1.025141255,1.431145391,0.710507237,0.992072183,1.702579419,3.13372481,2.246078136,0,0,2.246078136
30034,3320,3302,18,9,9,5.421686747,2.710843373,2.710843373,15414,128,128,0,8.304139094,8.304139094,0,0,0,0.459506186,2.212808829,2.672315015,0.459506186,0,0.459506186,3.131821201,2.244713737,0,0,2.244713737
19145,4730,4693,37,25,12,7.822410148,5.285412262,2.536997886,18161,123,28,95,6.772754804,1.541765321,5.230989483,0,0,0.89591293,0.410835112,1.306748043,0.430038207,1.393904845,1.823943051,3.130691094,2.243903739,0,0,2.243903739
33134,6190,6117,73,23,50,11.79321486,3.715670436,8.077544426,16493,70,32,38,4.244224823,1.940217062,2.304007761,0,0,0.629831132,0.517010782,1.146841914,1.369198113,0.613950303,1.983148417,3.129990331,2.243401471,0,0,2.243401471
97223,9300,9222,78,39,39,8.387096774,4.193548387,4.193548387,18580,119,41,78,6.404736276,2.206673843,4.198062433,0,0,0.710834659,0.588013677,1.298848336,0.710834659,1.118660166,1.829494825,3.128343161,2.242220873,0,0,2.242220873
22205,3920,3888,32,9,23,8.163265306,2.295918367,5.867346939,6775,44,7,37,6.494464945,1.033210332,5.461254613,0,0,0.389173607,0.275320165,0.664493772,0.994554773,1.455263729,2.449818502,3.114312273,2.232164319,0,0,2.232164319
01760,7880,7790,90,61,29,11.4213198,7.741116751,3.680203046,13874,61,61,0,4.396713277,4.396713277,0,0,0,1.312171359,1.171594773,2.483766133,0.623819171,0,0.623819171,3.107585304,2.227342805,0,0,2.227342805
19148,6230,6161,69,33,36,11.07544141,5.296950241,5.778491172,19495,90,32,58,4.616568351,1.641446525,2.975121826,0,0,0.897868695,0.437397221,1.335265916,0.979493122,0.792782463,1.772275585,3.107541502,2.22731141,0,0,2.22731141
77013,1900,1897,0,0,0,0,0,0,5762,67,67,0,11.62790698,11.62790698,0,0,0,0,3.098495212,3.098495212,0,0,0,3.098495212,2.220827537,0,0,2.220827537
90066,8630,8539,91,51,40,10.54461182,5.909617613,4.634994206,24434,120,59,61,4.911189326,2.414668085,2.496521241,0,0,1.001719936,0.643438025,1.645157961,0.785662695,0.665249484,1.450912179,3.09607014,2.219089382,0,0,2.219089382
98342,380,372,8,0,0,21.05263158,0,0,603,7,7,0,11.60862355,11.60862355,0,0,0,0,3.093356746,3.093356746,0,0,0,3.093356746,2.217144573,0,0,2.217144573
98002,4650,4601,49,38,11,10.53763441,8.172043011,2.365591398,12687,62,31,31,4.886892094,2.443446047,2.443446047,0,0,1.385216259,0.651106506,2.036322765,0.400983654,0.651106506,1.052090159,3.088412924,2.213601119,0,0,2.213601119
80022,7910,7871,39,17,22,4.930467762,2.149178255,2.781289507,13488,114,37,77,8.451957295,2.743179122,5.708778173,0,0,0.364300171,0.730976554,1.095276725,0.47144728,1.521221478,1.992668758,3.087945482,2.213266083,0,0,2.213266083
94541,9670,9567,103,55,48,10.65149948,5.687693899,4.963805584,20867,100,36,64,4.792255715,1.725212057,3.067043657,0,0,0.964102374,0.459718272,1.423820646,0.841398435,0.817276928,1.658675363,3.082496008,2.209360206,0,0,2.209360206
10029,5000,4930,70,23,47,14,4.6,9.4,30115,80,10,70,2.65648348,0.332060435,2.324423045,0,0,0.779730942,0.088484339,0.868215281,1.593363229,0.619390376,2.212753605,3.080968886,2.20826565,0,0,2.20826565
94801,3600,3573,27,7,20,7.5,1.944444444,5.555555556,9291,63,56,7,6.78075557,6.027338284,0.753417286,0,0,0.329596412,1.606108378,1.935704791,0.941704036,0.200763547,1.142467583,3.078172374,2.206261267,0,0,2.206261267
01945,4740,4708,32,20,12,6.751054852,4.219409283,2.53164557,8137,59,52,7,7.250829544,6.390561632,0.860267912,0,0,0.715218255,1.702896717,2.418114972,0.429130953,0.229236097,0.65836705,3.076482022,2.205049718,0,0,2.205049718
80239,5400,5380,20,8,12,3.703703704,1.481481481,2.222222222,11128,102,72,30,9.166067577,6.470165349,2.695902229,0,0,0.251121076,1.724108766,1.975229843,0.376681614,0.718378653,1.095060267,3.07029011,2.200611702,0,0,2.200611702
78621,3990,3971,19,13,6,4.761904762,3.258145363,1.503759398,7320,62,62,0,8.469945355,8.469945355,0,0,0,0.552277555,2.256991321,2.809268876,0.254897333,0,0.254897333,3.064166209,2.196222434,0,0,2.196222434
91204,2090,2072,18,10,8,8.612440191,4.784688995,3.827751196,5824,35,29,6,6.009615385,4.979395604,1.03021978,0,0,0.811036969,1.326862476,2.137899444,0.648829575,0.274523271,0.923352846,3.06125229,2.1941339,0,0,2.1941339
11377,13960,13808,152,55,97,10.88825215,3.93982808,6.948424069,31455,143,65,78,4.546177078,2.066444127,2.479732952,0,0,0.667827361,0.550646582,1.218473943,1.177804618,0.660775898,1.838580516,3.057054459,2.19112513,0,0,2.19112513
01940,3130,3120,10,6,4,3.194888179,1.916932907,1.277955272,4771,45,20,25,9.431984909,4.191993293,5.239991616,0,0,0.324933022,1.117042919,1.44197594,0.216622015,1.396303648,1.612925663,3.054901603,2.189582084,0,0,2.189582084
90731,7110,7067,43,20,23,6.047819972,2.812939522,3.23488045,22189,169,47,122,7.616386498,2.118166659,5.498219839,0,0,0.47681217,0.564429116,1.041241286,0.548333996,1.465113875,2.01344787,3.054689156,2.189429814,0,0,2.189429814
19127,490,480,10,0,0,20.40816327,0,0,2186,25,17,8,11.43641354,7.776761208,3.659652333,0,0,0,2.072278134,2.072278134,0,0.97518971,0.97518971,3.047467843,2.184253982,0,0,2.184253982
98020,4810,4766,44,31,13,9.147609148,6.444906445,2.702702703,8728,49,28,21,5.61411549,3.208065995,2.406049496,0,0,1.092454994,0.854855233,1.947310226,0.458126288,0.641141424,1.099267712,3.046577939,2.183616148,0,0,2.183616148
80014,6150,6101,49,34,15,7.967479675,5.528455285,2.43902439,17930,114,29,85,6.358059119,1.617401004,4.740658115,0,0,0.937110358,0.430989797,1.368100155,0.41343104,1.263245956,1.676676997,3.044777151,2.182325445,0,0,2.182325445
10075,4080,4034,46,11,35,11.2745098,2.696078431,8.578431373,14145,60,0,60,4.241781548,0,4.241781548,0,0,0.457003429,0,0.457003429,1.45410182,1.130310024,2.584411844,3.041415273,2.17991584,0,0,2.17991584
33189,3260,3246,14,11,3,4.294478528,3.374233129,0.920245399,7739,67,67,0,8.657449283,8.657449283,0,0,0,0.571955212,2.306955603,2.878910815,0.155987785,0,0.155987785,3.0348986,2.175245054,0,0,2.175245054
