GEOID10,Tax_Mjoint,Mjoint_MF,Mjoint_SS,Mjoint_FF,Mjoint_MM,TaxRate_SS,TaxRate_FF,TaxRate_MM,Cns_TotHH,Cns_UPSS,Cns_UPFF,Cns_UPMM,Cns_RateSS,Cns_RateFF,Cns_RateMM,ParadeFlag,CountBars,FF_Tax,FF_Cns,FF_Index,MM_Tax,MM_Cns,MM_Index,SS_Index,SS_Index_Weight,Parade_Weight,Bars_Weight,TOTINDEX
98102,2910,2664,246,59,187,84.53608247,20.27491409,64.26116838,14390,306,57,249,21.2647672,3.961084086,17.30368311,0,1,3.436734316,1.055512406,4.492246723,10.89270029,4.610922618,15.50362291,19.99586963,14.33191755,0,1.176470588,15.50838814
70130,1330,1303,27,9,18,20.30075188,6.766917293,13.53383459,8061,105,37,68,13.0256792,4.590001241,8.435677956,1,0,1.147037998,1.223100331,2.370138329,2.294075998,2.247860067,4.541936065,6.912074394,4.954187147,10,0,14.95418715
98109,3930,3827,103,36,67,26.2086514,9.160305344,17.04834606,14006,107,53,54,7.639583036,3.784092532,3.855490504,1,0,1.552733372,1.008349363,2.561082735,2.889809332,1.027374823,3.917184154,6.478266889,4.643258265,10,0,14.64325826
94111,850,826,24,8,16,28.23529412,9.411764706,18.82352941,2118,11,0,11,5.193578848,0,5.193578848,1,0,1.595357425,0,1.595357425,3.19071485,1.383936011,4.574650861,6.170008286,4.422315792,10,0,14.42231579
77002,890,880,10,0,0,11.23595506,0,0,3185,48,0,48,15.07064364,0,15.07064364,1,1,0,0,0,0,4.015883276,4.015883276,4.015883276,2.878359835,10,1.176470588,14.05483042
94107,4130,3868,262,64,198,63.43825666,15.49636804,47.94188862,13743,447,91,356,32.52564942,6.621552791,25.90409663,0,0,2.626738618,1.764449067,4.391187685,8.126472599,6.902679867,15.02915247,19.42034015,13.91941031,0,0,13.91941031
90068,2810,2595,215,37,178,76.51245552,13.16725979,63.34519573,11845,257,49,208,21.69691853,4.136766568,17.56015196,0,0,2.231939103,1.102326621,3.334265724,10.73743676,4.679264023,15.41670079,18.75096651,13.43964084,0,0,13.43964084
30317,1640,1561,79,47,32,48.17073171,28.65853659,19.51219512,5087,202,110,92,39.70906232,21.62374681,18.08531551,0,0,4.857814722,5.762092531,10.61990725,3.30744832,4.819204662,8.126652983,18.74656024,13.43648266,0,0,13.43648266
94117,4760,4425,335,65,270,70.37815126,13.65546218,56.72268908,18362,349,64,285,19.00664416,3.4854591,15.52118506,0,1,2.314692692,0.928772337,3.243465029,9.614877341,4.135939312,13.75081665,16.99428168,12.1805477,0,1.176470588,13.35701829
90210,3770,3705,65,10,55,17.24137931,2.652519894,14.58885942,8398,47,7,40,5.596570612,0.833531793,4.763038819,1,0,0.449619964,0.222111707,0.671731671,2.472909803,1.269209756,3.742119559,4.41385123,3.163600937,10,0,13.16360094
10162,320,315,5,0,0,15.625,0,0,671,46,0,46,68.55439642,0,68.55439642,0,0,0,0,0,0,18.26773034,18.26773034,18.26773034,13.09328426,0,0,13.09328426
60614,8890,8800,90,24,66,10.12373453,2.699662542,7.424071991,33705,112,34,78,3.322949117,1.008752411,2.314196707,1,1,0.45761096,0.268802848,0.726413808,1.25843014,0.616665358,1.875095498,2.601509306,1.864615922,10,1.176470588,13.04108651
90802,3200,2978,222,88,134,69.375,27.5,41.875,20636,463,165,298,22.43651871,7.995735608,14.4407831,0,0,4.661434977,2.130628371,6.792063348,7.09809417,3.848043967,10.94613814,17.73820148,12.71374768,0,0,12.71374768
20037,900,866,34,3,31,37.77777778,3.333333333,34.44444444,7088,255,0,255,35.97629797,0,35.97629797,0,1,0.565022421,0,0.565022421,5.838565021,9.586625282,15.4251903,15.99021272,11.4608874,0,1.176470588,12.63735799
70117,1240,1194,46,8,38,37.09677419,6.451612903,30.64516129,10489,167,24,143,15.92144151,2.288111355,13.63333016,0,4,1.093591783,0.609714379,1.703306162,5.194560972,3.632881506,8.827442478,10.53074864,7.547849833,0,4.705882353,12.25373219
60626,4830,4530,300,111,189,62.11180124,22.98136646,39.13043478,22040,539,150,389,24.45553539,6.805807623,17.64972777,0,0,3.895496198,1.813547561,5.709043758,6.632871904,4.70313334,11.33600524,17.045049,12.21693487,0,0,12.21693487
10018,1190,1130,60,4,56,50.42016807,3.361344538,47.05882353,4712,148,32,116,31.40916808,6.791171477,24.6179966,0,0,0.569770509,1.809647458,2.379417967,7.976787127,6.559972036,14.53675916,16.91617713,12.12456674,0,0,12.12456674
90013,660,617,43,12,31,65.15151515,18.18181818,46.96969697,6592,100,0,100,15.16990291,0,15.16990291,0,1,3.08194048,0,3.08194048,7.961679575,4.042332953,12.00401253,15.08595301,10.81276477,0,1.176470588,11.98923536
98126,3820,3650,170,83,87,44.5026178,21.72774869,22.77486911,9544,304,148,156,31.85247276,15.5071249,16.34534786,0,0,3.682999553,4.132192693,7.815192246,3.860493508,4.35555446,8.216047968,16.03124021,11.49029361,0,0,11.49029361
98104,1250,1169,81,21,60,64.8,16.8,48,7277,134,46,88,18.41418167,6.321286244,12.09289542,0,0,2.847713004,1.684436864,4.532149868,8.136322869,3.222400957,11.35872383,15.89087369,11.38968676,0,0,11.38968676
30002,1010,959,51,33,18,50.4950495,32.67326733,17.82178218,2682,73,36,37,27.21849366,13.42281879,13.79567487,0,0,5.538338587,3.576786419,9.115125007,3.020911957,3.676141598,6.697053554,15.81217856,11.3332825,0,0,11.3332825
97204,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,1.176470588,11.17647059
02131,4120,3911,209,161,48,50.72815534,39.0776699,11.65048544,12092,307,192,115,25.38868674,15.87826662,9.510420112,0,0,6.623927902,4.231091047,10.85501895,1.974835648,2.534247242,4.50908289,15.36410184,11.01212625,0,0,11.01212625
30316,3000,2852,148,66,82,49.33333333,22,27.33333333,12381,321,79,242,25.92682336,6.380744689,19.54607867,0,0,3.729147982,1.700280791,5.429428773,4.633183856,5.208455081,9.841638936,15.27106771,10.9454446,0,0,10.9454446
94619,3930,3702,228,147,81,58.01526718,37.40458015,20.61068702,8916,176,144,32,19.73979363,16.15074024,3.589053387,0,0,6.340327935,4.303697253,10.64402519,3.493650086,0.956377167,4.450027254,15.09405244,10.81856999,0,0,10.81856999
90014,480,448,32,8,24,66.66666667,16.66666667,50,4656,34,17,17,7.302405498,3.651202749,3.651202749,0,1,2.825112108,0.972938144,3.798050252,8.475336322,0.972938144,9.448274466,13.24632472,9.494222418,0,1.176470588,10.67069301
20010,2620,2467,153,41,112,58.39694656,15.64885496,42.7480916,12826,161,27,134,12.55262748,2.105099018,10.44752846,0,1,2.652586177,0.560946974,3.21353315,7.246089069,2.783959054,10.03004812,13.24358127,9.49225607,0,1.176470588,10.66872666
94612,1400,1315,85,33,52,60.71428571,23.57142857,37.14285714,8193,132,42,90,16.11131454,5.126327353,10.98498718,0,0,3.995515694,1.366015465,5.36153116,6.295964125,2.927175997,9.223140121,14.58467128,10.45347415,0,0,10.45347415
10023,9570,9237,333,49,284,34.79623824,5.120167189,29.67607106,32755,1067,296,771,32.57517936,9.036788277,23.53839109,0,0,0.867902779,2.408038288,3.275941067,5.030293659,6.272288919,11.30258258,14.57852364,10.44906787,0,0,10.44906787
02111,1180,1120,60,3,57,50.84745763,2.542372881,48.30508475,3108,49,0,49,15.76576577,0,15.76576577,0,1,0.430949304,0,0.430949304,8.188036786,4.201112878,12.38914966,12.82009897,9.188727712,0,1.176470588,10.3651983
94602,5010,4740,270,193,77,53.89221557,38.52295409,15.36926148,11930,228,133,95,19.11148365,11.14836547,7.963118189,0,0,6.529899841,2.970711503,9.500611344,2.605193201,2.121936788,4.727129989,14.22774133,10.19764679,0,0,10.19764679
30306,3830,3697,133,42,91,34.72584856,10.96605744,23.75979112,10877,270,113,157,24.82302105,10.388894,14.43412706,0,1,1.858820499,2.768334694,4.627155193,4.027444414,3.846270328,7.873714741,12.50086993,8.95992225,0,1.176470588,10.13639284
98112,4220,4027,193,64,129,45.73459716,15.16587678,30.56872038,10382,183,68,115,17.62666153,6.549797727,11.0768638,0,1,2.570718127,1.745328453,4.31604658,5.181603723,2.951658413,8.133262136,12.44930872,8.922966061,0,1.176470588,10.09943665
20003,3780,3634,146,38,108,38.62433862,10.05291005,28.57142857,11912,188,43,145,15.7824043,3.609805238,12.17259906,0,2,1.704035874,0.961906925,2.665942799,4.843049327,3.243639632,8.086688958,10.75263176,7.706883204,0,2.352941176,10.05982438
11215,10850,10479,371,233,138,34.19354839,21.47465438,12.71889401,29182,541,241,300,18.5388253,8.258515523,10.28030978,0,2,3.640098365,2.200651489,5.840749855,2.155938088,2.739400194,4.895338282,10.73608814,7.695025664,0,2.352941176,10.04796684
94609,2380,2236,144,100,44,60.50420168,42.01680672,18.48739496,9794,136,75,61,13.88605269,7.657749643,6.228303043,0,0,7.122131363,2.040565052,9.162696414,3.1337378,1.659659575,4.793397376,13.95609379,10.00294507,0,0,10.00294507
02199,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,10
33138,3210,3069,141,22,119,43.92523364,6.853582555,37.07165109,11768,213,54,159,18.09993202,4.58871516,13.51121686,0,1,1.161728343,1.222757628,2.384485971,6.28389422,3.600341904,9.884236124,12.2687221,8.793531703,0,1.176470588,9.970002291
94109,6350,6141,209,33,176,32.91338583,5.196850394,27.71653543,33721,431,86,345,12.78135287,2.550339551,10.23101332,0,3,0.880901098,0.67959048,1.560491578,4.698139189,2.726264136,7.424403325,8.984894904,6.4398686,0,3.529411765,9.969280364
94608,3270,3083,187,102,85,57.18654434,31.19266055,25.99388379,13748,192,100,92,13.96566773,7.273785278,6.691882456,0,0,5.287365779,1.938249842,7.225615621,4.406138149,1.783189854,6.189328003,13.41494362,9.615078989,0,0,9.615078989
98136,3360,3231,129,59,70,38.39285714,17.55952381,20.83333333,7194,141,72,69,19.59966639,10.00834028,9.591326105,0,1,2.976457399,2.666928323,5.643385722,3.531390134,2.555806309,6.087196443,11.73058216,8.407823191,0,1.176470588,9.584293779
07302,7700,7480,220,47,173,28.57142857,6.103896104,22.46753247,19180,373,37,336,19.44734098,1.929092805,17.51824818,0,2,1.034651447,0.514046495,1.548697942,3.80839788,4.668097896,8.476495776,10.02519372,7.185496427,0,2.352941176,9.538437604
10004,830,808,22,3,19,26.5060241,3.614457831,22.89156627,1574,52,23,29,33.03684879,14.61245235,18.42439644,0,0,0.612674915,3.893788773,4.506463688,3.880274462,4.909559758,8.789834219,13.29629791,9.530040396,0,0,9.530040396
94702,2530,2372,158,116,42,62.45059289,45.84980237,16.60079051,7581,77,34,43,10.15697138,4.484896452,5.672074924,0,0,7.771849908,1.195092996,8.966942903,2.813945656,1.511441142,4.325386797,13.2923297,9.527196208,0,0,9.527196208
11238,5310,5094,216,125,91,40.6779661,23.54048964,17.13747646,23310,398,166,232,17.07421707,7.121407121,9.952809953,0,1,3.990271338,1.897645545,5.887916882,2.904917534,2.652131123,5.557048657,11.44496554,8.203109217,0,1.176470588,9.379579805
97211,4640,4462,178,128,50,38.36206897,27.5862069,10.77586207,12575,300,200,100,23.85685885,15.90457256,7.952286282,0,0,4.676047627,4.238100807,8.914148433,1.826581104,2.119050403,3.945631508,12.85977994,9.217168807,0,0,9.217168807
94607,2500,2354,146,72,74,58.4,28.8,29.6,11344,126,35,91,11.10719323,3.085331453,8.021861777,0,0,4.881793722,0.822150087,5.703943809,5.017399103,2.137590226,7.154989329,12.85893314,9.216561866,0,0,9.216561866
78725,1050,1026,24,13,11,22.85714286,12.38095238,10.47619048,2294,76,34,42,33.1299041,14.82127289,18.30863121,0,0,2.098654708,3.949433304,6.048088012,1.775784754,4.878711729,6.654496483,12.7025845,9.10449993,0,0,9.10449993
20024,1030,978,52,9,43,50.48543689,8.737864078,41.74757282,7043,63,0,63,8.945051825,0,8.945051825,0,1,1.481126736,0,1.481126736,7.076494406,2.383593221,9.460087627,10.94121436,7.842048635,0,1.176470588,9.018519224
30312,1590,1517,73,22,51,45.91194969,13.83647799,32.0754717,11263,197,42,155,17.49089941,3.729024239,13.76187517,0,0,2.34537609,0.993675282,3.339051372,5.437008207,3.667134971,9.104143178,12.44319455,8.91858377,0,0,8.91858377
98118,7280,6916,364,193,171,50,26.51098901,23.48901099,16043,235,133,102,14.64813314,8.290220034,6.357913109,0,0,4.493790962,2.209099809,6.702890771,3.98154536,1.694196846,5.675742206,12.37863298,8.872309656,0,0,8.872309656
19119,3360,3222,138,112,26,41.07142857,33.33333333,7.738095238,12056,234,185,49,19.40942269,15.3450564,4.064366291,0,0,5.650224214,4.089006206,9.739230421,1.311659193,1.083034076,2.394693269,12.13392369,8.696915768,0,0,8.696915768
19147,4940,4757,183,53,130,37.04453441,10.72874494,26.31578947,16296,357,122,235,21.90721649,7.486499755,14.42071674,0,0,1.818594434,1.994931993,3.813526427,4.460703327,3.842696873,8.303400199,12.11692663,8.684733226,0,0,8.684733226
97212,4890,4751,139,89,50,28.42535787,18.200409,10.22494888,10451,219,122,97,20.95493254,11.67352406,9.281408478,0,1,3.085091749,3.110650824,6.195742574,1.733197613,2.473222377,4.206419989,10.40216256,7.455686547,0,1.176470588,8.632157135
77019,3400,3330,70,11,59,20.58823529,3.235294118,17.35294118,10266,203,92,111,19.7740113,8.961620884,10.81239041,0,2,0.548404115,2.388008389,2.936412504,2.941440254,2.881184034,5.822624288,8.759036791,6.277986176,0,2.352941176,8.630927352
97213,5240,5072,168,109,59,32.0610687,20.80152672,11.25954198,13600,336,179,157,24.70588235,13.16176471,11.54411765,0,0,3.525998699,3.507223183,7.033221883,1.908568102,3.07616782,4.984735922,12.01795781,8.613797927,0,0,8.613797927
90029,3550,3479,71,24,47,20,6.76056338,13.23943662,14169,106,28,78,7.481120757,1.976145106,5.504975651,0,4,1.145960967,0.526584549,1.672545516,2.244173561,1.4669141,3.711087661,5.383633178,3.858686231,0,4.705882353,8.564568584
97217,4950,4768,182,97,85,36.76767677,19.5959596,17.17171717,13812,210,80,130,15.20417029,5.792064871,9.412105416,0,1,3.321646963,1.543414933,4.865061897,2.910721565,2.508049267,5.418770832,10.28383273,7.37087436,0,1.176470588,8.547344948
90755,1600,1525,75,11,64,46.875,6.875,40,4028,60,10,50,14.89572989,2.482621648,12.41310824,0,0,1.165358744,0.661545651,1.826904395,6.780269058,3.307728255,10.08799731,11.91490171,8.539933099,0,0,8.539933099
02125,2690,2563,127,32,95,47.21189591,11.89591078,35.31598513,12427,181,27,154,14.56505995,2.172688501,12.39237145,0,0,2.016436894,0.578957583,2.595394477,5.98629703,3.30220251,9.28849954,11.88389402,8.517708526,0,0,8.517708526
90028,2240,2110,130,12,118,58.03571429,5.357142857,52.67857143,15873,117,0,117,7.371007371,0,7.371007371,0,0,0.908071749,0,0.908071749,8.929372197,1.96415667,10.89352887,11.80160062,8.458725232,0,0,8.458725232
22209,1600,1569,31,7,24,19.375,4.375,15,6894,220,0,220,31.91180737,0,31.91180737,0,0,0.741591928,0,0.741591928,2.542600897,8.503558081,11.04615898,11.78775091,8.448798537,0,0,8.448798537
80207,3260,3203,57,25,32,17.48466258,7.668711656,9.81595092,9273,307,103,204,33.10686941,11.10751645,21.99935296,0,0,1.299898209,2.959826441,4.25972465,1.663869707,5.862180524,7.526050231,11.78577488,8.447382234,0,0,8.447382234
80205,3250,3168,82,25,57,25.23076923,7.692307692,17.53846154,12972,121,47,74,9.327782917,3.623188406,5.704594511,0,3,1.303897896,0.965473146,2.269371041,2.972887202,1.520106655,4.492993858,6.762364899,4.84688378,0,3.529411765,8.376295545
90814,2520,2384,136,66,70,53.96825397,26.19047619,27.77777778,9263,85,39,46,9.176292778,4.210299039,4.965993739,0,0,4.439461883,1.121920862,5.561382745,4.708520179,1.323291273,6.031811452,11.5931942,8.309351203,0,0,8.309351203
94158,1120,1070,50,13,37,44.64285714,11.60714286,33.03571429,2929,44,0,44,15.02219187,0,15.02219187,0,0,1.96748879,0,1.96748879,5.599775785,4.002972305,9.60274809,11.57023688,8.292896686,0,0,8.292896686
