ogArtist,songName,badword,count,category,year,isCensored,isPresent,ogLyric,kbLyric
Justin Timberlake,my love,woman,1,identity,2007,1,1,"Ain't another woman that can take your spot, my—",cuts verse
Justin Timberlake,my love,woman,2,identity,2007,1,1,Ain't another woman that could take your spot,"Ain't another girl that can take your spot, my love"
Justin Timberlake,my love,woman,3,identity,2007,1,1,"Ain't another woman that could take your spot, my love","Ain't another girl that can take your spot, my love"
Justin Timberlake,my love,woman,4,identity,2007,1,1,Ain't another woman that could take your spot,"Ain't another girl that can take your spot, my love"
Justin Timberlake,my love,woman,5,identity,2007,1,1,"Ain't another woman that could take your spot, my love","Ain't another girl that can take your spot, my love"
Justin Timberlake,my love,woman,6,identity,2007,1,1,Ain't another woman that could take your spot,"Ain't another girl that can take your spot, my love"
Justin Timberlake,my love,woman,7,identity,2007,1,1,"Ain't another woman that could take your spot, my love","Ain't another girl that can take your spot, my love"
Justin Timberlake,not a bad thing,bleed,1,violence,2014,1,1,Now you're bleeding,And you're hurting
Justin Timberlake,not a bad thing,bleed,2,violence,2014,1,1,Now you're bleeding,And you're hurting
Justin Timberlake,not a bad thing,cuts,1,violence,2014,1,1,When someone cuts your heart open with a knife,When someone breaks your heart open with a light
Justin Timberlake,not a bad thing,cuts,2,violence,2014,1,1,When someone cuts your heart open with a knife,When someone breaks your heart open with a light
Justin Timberlake,not a bad thing,fuck,1,profanity,2014,1,1,Cause you might fuck around and find your dreams come true with me,Cause you might look around and find your dreams come true with me
Justin Timberlake,not a bad thing,fuck,2,profanity,2014,1,1,Cause you might fuck around and find your dreams come true with me,Cause you might look around and find your dreams come true with me
Justin Timberlake,not a bad thing,fuck,3,profanity,2014,1,1,Cause you might fuck around and find your dreams come true with me,Cause you might look around and find your dreams come true with me
Justin Timberlake,not a bad thing,knife,1,violence,2014,1,1,When someone cuts your heart open with a knife,When someone breaks your heart open with a light
Justin Timberlake,not a bad thing,knife,2,violence,2014,1,1,When someone cuts your heart open with a knife,When someone breaks your heart open with a light
Kanye West,heartless,woman,1,identity,2009,1,1,He lost his soul to a woman so heartless,He lost his soul to a girl so heartless
Kanye West,heartless,woman,2,identity,2009,1,1,He lost his soul to a woman so heartless,He lost his soul to a girl so heartless
Kanye West,heartless,woman,3,identity,2009,1,1,He lost his soul to a woman so heartless,He lost his soul to a girl so heartless
Kanye West,heartless,woman,4,identity,2009,1,1,He lost his soul to a woman so heartless,He lost his soul to a girl so heartless
Katy Perry,california gurls,ass,1,profanity,2010,1,1,All that ass hanging out,cuts verse
Katy Perry,california gurls,bikini,1,sexual,2010,1,1,"Daisy Dukes, bikinis on top","Fine, fresh, fierce, we got it on lock"
Katy Perry,california gurls,bikini,2,sexual,2010,1,1,"Daisy Dukes, bikinis on top","Fine, fresh, fierce, we got it on lock"
Katy Perry,california gurls,bikini,3,sexual,2010,1,1,"Bikinis, zucchinis, martinis, no weenies",cuts verse
Katy Perry,california gurls,bikini,4,sexual,2010,1,1,"Daisy Dukes, bikinis on top","Fine, fresh, fierce, we got it on lock"
Katy Perry,california gurls,buns,1,sexual,2010,1,1,"Kiss her, touch her, squeeze her buns (Uh!)",cuts verse
Katy Perry,california gurls,creep,1,other,2010,1,1,Trying to creep a little sneak peek (At us),Tryna act a little crazy
Katy Perry,california gurls,freak,1,sexual,2010,1,1,We freak in my Jeep ​*horn honks*​,cuts verse
Katy Perry,california gurls,freak,2,sexual,2010,1,1,The girl's a freak,cuts verse
Katy Perry,california gurls,gin,1,alcohol & drugs,2010,1,1,Sipping gin and juice,Sippin' on a juice
Katy Perry,california gurls,kiss,1,sexual,2010,1,1,"Kiss her, touch her, squeeze her buns (Uh!)",cuts verse
Katy Perry,california gurls,man,1,identity,2010,1,1,"California gurls, man",California gurls
Katy Perry,california gurls,martini,1,alcohol & drugs,2010,1,1,"Bikinis, zucchinis, martinis, no weenies",cuts verse
Katy Perry,california gurls,sex,1,sexual,2010,1,1,Sex (Sex) on the beach,cuts verse
Katy Perry,california gurls,skin,1,sexual,2010,1,1,"Sun-kissed skin so hot, we'll melt your popsicle","Sun-kissed beach, so hot, will melt your Popsicle"
Katy Perry,california gurls,skin,2,sexual,2010,1,1,"Sun-kissed skin so hot, we'll melt your popsicle","Sun-kissed beach, so hot, will melt your Popsicle"
Katy Perry,california gurls,skin,3,sexual,2010,1,1,"Sun-kissed skin so hot, we'll melt your popsicle","Sun-kissed beach, so hot, will melt your Popsicle"
Katy Perry,california gurls,touch,1,sexual,2010,1,1,"Kiss her, touch her, squeeze her buns (Uh!)",cuts verse
Katy Perry,chained to the rhythm,drink,1,alcohol & drugs,2017,1,1,"Drink, this one is on me","Dance, this one is on me"
Katy Perry,chained to the rhythm,drink,2,alcohol & drugs,2017,1,1,"Drink, this one is on me","Dance, this one is on me"
Katy Perry,chained to the rhythm,drink,3,alcohol & drugs,2017,1,1,"Drink, this one is on me","Dance, this one is on me"
Katy Perry,chained to the rhythm,drink,4,alcohol & drugs,2017,1,1,"Drink, this one is on me","Dance, this one is on me"
Katy Perry,chained to the rhythm,drink,5,alcohol & drugs,2017,1,1,"Drink, this one is on me","Dance, this one is on me"
Katy Perry,chained to the rhythm,high,1,alcohol & drugs,2017,1,1,"Ay, up in your high place, liars",cuts verse
Katy Perry,dark horse,addict,1,alcohol & drugs,2014,1,1,"But lil mama so dope, I messed around and got addicted",cuts verse
Katy Perry,dark horse,bedroom,1,sexual,2014,1,1,"She ride me like a roller coaster, turn the bedroom into a fair (A fair)",cuts verse
Katy Perry,dark horse,coma,1,other,2014,1,1,"She can be my sleeping beauty, I'm gon' put her in a coma (Woo!)",cuts verse
Katy Perry,dark horse,damn,1,profanity,2014,1,1,"Damn, I think I love her, shawty's so bad, I'm sprung and I don't care",cuts verse
Katy Perry,dark horse,dope,1,alcohol & drugs,2014,1,1,"But lil mama so dope, I messed around and got addicted",cuts verse
Katy Perry,dark horse,drug,1,alcohol & drugs,2014,1,1,"Her love is like a drug, I was tryna hit it and quit it",cuts verse
Katy Perry,dark horse,sleep,1,sexual,2014,1,1,"She can be my sleeping beauty, I'm gon' put her in a coma (Woo!)",cuts verse
Katy Perry,hot n cold,bipolar,1,other,2009,1,1,Got a case of a love bipolar,Got a case of a love disorder
Katy Perry,hot n cold,bitch,1,profanity,2009,1,1,"Yeah, you PMS like a bitch; I would know","Yeah, you be a mess like a girl I would know"
Katy Perry,the one that got away,high,1,alcohol & drugs,2012,1,1,"Summer after high school, when we first met",Summer right before school when we first met
Katy Perry,the one that got away,liquor,1,alcohol & drugs,2012,1,1,Used to steal your parents' liquor and climb to the roof,Used to eat your favorite ice cream and hang by the pool
Katy Perry,the one that got away,tattoo,1,other,2012,1,1,"And on my 18th birthday, we got matching tattoos",And when it was my birthday you bought me some balloons
Katy Perry,the one that got away,tattoo,2,other,2012,1,1,Someone said you had your tattoo removed,Someone said you had your heart break removed
Keala Settle,this is me,bullet,1,violence,2018,1,1,Another round of bullets hits my skin,Another round of words could hit my skin (Ayy)
Kelly Clarkson,already gone,kiss,1,sexual,2010,1,1,It started with a perfect kiss then,It started with a perfect thing then
Kelly Clarkson,already gone,poison,1,violence,2010,1,1,We could feel the poison set in,We could feel the power set in
Kelly Clarkson,because of you,damn,1,profanity,2006,1,1,For the same damn thing,For the same old thing
Kelly Clarkson,because of you,die,1,violence,2006,1,1,"I watched you die, I heard you cry every night in your sleep","I watched you cry, I heard you cry every night in your sleep"
Kelly Clarkson,never again,bed,1,sexual,2007,1,1,"I hope when you're in bed with her, you think of me",I hope that when you're out with her you think of me
Kelly Clarkson,never again,die,1,violence,2007,1,1,"You'll die together, but alone",You'll be together but alone
Kelly Clarkson,stronger,bed,1,sexual,2012,1,1,You know the bed feels warmer,You know that life feels better
Kelly Clarkson,stronger,dead,1,violence,2012,1,1,"Baby, you don't know me, 'cause you're dead wrong",Maybe you don't know me cause you've been gone
Kelly Clarkson,stronger,sleep,1,sexual,2012,1,1,Sleepin' here alone (Sleepin' here alone),Sitting here alone. sitting here alone
Kelly Clarkson,walk away,man,1,identity,2007,1,1,I want a man by my side,I want a boy by my side
Keri Hilson,knocks you down,bitch,1,profanity,2010,1,1,"For advice, OMG, you listen to that, bitch",cuts verse
Keri Hilson,knocks you down,bullet,1,violence,2010,1,1,She shot the bullet that ended that life (Oh),cuts verse
Keri Hilson,knocks you down,damn,1,profanity,2010,1,1,But I know it feels so damn good,"But I know it feels so, so good"
Keri Hilson,knocks you down,god,1,other,2010,1,1,How could a goddess ask someone that's only average?,"I'll admit it, I was scared to answer love's call"
Keri Hilson,knocks you down,high,1,alcohol & drugs,2010,1,1,I used to be commander-in-chief of my pimp shit flying high (Flying high),I used to be Commander-in-Chief of my own ship flyin' high
Keri Hilson,knocks you down,pimp,1,sexual,2010,1,1,I used to be commander-in-chief of my pimp shit flying high (Flying high),I used to be Commander-in-Chief of my own ship flyin' high
Keri Hilson,knocks you down,pimp,2,sexual,2010,1,1,I swear to you the pimp in me just died tonight,cuts verse
Keri Hilson,knocks you down,shit,1,profanity,2010,1,1,I used to be commander-in-chief of my pimp shit flying high (Flying high),I used to be Commander-in-Chief of my own ship flyin' high
Kesha,praying,god,1,other,2018,1,1,But some things only God can forgive,cuts verse
Kesha,praying,hell,1,profanity,2018,1,1,’Cause you brought the flames and you put me through hell,You brought the flames and you know it too well
Kesha,praying,hell,2,profanity,2018,1,1,You brought the flames and you put me through hell,You brought the flames and you know it too well
Kesha,praying,pray,5,other,2018,1,1,"Oh, sometimes I pray for you at night",cuts verse
Kevin Rudolf,let it rock,bang,1,sexual,2009,1,1,"My aim is perfect, I'll bang ya",cuts verse
Kevin Rudolf,let it rock,crime,1,violence,2009,1,1,And you do your crime,And you stand in line
Kevin Rudolf,let it rock,dick,1,sexual,2009,1,1,"I can dick you up, I can dick you down",cuts verse
Kevin Rudolf,let it rock,dirty,2,sexual,2009,1,1,Dirty like socks that's on the ground,cuts verse
Kevin Rudolf,let it rock,god,1,other,2009,1,1,So you pray to God to justify the way,So you pray a lot to justify the way you live a lie
Kevin Rudolf,let it rock,panties,1,sexual,2009,1,1,"Panties drop, and the tops",cuts verse
Khalid & Normani,love lies,damn,1,profanity,2019,1,1,But I've been waitin' for you for my whole damn life,But I've been waitin' for you for my whole life
Khalid & Normani,love lies,shit,1,profanity,2019,1,1,You've got some shit to say and I'm here to listen,"You've got something to say and I'm here to listen, so, baby..."
Khalid & Normani,love lies,shit,2,profanity,2019,1,1,You've got some shit to say and I'm here to listen,"You've got something to say and I'm here to listen, so, baby..."
Kiiara,gold,bodies,1,sexual,2017,1,1,Bodies on the pavement,Running on the pavement
Kiiara,gold,bodies,2,sexual,2017,1,1,Bodies on the pavement (Oh),Running on the pavement
Kygo & Selena Gomez,it ain't me,drunk,1,alcohol & drugs,2017,1,1,When you're drunk and all alone?,Who's waking up to take you home when you're through and all alone?
Kygo & Selena Gomez,it ain't me,drunk,2,alcohol & drugs,2017,1,1,When you're drunk and all alone?,Who's waking up to take you home when you're through and all alone?
Kygo & Selena Gomez,it ain't me,high,1,alcohol & drugs,2017,1,1,Nowhere's high enough,Nowhere's far enough
Kygo & Selena Gomez,it ain't me,sippin,1,alcohol & drugs,2017,1,1,We were sipping whiskey neat,You were hanging out with me
Kygo & Selena Gomez,it ain't me,whiskey,1,alcohol & drugs,2017,1,1,We were sipping whiskey neat,You were hanging out with me
Kygo & Selena Gomez,it ain't me,whiskey,2,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,3,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,4,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,5,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,6,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,7,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,8,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,9,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,10,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Kygo & Selena Gomez,it ain't me,whiskey,11,alcohol & drugs,2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",cuts verse
Lady Gaga,alejandro,cigarette,1,alcohol & drugs,2010,1,1,Just smoke my cigarette and hush,Just walk away from me and hush
Lady Gaga,alejandro,cigarette,3,alcohol & drugs,2010,1,1,Just smoke my cigarette and hush,Just walk away from me and hush
Lady Gaga,alejandro,cigarette,4,alcohol & drugs,2010,1,1,"Ale-Alejandro, Ale-Alejandro (Just smoke my cigarette and hush)",Alejandro
Lady Gaga,alejandro,kiss,1,sexual,2010,1,1,"Don't wanna kiss, don't wanna touch","Don't wanna miss, don't want too much"
Lady Gaga,alejandro,kiss,2,sexual,2010,1,1,"Don't wanna kiss, don't wanna touch","Don't wanna miss, don't want too much"
Lady Gaga,alejandro,kiss,3,sexual,2010,1,1,Don't wanna kiss,Don't wanna miss
Lady Gaga,alejandro,kiss,4,sexual,2010,1,1,"Don't wanna kiss, don't wanna touch","Don't wanna miss, don't want too much"
Lady Gaga,alejandro,kiss,5,sexual,2010,1,1,"(Don't wanna kiss, don't wanna touch) Alejandro, Alejandro",Alejandro
Lady Gaga,alejandro,smoke,1,alcohol & drugs,2010,1,1,Just smoke my cigarette and hush,Just walk away from me and hush
Lady Gaga,alejandro,smoke,2,alcohol & drugs,2010,1,1,Just smoke my cigarette and hush,Just walk away from me and hush
Lady Gaga,alejandro,smoke,3,alcohol & drugs,2010,1,1,Just smoke my cigarette and hush,Just walk away from me and hush
Lady Gaga,alejandro,smoke,4,alcohol & drugs,2010,1,1,"Ale-Alejandro, Ale-Alejandro (Just smoke my cigarette and hush)",Ale-ale-jandro
Lady Gaga,alejandro,touch,1,sexual,2010,1,1,"Don't wanna kiss, don't wanna touch","Don't wanna miss, don't want too much"
Lady Gaga,alejandro,touch,2,sexual,2010,1,1,"Don't wanna kiss, don't wanna touch","Don't wanna miss, don't want too much"
Lady Gaga,alejandro,touch,3,sexual,2010,1,1,Don't wanna touch,Don't want too much
Lady Gaga,alejandro,touch,4,sexual,2010,1,1,"Don't wanna kiss, don't wanna touch","Don't wanna miss, don't want too much"
Lady Gaga,alejandro,touch,5,sexual,2010,1,1,"(Don't wanna kiss, don't wanna touch) Alejandro, Alejandro",Alejandro
Lady Gaga,born this way,gay,1,identity,2011,1,1,"No matter gay, straight, or bi",cuts verse
Lady Gaga,born this way,lesbian,1,identity,2011,1,1,"Lesbian, transgender life",cuts verse
Lady Gaga,born this way,transgender,1,identity,2011,1,1,"Lesbian, transgender life",cuts verse
Lady Gaga,paparazzi,cigarette,1,alcohol & drugs,2010,1,1,Eyeliner and cigarettes,Eyeliner and all the rest
Lady Gaga,paparazzi,shit,1,profanity,2010,1,1,Snap snap to that shit on the radio,"(Stop, stop) That song on the radio"
Lady Gaga,telephone,drink,1,alcohol & drugs,2010,1,1,"And I cannot text you with a drink in my hand, eh",Can not text you when i'm going to dance-eh
Lady Gaga,telephone,sippin,1,alcohol & drugs,2010,1,1,Cause I'm out in the club and I'm sipping that bubb,"I'm out in the club, meeting that grub"
Lady Gaga,telephone,sippin,2,alcohol & drugs,2010,1,1,Cause I'm out in the club and I'm sipping that bubb,"I'm out in the club, meeting that grub"
Lady Gaga,telephone,sippin,3,alcohol & drugs,2010,1,1,Cause I'm out in the club and I'm sipping that bubb,"I'm out in the club, meeting that grub"
Lady Gaga,telephone,sippin,4,alcohol & drugs,2010,1,1,Cause I'm out in the club and I'm sipping that bubb,"I'm out in the club, meeting that grub"
Lady Gaga,telephone,sippin,5,alcohol & drugs,2010,1,1,"Cause I'm out in the club, and I'm sipping that bubb","I'm out in the club, meeting that grub"
Lady Gaga,telephone,sippin,6,alcohol & drugs,2010,1,1,"Cause I'm out in the club, and I'm sipping that bubb","I'm out in the club, meeting that grub"
Lana Del Rey,summertime sadness,die,1,violence,2014,1,1,"I know if I go, I'll die happy tonight","I know if I go, I'll be happy tonight"
Lana Del Rey,summertime sadness,god,1,other,2014,1,1,"Oh, my God, I feel it in the air","Oh, my gosh, I feel it in the air"
Lana Del Rey,summertime sadness,god,2,other,2014,1,1,"Oh, my God, I feel it in the air","Oh, my gosh, I feel it in the air"
Lana Del Rey,summertime sadness,high,1,alcohol & drugs,2014,1,1,"High heels off, I'm feelin' alive","New shoes on, I'm feeling alive"
Lana Del Rey,summertime sadness,kiss,1,sexual,2014,1,1,Kiss me hard before you go,Listen hard before you go
Lana Del Rey,summertime sadness,kiss,2,sexual,2014,1,1,Kiss me hard before you go,Listen hard before you go
Lana Del Rey,summertime sadness,kiss,3,sexual,2014,1,1,Kiss me hard before you go,Listen hard before you go
Lana Del Rey,summertime sadness,kiss,4,sexual,2014,1,1,Kiss me hard before you go,Listen hard before you go
Lauren Daigle,you say,god,1,other,2019,1,1,"You have every failure, God",cuts verse
Lauv,i like me better,bed,1,sexual,2018,1,1,"Waking up in this bed next to you swear the room, yeah, it got no ceiling","Hanging out on the couch next to you, swear the room, yeah, it got no ceiling"
Lauv,i like me better,damn,1,profanity,2018,1,1,Damn,Yeah
Lauv,i like me better,damn,2,profanity,2018,1,1,Damn,Yeah
Lauv,i like me better,drunk,1,alcohol & drugs,2018,1,1,To be drunk and in love in New York City,To be young and in love in New York City
Lauv & Troye Sivan,i'm so tired...,kill,1,violence,2019,1,1,"Strangers, killing my lonely nights with strangers","Strangers, watching them all pass by those strangers"
Len,steal my sunshine,man,1,identity,2001,1,1,"Man, I've never seen Sharon look so bad before",cuts verse
LFO,summer girls,hip,2,sexual,2001,1,1,Always been hip to the B-boy style,Always been hip to the be -ball style
Lil Nas X,old town road,boob,1,sexual,2019,1,1,Bull ridin' and boobies,Bull ridin' and bougie
Lil Nas X,old town road,booty,1,sexual,2019,1,1,Wrangler on my booty,Wrangler like on TV
Lizzo,truth hurts,bitch,1,profanity,2019,1,1,"I just took a DNA test, turns out I'm 100% that bitch","I just took a DNA test, turns out I'm 100% that kid"
Lizzo,truth hurts,bitch,2,profanity,2019,1,1,"You coulda had a bad bitch, non-committal","You coulda had a good friend, non-committal"
Lizzo,truth hurts,bitch,3,profanity,2019,1,1,"Hey, I'm glad you're back with your bitch","Hey, I'm glad you're back with your friends"
Lizzo,truth hurts,bitch,4,profanity,2019,1,1,"I don't play tag, bitch, I been it (One time)","I don't play tag, yeah, I been it (One time)"
Lizzo,truth hurts,bitch,5,profanity,2019,1,1,"I don't play tag, bitch, I been it (One time)","I don't play tag, yeah, I been it (One time)"
Lizzo,truth hurts,fuck,1,profanity,2019,1,1,"We don't fuck with lies (Two times), we don't do goodbyes (Woo)","We don't deal with lies (Two times), we don't do goodbyes (Woo)"
Lizzo,truth hurts,fuck,2,profanity,2019,1,1,"We don't fuck with lies (Two times), we don't do goodbyes (Woo)","We don't deal with lies (Two times), we don't do goodbyes (Woo)"
Lizzo,truth hurts,man,1,identity,2019,1,1,New man on the Minnesota Vikings (Minnesota Vikings),"New ones, like the Minnesota Vikings"
Lizzo,truth hurts,man,2,identity,2019,1,1,New man on the Minnesota Vikings (Minnesota Vikings),"New ones, like the Minnesota Vikings"
Lizzo,truth hurts,man,3,identity,2019,1,1,New man on the Minnesota Vikings (Minnesota Vikings),"New ones, like the Minnesota Vikings"
Lizzo,truth hurts,men,1,identity,2019,1,1,Why men great 'til they gotta be great?,Why you great 'til they gotta be great?
Lizzo,truth hurts,men,2,identity,2019,1,1,Why men great 'til they gotta be great? ('Til they gotta be great),Why you great 'til they gotta be great?
Lizzo,truth hurts,men,3,identity,2019,1,1,Why men great 'til they gotta be great? ('Til they gotta be great),Why you great 'til they gotta be great?
Lizzo,truth hurts,men,4,identity,2019,1,1,Why men great 'til they gotta be great? ('Til they gotta be great),Why you great 'til they gotta be great?
LMFAO,party rock anthem,drank,1,alcohol & drugs,2012,1,1,Where the drank? I gots to know,What the track I gots to know
Lorde,royals,blood,1,violence,2014,1,1,"Bloodstains, ball gowns, trashin' the hotel room","Grass stains, ball gowns, trashin' the hotel room"
Lorde,royals,blood,3,violence,2014,1,1,"Bloodstains, ball gowns, trashin' the hotel room","Grass stains, ball gowns, trashin' the hotel room"
Lorde,royals,bloodstain,1,violence,2014,1,1,"Bloodstains, ball gowns, trashin' the hotel room","Grass stains, ball gowns, trashin' the hotel room"
Lorde,royals,bloodstain,2,violence,2014,1,1,"Bloodstains, ball gowns, trashin' the hotel room","Grass stains, ball gowns, trashin' the hotel room"
Lukas Graham,7 years,drink,1,alcohol & drugs,2016,1,1,By eleven smoking herb and drinking burning liquor,By eleven hanging out and thinking we were slicker
Lukas Graham,7 years,liquor,1,alcohol & drugs,2016,1,1,By eleven smoking herb and drinking burning liquor,By eleven hanging out and thinking we were slicker
Lukas Graham,7 years,smoking,1,alcohol & drugs,2016,1,1,By eleven smoking herb and drinking burning liquor,By eleven hanging out and thinking we were slicker
Lukas Graham,7 years,woman,1,identity,2016,1,1,My woman brought children for me,I hope I have children for me?
Macklemore,good  old days,bottle,1,alcohol & drugs,2018,1,1,Wish I put the bottle back on that shelf,Wish I put those things back on that shelf
Macklemore,good  old days,drink,1,alcohol & drugs,2018,1,1,Wish I didn't drink all of that flask first,Wish I didn't think all of that stuff first
Macklemore & Ryan Lewis,downtown,ass,1,profanity,2016,1,1,And a bad little mama with her ass in my face,And a cute little mama with a smile on her face
Macklemore & Ryan Lewis,downtown,ball,1,other,2016,1,1,Tip-toeing in the street like ballet,Tip-toeing through the streets like Dally
Macklemore & Ryan Lewis,downtown,body,1,sexual,2016,1,1,"Killing the game, 'bout to catch a body",cuts verse
Macklemore & Ryan Lewis,downtown,bullet,1,violence,2016,1,1,"Stone washed, so raw, moped like a bullet, oh, yee-ow","Stone washed so raw, moped like a record"
Macklemore & Ryan Lewis,downtown,damn,1,profanity,2016,1,1,"Cause I'm too damn quick, I'm too damn slick","Because I'm too too quick, I'm too too slick"
Macklemore & Ryan Lewis,downtown,dope,2,alcohol & drugs,2016,1,1,Dope,Nope
Macklemore & Ryan Lewis,downtown,dope,3,alcohol & drugs,2016,1,1,Dope,Nope
Macklemore & Ryan Lewis,downtown,fuck,1,profanity,2016,1,1,"I went to the moped store, said ""Fuck it""",I went to the moped store and said what if
Macklemore & Ryan Lewis,downtown,fuck,2,profanity,2016,1,1,"Fuck a bus pass, you got a moped, man",cuts verse
Macklemore & Ryan Lewis,downtown,fuck,3,profanity,2016,1,1,"""Going thirty-eight, Dan, chill the fuck out","Going thirty-eight man, you need to chill out"
Macklemore & Ryan Lewis,downtown,god,1,other,2016,1,1,"Goddamn, man, everybody got Bugattis",cuts verse
Macklemore & Ryan Lewis,downtown,hell,1,profanity,2016,1,1,"Eight hundred cash, that's a hell of a deal",800 cash it’s a steal of a deal
Macklemore & Ryan Lewis,downtown,hell,2,profanity,2016,1,1,"Mow your damn lawn and sit the hell down""",Mow your own lawn and sit right back down
Macklemore & Ryan Lewis,downtown,hella,1,profanity,2016,1,1,But I'ma keep it hella 1987,cuts verse
Macklemore & Ryan Lewis,downtown,hella,2,profanity,2016,1,1,"I'm stunting on everybody, hella raw, pass the Wasabi",cuts verse
Macklemore & Ryan Lewis,downtown,kill,1,violence,2016,1,1,"Killing the game, 'bout to catch a body",cuts verse
Macklemore & Ryan Lewis,downtown,man,1,identity,2016,1,1,"Goddamn, man, everybody got Bugattis",cuts verse
Macklemore & Ryan Lewis,downtown,man,2,identity,2016,1,1,"Fuck a bus pass, you got a moped, man",cuts verse
Macklemore & Ryan Lewis,downtown,pimp,1,sexual,2016,1,1,Sounding like a French pimp from back in the day,Stunting like a Fresh Prince you remember me
Macklemore & Ryan Lewis,downtown,scrotum,1,sexual,2016,1,1,I'm so low that my scrotum's almost dragging up on the concrete,cuts verse
Macklemore & Ryan Lewis,downtown,shit,1,profanity,2016,1,1,"There's layers to this shit, player, tiramisu, tiramisu",There's layers to this like tiramisu tiramisu
Macklemore & Ryan Lewis,thrift shop,ass,1,profanity,2013,1,1,"The people like, ""Damn, that's a cold ass honkey""","The people like “Hey, the guy on the marquee!”"
Macklemore & Ryan Lewis,thrift shop,bitch,1,profanity,2013,1,1,"And saving my money and I'm hella happy; that’s a bargain, bitch","Saving my money and I’m super happy, that’s a bargain, yeah"
Macklemore & Ryan Lewis,thrift shop,bitch,2,profanity,2013,1,1,"50 dollars for a T-shirt, that's just some ignorant bitch shit","Fifty dollars for a t-shirt, that’s just silly overpriced"
Macklemore & Ryan Lewis,thrift shop,cock,1,sexual,2013,1,1,"Walk into the club like, ""What up? I got a big cock""","Now walk into the club like ""What up?! I got a hit song!"""
Macklemore & Ryan Lewis,thrift shop,damn,1,profanity,2013,1,1,Ice on the fringe is so damn frosty,Ice on the fringe is so so frosty
Macklemore & Ryan Lewis,thrift shop,damn,2,profanity,2013,1,1,I'll wear your granddad's clothes (Damn right),I wear your granddad's clothes
Macklemore & Ryan Lewis,thrift shop,fuck,1,profanity,2013,1,1,This is fucking awesome,This is really awesome
Macklemore & Ryan Lewis,thrift shop,fuck,2,profanity,2013,1,1,"Fuck it, coppin' it, washin' it, 'bout to go and get some compliments","Bag it, poppin' it, washin' it, ‘bout to go and get some compliments"
Macklemore & Ryan Lewis,thrift shop,fuck,3,profanity,2013,1,1,"Bummy and grungy, fuck it man, I am stunting and flossin'","Bummy and grungy, wear it man, I am stunting and flossing and"
Macklemore & Ryan Lewis,thrift shop,fuck,4,profanity,2013,1,1,This is fucking awesome,This is really awesome
Macklemore & Ryan Lewis,thrift shop,fuck,5,profanity,2013,1,1,This is fucking awesome,This is really awesome
Macklemore & Ryan Lewis,thrift shop,fuck,6,profanity,2013,1,1,"Second hand and I'll rock that, motherfucker",Second hand and I’ll rock that like it's awesome
Macklemore & Ryan Lewis,thrift shop,fuck,7,profanity,2013,1,1,The built-in onesie with the socks on the motherfucker,The built-in onesie with the socks on that really awesome
Macklemore & Ryan Lewis,thrift shop,fuck,8,profanity,2013,1,1,I hit the party and they stop in that motherfucker,I hit the party and they stop because I'm really awesome
Macklemore & Ryan Lewis,thrift shop,fuck,9,profanity,2013,1,1,This is fucking awesome,This is really awesome
Macklemore & Ryan Lewis,thrift shop,fuck,10,profanity,2013,1,1,This is fucking awesome,This is really awesome
Macklemore & Ryan Lewis,thrift shop,hella,1,profanity,2013,1,1,"Rollin' in hella deep, headed to the mezzanine","Rolling in super deep, headed to the mezzanine"
Macklemore & Ryan Lewis,thrift shop,hella,2,profanity,2013,1,1,"And saving my money and I'm hella happy; that’s a bargain, bitch","Saving my money and I’m super happy, that’s a bargain, yeah"
Macklemore & Ryan Lewis,thrift shop,hella,3,profanity,2013,1,1,"They be like, ""Oh, that Gucci? That's hella tight""","They be like “Oh that Gucci, that’s really tight”"
Macklemore & Ryan Lewis,thrift shop,hella,4,profanity,2013,1,1,That shirt's hella dough,That shirt’s really dough
Macklemore & Ryan Lewis,thrift shop,hella,5,profanity,2013,1,1,And having the same one as six other people in this club is a hella don't,And having the same one as six other people in this club is a major don’t
Macklemore & Ryan Lewis,thrift shop,hella,6,profanity,2013,1,1,"Man, you hella won't! Man, you hella won't!","Man you really won’t, man you really won't"
