"artist","song","person","name","n"
"Alabama Shakes","Hold On",TRUE,"Brittany",2
"Alan Jackson","Drive (For Daddy Gene)",FALSE,"Ford",2
"Alicia Keys","A Woman's Worth",TRUE,"Baby",2
"Alicia Keys","You Don't Know My Name",TRUE,"Baby",2
"All-4-One","I Can Love You Like That",FALSE,"Heaven",2
"Alvin And The Chipmunks Featuring Chris Classic","Witch Doctor (2007)",TRUE,"Baby",2
"Amanda Marshall","Birmingham",TRUE,"Virgil",2
"America","Muskrat Love",TRUE,"Sammy",2
"America","Ventura Highway",TRUE,"Joe",2
"Andy Kim","Rock Me Gently",TRUE,"Baby",2
"Andy Pratt","Avenging Annie",TRUE,"Annie",2
"Andy Williams","The Village Of St. Bernadette",FALSE,"Bernadette",2
"Anita Baker","Talk To Me",TRUE,"Baby",2
"Anne Murray","Daydream Believer",TRUE,"Jean",2
"Anuel AA & Karol G","Secreto",TRUE,"Baby",2
"Aretha Franklin","Rock-A-Bye Your Baby With A Dixie Melody",TRUE,"Joe",2
"Aretha Franklin","You Send Me",TRUE,"Baby",2
"Ariana Grande","Ghostin",TRUE,"Baby",2
"Ariana Grande","In My Head",TRUE,"Abel",2
"Ariana Grande Featuring Lil Wayne","Let Me Love You",TRUE,"Wayne",2
"Atlanta Rhythm Section","Jukin",FALSE,"Austin",2
"August Alsina","No Love",TRUE,"August",2
"Austin Mahone Featuring Pitbull","Mmm Yeah",TRUE,"Austin",2
"Average White Band","Let's Go 'Round Again",TRUE,"Baby",2
"B.B. King","The Woman I Love",FALSE,"Heaven",2
"B.B. King","To Know You Is To Love You",TRUE,"Baby",2
"B.J. Thomas","Pass The Apple Eve",TRUE,"Eve",2
"B.o.B","I Am The Champion",TRUE,"Bob",2
"B.o.B Featuring T.I. & Playboy Tre","Bet I",TRUE,"Tre",2
"B.o.B Featuring Taylor Swift","Both Of Us",TRUE,"Bobby Ray",2
"Bad Bunny Featuring Drake","MIA",TRUE,"Romeo",2
"Bad Company","Feel Like Makin' Love",FALSE,"Heaven",2
"Bad Company","Feel Like Makin' Love",TRUE,"Baby",2
"Bad English","Straight To Your Heart",TRUE,"Baby",2
"Badfinger","Come And Get It",TRUE,"Sonny",2
"Barbra Streisand","Second Hand Rose",TRUE,"Rose",2
"Barry Manilow","Some Kind Of Friend",TRUE,"Baby",2
"Barry White","I'll Do For You Anything You Want Me To",TRUE,"Baby",2
"Barry White","What Am I Gonna Do With You",TRUE,"Baby",2
"BBMak","Back Here",TRUE,"Baby",2
"Becky G Featuring Bad Bunny","Mayores",TRUE,"Becky",2
"Bee Gees","First Of May",FALSE,"May",2
"Beenie Man Featuring Ms. Thing","Dude",TRUE,"Maxine",2
"Belinda Carlisle","Do You Feel Like I Feel?",TRUE,"Baby",2
"Belinda Carlisle","Heaven Is A Place On Earth",TRUE,"Baby",2
"benny blanco, Tainy, Selena Gomez & J Balvin","I Can't Get Enough",TRUE,"Baby",2
"Bette Midler","When A Man Loves A Woman",TRUE,"Baby",2
"Beyonce","Dangerously In Love",TRUE,"Baby",2
"Beyonce","Formation",TRUE,"Bill",2
"Beyonce","Irreplaceable",TRUE,"Baby",2
"Beyonce","Naughty Girl",TRUE,"Baby",2
"Beyonce","Video Phone",TRUE,"Baby",2
"Beyonce Featuring Lady Gaga","Video Phone",TRUE,"Baby",2
"Big Punisher Featuring Joe","Still Not A Player",TRUE,"Joe",2
"Big Sean Featuring Chris Brown","My Last",TRUE,"Sean",2
"Big Sean Featuring Drake","Blessings",FALSE,"Heaven",2
"Big Sean Featuring Kanye West","All Your Fault",TRUE,"Tom",2
"Big Sean Featuring Lil Wayne & Jhene Aiko","Beware",TRUE,"Baby",2
"Billie Eilish","All The Good Girls Go To Hell",TRUE,"Peter",2
"Billy Bland","Let The Little Girl Dance",TRUE,"Buddy",2
"Billy Currington","Pretty Good At Drinkin' Beer",FALSE,"Bud",2
"Billy Joel","Pressure",TRUE,"Peter",2
"Billy Joel","We Didn't Start The Fire",TRUE,"Joe",2
"Billy Stewart","Summertime",TRUE,"Chuck",2
"Blake Shelton","Home",FALSE,"Paris",2
"Blake Shelton","Honey Bee",TRUE,"Loretta",2
"Blake Shelton","Mine Would Be You",TRUE,"Baby",2
"Blake Shelton","Sure Be Cool If You Did",TRUE,"Baby",2
"Blessid Union Of Souls","I Believe",TRUE,"Lisa",2
"BlocBoy JB Featuring Drake","Look Alive",FALSE,"Shelby",2
"Bob Dylan","Just Like A Woman",TRUE,"Baby",2
"Bob Dylan","Subterranean Homesick Blues",TRUE,"Maggie",2
"Bob Seger","Fire Lake",TRUE,"Joe",2
"Bobby Bare","Daddy What If",TRUE,"Bobby",2
"Bobby Brown","Don't Be Cruel",TRUE,"Bobby",2
"Bobby Darin","Child Of God",TRUE,"Mary",2
"Bobby Goldsboro","Summer (The First Time)",FALSE,"June",2
"Bobby Vinton","Blue On Blue",TRUE,"Baby",2
"Bobby Vinton","Mr. Lonely",TRUE,"Baby",2
"Bobby Vinton","My Heart Belongs To Only You",TRUE,"Baby",2
"Bobby Vinton","Please Love Me Forever",TRUE,"Baby",2
"Bobby Vinton","Roses Are Red (My Love)",TRUE,"Baby",2
"Bobby Vinton","There! I've Said It Again",TRUE,"Baby",2
"Bon Jovi","(You Want To) Make A Memory",TRUE,"Baby",2
"Bon Jovi","Livin On A Prayer",TRUE,"Gina",2
"Bon Jovi","Livin' On A Prayer",TRUE,"Gina",2
"Bon Jovi","Living In Sin",TRUE,"Baby",2
"Bone Thugs-N-Harmony","1st Of Tha Month",TRUE,"Claire",2
"Bow Wow Wow","Do You Wanna Hold Me?",TRUE,"Mickey",2
"Boyz II Men","End Of The Road (From \Boomerang\"")""",TRUE,"Baby",2
"Boz Scaggs","JoJo",TRUE,"Jo",2
"Brad Paisley","Crushin' It",TRUE,"Bud",2
"Brand Nubian","Love Me Or Leave Me Alone",TRUE,"Jamar",2
"Bread","Hooked On You",TRUE,"Baby",2
"Brenda Lee","I Wonder",TRUE,"Baby",2
"Brenda Lee","Is It True",TRUE,"Baby",2
"Brenda Lee","That's All You Gotta Do",TRUE,"Baby",2
"Brian McKnight","Love Of My Life",FALSE,"Heaven",2
"Britney Spears","I'm A Slave 4 U",TRUE,"Baby",2
"Britney Spears","Ooh La La",TRUE,"Baby",2
"Britney Spears","Sometimes",TRUE,"Baby",2
"Britney Spears","Till The World Ends",TRUE,"Baby",2
"Britney Spears","Toxic",TRUE,"Baby",2
"Britney Spears Featuring G-Eazy","Make Me",TRUE,"Baby",2
"Britney Spears Featuring G-Eazy","Make Me...",TRUE,"Baby",2
"Britney Spears Featuring Nicki Minaj & Ke$ha","Till The World Ends",TRUE,"Baby",2
"Bruce Springsteen","Prove It All Night",TRUE,"Baby",2
"Bruno Mars & Cardi B","Finesse",TRUE,"Baby",2
"Bryan Adams","Victim Of Love",FALSE,"Heaven",2
"Busta Rhymes","Turn It Up [Remix]/Fire It Up",TRUE,"Baby",2
"Calvin Harris Featuring Rihanna","This Is What You Came For",TRUE,"Baby",2
"Cam'Ron Featuring Juelz Santana","Oh Boy",TRUE,"Santana",2
"Cam'Ron Featuring Mase","Horse & Carriage",TRUE,"Jimmy",2
"Cardi B","Money Bag",FALSE,"Bentley",2
"Carl Wilson","What You Do To Me",TRUE,"Baby",2
"Carla Thomas","B-A-B-Y",TRUE,"Baby",2
"Carly Simon","All I Want Is You",TRUE,"Jack",2
"Carly Simon","Why",TRUE,"Lou",2
"Cassidy Featuring R. Kelly","Hotel",TRUE,"Cassidy",2
"Cat Stevens","Wild World",TRUE,"Baby",2
"Chad Brock","Ordinary Life",TRUE,"Shelly",2
"Chaka Khan","I Feel For You",TRUE,"Baby",2
"Chamillionaire Featuring Krayzie Bone","Ridin'",FALSE,"Houston",2
"Chance The Rapper","Blessings",FALSE,"Heaven",2
"Cheap Trick","Ghost Town",TRUE,"Baby",2
"Cheat Codes Featuring Demi Lovato","No Promises",TRUE,"Baby",2
"Chicago","Just You 'n' Me",TRUE,"Baby",2
"Chico DeBarge","Give You What You Want (Fa Sure)",TRUE,"Baby",2
"Chris Brown","Fine China",TRUE,"Baby",2
"Chris Brown","Liquor",TRUE,"Baby",2
"Chris Brown","Take You Down",TRUE,"Baby",2
"Chris Brown","Wall To Wall",TRUE,"Chris",2
"Chris Brown","Yo (Excuse Me Miss)",TRUE,"Baby",2
"Chris Brown Feat. Ludacris","Wet The Bed",TRUE,"Baby",2
"Chris Brown Featuring Lil Wayne & French Montana Or & Too $hort","Loyal",TRUE,"Baby",2
"Chris Brown Featuring Lil Wayne & French Montana Or Too $hort","Loyal",TRUE,"Baby",2
"Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga","Loyal",TRUE,"Baby",2
"Chris Brown Featuring Lil Wayne & Swizz Beatz","I Can Transform Ya",TRUE,"Chris",2
"Chris Brown Featuring Nicki Minaj","Love More",TRUE,"Baby",2
"Chris Brown Featuring Plies","What I Do",TRUE,"Chris",2
"Chris Jamison & Adam Levine","Lost Without U",TRUE,"Baby",2
"Chris Young","Neon",TRUE,"Johnny Lee",2
"Christina Aguilera Featuring Lil' Kim","Can't Hold Us Down",TRUE,"Christina",2
"Christopher Cross","Think Of Laura",TRUE,"Laura",2
"Chubby Checker","(Dance The) Mess Around",TRUE,"Tony",2
"Chuck Berry","Promised Land",FALSE,"Virginia",2
"Ciara","Body Party",TRUE,"Baby",2
"Ciara Featuring Ludacris","Ride",FALSE,"Georgia",2
"Ciara Featuring Young Jeezy","Never Ever",TRUE,"Baby",2
"City High Featuring Eve","Caramel",TRUE,"Baby",2
"Clay Walker","I Can't Sleep",TRUE,"Baby",2
"Clipse","Grindin'",TRUE,"Jack",2
"Coldplay","Viva La Vida",TRUE,"Peter",2
"Cole Swindell","Ain't Worth The Whiskey",TRUE,"Baby",2
"Collective Soul","Shine",FALSE,"Heaven",2
"Collin Raye","Anyone Else",TRUE,"Baby",2
"Commodores","Nightshift",TRUE,"Jackie",2
"Connie Francis","Vacation",TRUE,"August",2
"Coolio","Too Hot",TRUE,"Javier",2
"Cream","Crossroads",TRUE,"Willie",2
"Creedence Clearwater Revival","Green River",TRUE,"Cody",2
"Crime Mob Featuring Lil Scrappy","Rock Yo Hips",TRUE,"Jay",2
"Crosby, Stills & Nash","Southern Cross",FALSE,"Heaven",2
"Curtis Mayfield","Kung Fu",TRUE,"Jesus",2
"Curtis Mayfield","So In Love",TRUE,"Baby",2
"D'Angelo","Cruisin'",TRUE,"Baby",2
"D12 Featuring Eminem","My Band",TRUE,"Marshall",2
"Dan Hill","Never Thought (That I Could Love)",TRUE,"Baby",2
"Darius Rucker","Homegrown Honey",FALSE,"Carolina",2
"Darius Rucker","Homegrown Honey",TRUE,"Baby",2
"Darius Rucker","Wagon Wheel",FALSE,"Raleigh",2
"Darryl Worley","Sounds Like Life To Me",TRUE,"Sarah",2
"Daryl Hall  John Oates","You've Lost That Lovin' Feeling",TRUE,"Baby",2
"Das EFX","Real Hip Hop",TRUE,"Carl",2
"David Banner Featuring Lil' Flip","Like A Pimp",TRUE,"David",2
"David Cook","Eleanor Rigby",TRUE,"Eleanor",2
"David Ruffin","I've Lost Everything I've Ever Loved",TRUE,"Jeff",2
"Dawn Penn","You Don't Love Me (No, No, No)",TRUE,"Baby",2
"Dean Friedman","Ariel",FALSE,"Hudson",2
"Dean Martin","Come Running Back",TRUE,"Baby",2
"Deborah Cox","It's Over Now",TRUE,"Baby",2
"Dee Clark","How About That",TRUE,"Baby",2
"Def Leppard","Have You Ever Needed Someone So Bad",TRUE,"Baby",2
"Del Reeves","Girl On The Billboard",TRUE,"Jimmy",2
"Del Shannon","So Long Baby",TRUE,"Baby",2
"Dennis Lloyd","Nevermind",TRUE,"Baby",2
"Derez De'Shon","Hardaway",FALSE,"Bentley",2
"Desmond Dekker & The Aces","Israelites",TRUE,"Bonnie",2
"Dion","Abraham, Martin And John",TRUE,"Abraham",2
"Dixie Chicks","Long Time Gone",TRUE,"Delia",2
"DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih","Don't Quit",TRUE,"Baby",2
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih","Hold You Down",FALSE,"Bentley",2
"DJ Khaled Featuring Chris Brown, August Alsina, Future, & Jeremih","Hold You Down",FALSE,"Bentley",2
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","I'm The One",TRUE,"Baby",2
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby","We Takin' Over",FALSE,"Carolina",2
"DJ Quik","Tonite",TRUE,"Teddy",2
"DJ Snake Featuring Justin Bieber","Let Me Love You",FALSE,"Heaven",2
"Donovan","Wear Your Love Like Heaven",TRUE,"Carmine",2
"Dr. John","Such A Night",TRUE,"Jim",2
"Drake","Best I Ever Had",TRUE,"Baby",2
"Drake","Hype",TRUE,"Tiffany",2
"Drake","Weston Road Flows",FALSE,"Weston",2
"Drake","Weston Road Flows",TRUE,"Monique",2
"Drake & Future","Jumpman",FALSE,"Chanel",2
"Drake Featuring PARTYNEXTDOOR","Since Way Back",TRUE,"Kelly",2
"Duran Duran","New Moon On Monday",FALSE,"Luna",2
"Dusty Springfield","Son-Of-A Preacher Man",TRUE,"Billy",2
"Dwight Yoakam","Fast As You",TRUE,"Baby",2
"Earth, Wind & Fire","Saturday Nite",FALSE,"London",2
"Earth, Wind & Fire","Saturday Nite",TRUE,"Simon",2
"Ed Sheeran","Don't",TRUE,"Baby",2
"Eddie Kendricks","Boogie Down",TRUE,"Baby",2
"Eddy Arnold","Here Comes Heaven",FALSE,"Heaven",2
"Electric Light Orchestra","All Over The World",FALSE,"Paris",2
"Elephant Man","Jook Gal (Wine Wine)",TRUE,"Jeanie",2
"Elton John","Made In England",FALSE,"Georgia",2
"Elvis Presley","An American Trilogy",FALSE,"Dixie",2
"Elvis Presley","Guitar Man",TRUE,"Jack",2
"Elvis Presley","Rubberneckin'",TRUE,"Mary Jane",2
"Eminem","Ass Like That",TRUE,"Mary-Kate",2
"Eminem","Cold Wind Blows",TRUE,"Michael",2
"Eminem","Kamikaze",TRUE,"Craig",2
"Eminem","Music Box",TRUE,"Jack",2
"Eminem","Rap God",TRUE,"Ray",2
"Eminem","Superman",TRUE,"Marshall",2
"Eminem","Untouchable",FALSE,"America",2
"Eminem","Untouchable",TRUE,"Rodney",2
"Eminem","Without Me",TRUE,"Elvis",2
"Eminem Featuring Ed Sheeran","River",FALSE,"River",2
"Eminem Featuring Ed Sheeran","River",TRUE,"Suzanne",2
"Eminem Featuring Gwen Stefani","Kings Never Die",TRUE,"Gilbert",2
"Eminem Featuring Kobe","Talkin' 2 Myself",TRUE,"Marshall",2
"Eminem Featuring Nate Ruess","Headlights",TRUE,"Nathan",2
"Eminem Featuring Rihanna","Love The Way You Lie",TRUE,"Baby",2
"Enrique Iglesias Featuring Pitbull & The WAV.s","I Like How It Feels",TRUE,"Enrique",2
"Eric Carmen","Make Me Lose Control",TRUE,"Jennifer",2
"Eric Clapton","Change The World (From \Phenomenon\"")""",TRUE,"Baby",2
"Eric Clapton","I Shot The Sheriff",TRUE,"John",2
"Eric Clapton","Willie And The Hand Jive",TRUE,"Billie",2
"Eric Paslay","Song About A Girl",FALSE,"Jack",2
"Ernie Maresca","Shout! Shout! (Knock Yourself Out)",TRUE,"Baby",2
"Estelle Featuring Kanye West","American Boy",FALSE,"London",2
"Estelle Featuring Kanye West","American Boy",TRUE,"Estelle",2
"Fabian","Tiger",TRUE,"Baby",2
"Fabolous Featuring The-Dream","Throw It In The Bag",FALSE,"Brooklyn",2
"Faith Evans","I Love You",TRUE,"Baby",2
"Faith Evans","Love Like This",TRUE,"Baby",2
"Falco","Vienna Calling",TRUE,"Stella",2
"Fantasia","Free Yourself",TRUE,"Baby",2
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","Krippy Kush",TRUE,"Alex",2
"Fats Domino","Coquette",TRUE,"Baby",2
"Fats Domino","Country Boy",FALSE,"Heaven",2
"Fats Domino","Jambalaya (On The Bayou)",TRUE,"Yvonne",2
"Fats Domino","My Girl Josephine",TRUE,"Josephine",2
"Fats Domino","My Real Name",TRUE,"Baby",2
"Fever Tree","San Francisco Girls (Return of'the Native)",FALSE,"Francisco",2
"Five Star","All Fall Down",TRUE,"Baby",2
"Florida Georgia Line","Get Your Shine On",FALSE,"Ray",2
"Florida Georgia Line Featuring Tim McGraw","May We All",TRUE,"Travis",2
"Force M.D. s","Tender Love",TRUE,"Baby",2
"Fort Minor Featuring Styles Of Beyond","Remember The Name",TRUE,"Mike",2
"Four Tops","Ain't No Woman (Like The One I've Got)",TRUE,"Baby",2
"Four Tops","Just Seven Numbers (Can Straighten Out My Life)",TRUE,"Baby",2
"Frank Sinatra","Pocketful Of Miracles",FALSE,"May",2
"Frankie Ballard","Helluva Life",TRUE,"Baby",2
"Frankie Ballard","Sunshine & Whiskey",FALSE,"Jack",2
"Frankie J","Don't Wanna Try",TRUE,"Baby",2
"Frankie J.","Don't Wanna Try",TRUE,"Baby",2
"Frankie Valli","The Proud One",TRUE,"Baby",2
"Freedy Johnston","Bad Reputation",FALSE,"Harold",2
"French Montana Featuring The Weeknd & Max B","A Lie",TRUE,"Montana",2
"Future","Commas",TRUE,"Katy",2
"Future","Crushed Up",TRUE,"Jane",2
"Future","F&N",TRUE,"Jacob",2
"Future","Feed Me Dope",TRUE,"Al",2
"Future","Jumpin On A Jet",FALSE,"America",2
"Future","Rent Money",TRUE,"John",2
"Future","Rocket Ship",FALSE,"Louis",2
"Future","Rocket Ship",TRUE,"Chuck",2
"Future","Super Trapper",FALSE,"Mercedes",2
"Future & Young Thug","Three",FALSE,"Bentley",2
"Future & Young Thug","Three",TRUE,"Peter",2
"Future Featuring Nicki Minaj","You Da Baddest",TRUE,"Stevie",2
"Future Featuring Travis Scott","First Off",TRUE,"Dwayne",2
"G-Eazy & Kehlani","Good Life",FALSE,"Ace",2
"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne","Celebration",TRUE,"Rollin",2
"Game Featuring Lil Wayne","Red Nation",TRUE,"Judah",2
"Gavin DeGraw","Best I Ever Had",FALSE,"Dakota",2
"Genius/GZA","Liquid Swords",TRUE,"Pete",2
"George Duke","Shine On",TRUE,"Baby",2
"George Michael","Freedom",TRUE,"Heaven",2
"George Michael","Jesus To A Child",FALSE,"Heaven",2
"George Michael/Elton John","Don't Let The Sun Go Down On Me",TRUE,"Elton",2
"George Strait","It Just Comes Natural",TRUE,"Baby",2
"Ginuwine","So Anxious",TRUE,"Baby",2
"Ginuwine","Stingy",TRUE,"Baby",2
"Ginuwine Featuring Baby","Hell Yeah",TRUE,"Willie",2
"Gladys Knight And The Pips","Save The Overtime (For Me)",TRUE,"Baby",2
"Glee Cast","Billionaire",TRUE,"Artie",2
"Glee Cast","Empire State Of Mind",TRUE,"Jesus",2
"Glee Cast","Rose's Turn",TRUE,"Kurt",2
"Glee Cast","Somebody To Love",TRUE,"Baby",2
"Glee Cast","Toxic",TRUE,"Baby",2
"Glee Cast Featuring Kristin Chenoweth","Home",FALSE,"Paris",2
"Glee Cast Featuring Mark Salling","Sweet Caroline",TRUE,"Caroline",2
"Gloria Estefan","Here We Are",TRUE,"Baby",2
"Gloria Gaynor","Walk On By",TRUE,"Baby",2
"Gnarls Barkley","Going On",TRUE,"Baby",2
"Golden Earring","Radar Love",TRUE,"Brenda Lee",2
"Grace Potter & The Nocturnals","Stars",FALSE,"Heaven",2
"Gucci Mane Featuring Plies Or OJ Da Juiceman","Wasted",TRUE,"Remy",2
"Gucci Mane Featuring The Weeknd","Curve",TRUE,"Baby",2
"Harry Chapin","Sequel",TRUE,"Harry",2
"Harry Chapin","Taxi",TRUE,"Harry",2
"Heart","Dreamboat Annie",TRUE,"Annie",2
"Heart","If Looks Could Kill",TRUE,"Baby",2
"Helen Reddy","The Happy Girls",TRUE,"Nancy",2
"Hooters","All You Zombies",TRUE,"Noah",2
"Hot Boys","I Need A Hot Girl",TRUE,"Baby",2
"Humble Pie","Hot 'N' Nasty",TRUE,"Mercy",2
"Huncho Jack","Saint",TRUE,"Ace",2
"Hunter Hayes","Somebody's Heartbreak",TRUE,"Baby",2
"Hurricane Smith","Oh, Babe, What Would You Say?",TRUE,"Baby",2
"Ice Cube","You Know How We Do It",TRUE,"Jack",2
"Ice Cube Featuring Mack 10","You Can Do It",TRUE,"Baby",2
"Ice Cube Featuring Mack 10 & Ms. Toi","You Can Do It",TRUE,"Baby",2
"Ini Kamoze","Here Comes The Hotstepper (From \Ready To Wear\"")""",TRUE,"Bo",2
"Irene Cara","Out Here On My Own",TRUE,"Baby",2
"J. Cole","Album Of The Year (Freestyle)",TRUE,"Billy",2
"J. Cole","Change",TRUE,"James",2
"J. Cole","Wet Dreamz",TRUE,"Cole",2
"J. Cole","Work Out",TRUE,"Cole",2
"J. Cole Featuring Missy Elliott","Nobody's Perfect",TRUE,"Baby",2
"J.J. Fad","Supersonic",TRUE,"Baby",2
"Jack Scott","Goodbye Baby",TRUE,"Johnny",2
"Jack White & Alicia Keys","Another Way'to Die",TRUE,"Baby",2
"Jagged Edge","Gotta Be",TRUE,"Baby",2
"Jagged Edge Featuring Da Brat & JD","The Way That You Talk",TRUE,"Jay",2
"Jamie Foxx Featuring Drake, Kanye West & The-Dream","Digital Girl",TRUE,"Stacy",2
"Jamie Foxx Featuring Justin Timberlake & T .I.","Winner",TRUE,"Jordan",2
"Jamie Foxx Featuring Twista","DJ Play A Love Song",TRUE,"Baby",2
"Janet","Doesn't Really Matter",TRUE,"Baby",2
"Janet Jackson","Just A Little While",TRUE,"Baby",2
"Jason Aldean","My Kinda Party",TRUE,"Baby",2
"Jason Derulo","Trumpets",TRUE,"Katy",2
"Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign","Swalla",FALSE,"Beverly",2
"Jason Michael Carroll","Where I'm From",TRUE,"Grace",2
"Jay Sean Featuring Nicki Minaj","2012 (It Ain't The End)",FALSE,"London",2
"Jay Z Featuring Frank Ocean","Oceans",TRUE,"Ty",2
"Jay-Z","Can't Knock The Hustle",TRUE,"Baby",2
"JAY-Z","Kill Jay Z",TRUE,"Eric",2
"JAY-Z","Moonlight",TRUE,"Lucian",2
"Jay-Z Featuring Babyface And Foxy Brown","Sunshine",FALSE,"Sunshine",2
"JAY-Z Featuring Frank Ocean","Caught Their Eyes",TRUE,"Lisa",2
"JAY-Z Featuring Gloria Carter","Smile",FALSE,"Bentley",2
"Jay-Z Featuring Memphis Bleek","Hey Papi",TRUE,"Jay",2
"Jay-Z, Rihanna & Kanye West","Run This Town",TRUE,"Baby",2
"Jeannie C. Riley","Harper Valley P.T.A.",TRUE,"Johnson",2
"Jeezy Featuring Jay Z","Seen It All",TRUE,"Emory",2
"Jefferson Starship","Miracles",TRUE,"Baby",2
"Jefferson Starship","With Your Love",TRUE,"Baby",2
"Jennifer Hudson Featuring The Roots","Let It Be",TRUE,"Mary",2
"Jennifer Lopez Featuring Big Pun","Feelin So Good",TRUE,"Jenny",2
"Jennifer Lopez Featuring French Montana","I Luh Ya Papi",TRUE,"Baby",2
"Jennifer Lopez Featuring Ja Rule","Ain't It Funny",TRUE,"Baby",2
"Jennifer Lopez Featuring Pitbull","Live It Up",TRUE,"Jennifer",2
"Jennifer Lopez Featuring Pitbull","On The Floor",FALSE,"London",2
"Jennifer Lopez Featuring Pitbull","On The Floor",TRUE,"Baby",2
"Jeremih Featuring 50 Cent","Down On Me",TRUE,"Baby",2
"Jerry Butler","Got To See If I Can't Get Mommy (To Come Back Home)",TRUE,"Susie",2
"Jerry Butler","One Night Affair",TRUE,"Baby",2
"Jerry Lee Lewis","What's Made Milwaukee Famous (Has Made A Loser Out Of Me)",TRUE,"Baby",2
"Jesse Jaymes","Shake It (Like A White Girl)",TRUE,"Jess",2
"Jesse Powell","I Wasn't With It",TRUE,"Baby",2
"Jesse Winchester","Nothing But A Breeze",FALSE,"Dixie",2
"Jessica Simpson","These Boots Are Made For Walkin'",TRUE,"Willie",2
"Jessica Simpson","With You",TRUE,"Baby",2
"Jessie J Featuring 2 Chainz","Burnin' Up",FALSE,"Ford",2
"Jessie J, Ariana Grande & Nicki Minaj","Bang Bang",TRUE,"Nicki",2
"Jethro Tull","Locomotive Breath",TRUE,"Charlie",2
"Jim Jones & Ron Browz Featuring Juelz Santana","Pop Champagne",TRUE,"Baby",2
"Jimmy Buffett","Cheeseburger In Paradise",FALSE,"Heaven",2
"Jimmy Reed","Down In Virginia",FALSE,"Virginia",2
"Jimmy Ruffin","Don't You Miss Me A Little Bit Baby",TRUE,"Baby",2
"Joan Baez","Let It Be",TRUE,"Mary",2
"Joe Tex","Skinny Legs And All",TRUE,"Clyde",2
"John Legend Featuring Andre 3000","Green Light",TRUE,"Baby",2
"John Michael Montgomery","Hold On To Me",TRUE,"Baby",2
"Johnnie Taylor","Take Care Of Your Homework",TRUE,"Fred",2
"Johnny Bristol","Hang On In There Baby",TRUE,"Baby",2
"Johnny Gill","Rub You The Right Way",TRUE,"Johnny",2
"Johnny Nash","Hold Me Tight",TRUE,"Baby",2
"Johnny Nash","Stir It Up",TRUE,"Bob",2
"Jonathan Edwards","Sunshine",FALSE,"Sunshine",2
"Joni Mitchell","(you're So Square) Baby, I Don't Care",TRUE,"Baby",2
"Joni Mitchell","Free Man In Paris",FALSE,"Paris",2
"Jordan Hill","For The Love Of You",TRUE,"Baby",2
"Josh Gracin","Nothin' To Lose",FALSE,"Miller",2
"Josh Gracin","We Weren't Crazy",TRUE,"Baby",2
"Josh Groban","I'll Be Home For Christmas",TRUE,"Eve",2
"Juelz Santana","There It Go! (The Whistle Song)",TRUE,"Baby",2
"Justin Bieber","Heartbreaker",TRUE,"Baby",2
"Justin Bieber","Never Let You Go",TRUE,"Baby",2
"Justin Bieber","U Smile",TRUE,"Baby",2
"Justin Bieber Featuring Drake","Right Here",TRUE,"Baby",2
"Justin Bieber Featuring Ludacris","All Around The World",TRUE,"Baby",2
"Justin Moore","If Heaven Wasn't So Far Away",TRUE,"John",2
"Justin Timberlake","TKO",TRUE,"Baby",2
"Juvenile","Rodeo",TRUE,"Stacy",2
"K'Naan Featuring Nelly Furtado","Is Anybody Out There?",TRUE,"Adam",2
"Kacey Musgraves","Merry Go 'Round",FALSE,"Mary Jane",2
"Kanye West","Bound 2",TRUE,"Jerome",2
"Kanye West","Feedback",TRUE,"Steve",2
"Kanye West","Violent Crimes",TRUE,"Nicki",2
"Kanye West","Waves",TRUE,"Baby",2
"Kanye West Featuring DJ Khaled","Way Too Cold",FALSE,"Paris",2
"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj","Monster",TRUE,"Nicki",2
"Kanye West Featuring PARTYNEXTDOOR","Wouldn't Leave",TRUE,"George",2
"KC And The Sunshine Band","Get Down Tonight",TRUE,"Baby",2
"Ke$ha Featuring 3OH!3","Blah Blah Blah",TRUE,"Baby",2
"Keith Anderson","Every Time I Hear Your Name",FALSE,"May",2
"Keith Anderson","Pickin' Wildflowers",TRUE,"Baby",2
"Keith Urban","But For The Grace Of God",TRUE,"Heaven",2
"Keith Urban","Cop Car",TRUE,"Baby",2
"Keith Urban","Raining On Sunday",TRUE,"Baby",2
"Keith Urban","You Gonna Fly",TRUE,"Baby",2
"Keith Washington","Kissing You",TRUE,"Baby",2
"Kellie Pickler","Red High Heels",TRUE,"Baby",2
"Kelly Clarkson","I'll Be Home For Christmas",TRUE,"Eve",2
"Kelly Rowland","Stole",TRUE,"Marilyn",2
"Kendrick Lamar","Alright",TRUE,"Heaven",2
"Kendrick Lamar","Bitch, Don't Kill My Vibe",TRUE,"Ima",2
"Kendrick Lamar","Black Panther",TRUE,"King",2
