"artist","person","name","names","songs"
"Claude King",TRUE,"Clifton",1,1
"Clay Aiken",TRUE,"Baby",1,1
"Clay Walker",FALSE,"Heaven",1,4
"Clay Walker",TRUE,"Baby",2,3
"Clay Walker",TRUE,"Jude",1,3
"Clean Bandit Featuring Sean Paul & Anne-Marie",TRUE,"Sean Paul",1,1
"Clipse",TRUE,"Chuck",1,1
"Clipse",TRUE,"Jack",1,1
"Clipse",TRUE,"Rick",1,1
"Clipse Featuring Faith Evans",FALSE,"Winter",1,1
"Coko",TRUE,"Baby",1,1
"Colbie Caillat",TRUE,"Baby",1,2
"Colbie Caillat",TRUE,"Marley",1,2
"Cold Blood",TRUE,"Baby",1,1
"Coldplay",FALSE,"Heaven",1,3
"Coldplay",FALSE,"Roman",1,3
"Coldplay",TRUE,"Elvis",1,2
"Coldplay",TRUE,"Peter",1,2
"Cole Swindell",TRUE,"Baby",3,3
"Collective Soul",FALSE,"Heaven",1,1
"Collin Raye",TRUE,"Baby",1,1
"Color Me Badd",TRUE,"Baby",4,4
"Commodores",TRUE,"Jackie",1,1
"Commodores",TRUE,"Marvin",1,1
"Concrete Blonde",TRUE,"Joey",1,1
"Connie Francis",FALSE,"America",1,9
"Connie Francis",FALSE,"Heaven",1,9
"Connie Francis",TRUE,"August",1,7
"Connie Francis",TRUE,"Baby",2,7
"Connie Francis",TRUE,"Delilah",1,7
"Connie Francis",TRUE,"Frankie",1,7
"Connie Francis",TRUE,"Mary Jane",1,7
"Connie Francis",TRUE,"Robin",1,7
"Connie Francis",TRUE,"Samson",1,7
"Connie Francis",TRUE,"Teddy",1,7
"Conway Twitty",TRUE,"Baby",1,4
"Conway Twitty",TRUE,"Danny",1,4
"Conway Twitty",TRUE,"Linda",1,4
"Conway Twitty",TRUE,"Mona Lisa",1,4
"Coolio",FALSE,"Brooklyn",1,2
"Coolio",TRUE,"Iesha",1,1
"Coolio",TRUE,"Javier",1,1
"Coolio",TRUE,"Lisa",1,1
"Coolio",TRUE,"Lupe",1,1
"Coolio",TRUE,"Mark",1,1
"Coolio",TRUE,"Rob",1,1
"Coolio",TRUE,"Steve",1,1
"Coolio",TRUE,"Tina",1,1
"Corinne Bailey Rae",FALSE,"Heaven",1,2
"Corinne Bailey Rae",FALSE,"Summer",1,2
"Corona",TRUE,"Baby",1,1
"Craig Campbell",TRUE,"Baby",1,1
"Craig Mack",TRUE,"Mack",1,1
"Craig Mack",TRUE,"Nova",1,1
"Craig Morgan",FALSE,"Ford",1,5
"Craig Morgan",FALSE,"Georgia",1,5
"Craig Morgan",TRUE,"Baby",1,4
"Craig Morgan",TRUE,"Betty",1,4
"Craig Morgan",TRUE,"Grace",1,4
"Craig Morgan",TRUE,"John",1,4
"Craig Morgan",TRUE,"Johnson",1,4
"Craig Morgan",TRUE,"Raymond",1,4
"Crash Test Dummies",TRUE,"Bob",1,1
"Crash Test Dummies",TRUE,"Clark",1,1
"Crash Test Dummies",TRUE,"Jane",1,1
"Crash Test Dummies",TRUE,"Solomon",1,1
"Crazy Town",TRUE,"Nancy",1,1
"Cream",FALSE,"Bentley",1,2
"Cream",TRUE,"Willie",1,1
"Creedence Clearwater Revival",TRUE,"Cody",1,2
"Creedence Clearwater Revival",TRUE,"Junior",1,2
"Creedence Clearwater Revival",TRUE,"Susie",1,2
"Crime Mob Featuring Lil Scrappy",TRUE,"Jay",1,2
"Crime Mob Featuring Lil Scrappy",TRUE,"Johnny",1,2
"Crime Mob Featuring Lil Scrappy",TRUE,"Willie",1,2
"Crosby, Stills & Nash",FALSE,"Heaven",1,1
"Crucial Conflict",TRUE,"Jesus",1,1
"Crucial Conflict",TRUE,"Sandy",1,1
"Crystal Gayle",FALSE,"Paris",1,3
"Crystal Gayle",TRUE,"Baby",1,2
"Crystal Gayle",TRUE,"Crystal",1,2
"Crystal Gayle",TRUE,"Gayle",1,2
"Culture Club",TRUE,"Monroe",1,1
"Curtis Mayfield",TRUE,"Baby",1,3
"Curtis Mayfield",TRUE,"Freddie",1,3
"Curtis Mayfield",TRUE,"Jesus",1,3
"Curtis Mayfield",TRUE,"Sam",1,3
"Cypress Hill",TRUE,"Jed",1,2
"Cypress Hill",TRUE,"Louie",1,2
"Cypress Hill",TRUE,"Mary",1,2
"Cypress Hill",TRUE,"Sam",1,2
"D-12",TRUE,"Christopher",1,1
"D-12",TRUE,"Von",1,1
"D.R.A.M. Featuring Lil Yachty",FALSE,"Alfredo",1,1
"D'Angelo",TRUE,"Baby",1,1
"D12",TRUE,"Christopher",1,1
"D12",TRUE,"Von",1,1
"D12 Featuring Eminem",TRUE,"Becky",1,1
"D12 Featuring Eminem",TRUE,"Jessica",1,1
"D12 Featuring Eminem",TRUE,"Marshall",1,1
"D12 Featuring Eminem",TRUE,"Roxanne",1,1
"D12 Featuring Eminem",TRUE,"Russell",1,1
"D4L",TRUE,"Buck",1,1
"D4L",TRUE,"Carlos",1,1
"D4L",TRUE,"Frank",1,1
"D4L",TRUE,"Prince",1,1
"Da Brat",FALSE,"Benjamin",2,3
"Da Brat",FALSE,"Beverly",2,3
"Da Brat",TRUE,"Baby",1,3
"Da Brat",TRUE,"Ellie",2,3
"Da Brat",TRUE,"Janet",1,3
"Da Brat",TRUE,"Prince",2,3
"Da Brat",TRUE,"Ralph",1,3
"Da Brat Featuring Cherish",TRUE,"Baby",1,1
"Da Brat Featuring Cherish",TRUE,"Rick",1,1
"Da Brat Featuring Cherish",TRUE,"Roy",1,1
"Da Brat Featuring Cherish",TRUE,"Tina Marie",1,1
"Daddy Yankee",TRUE,"Bonnie",1,1
"Daddy Yankee",TRUE,"Clyde",1,1
"Daddy Yankee Featuring Fergie",FALSE,"Dallas",1,1
"Daddy Yankee Featuring Fergie",TRUE,"Raymond",1,1
"Daddy Yankee Featuring Fergie",TRUE,"Scott",1,1
"Dae Dae",TRUE,"Clifford",1,1
"Dae Dae",TRUE,"Jesus",1,1
"Dae Dae",TRUE,"Robin",1,1
"Daisy Dee",TRUE,"Daisy",1,1
"Daisy Dee",TRUE,"Daisy Dee",1,1
"Dan Fogelberg",FALSE,"Eden",1,3
"Dan Fogelberg",FALSE,"Paul",1,3
"Dan Fogelberg",TRUE,"Linda",1,1
"Dan Hill",TRUE,"Baby",1,1
"Dana",FALSE,"Autumn",1,1
"Danielle Bradbery",FALSE,"Melody",1,3
"Danielle Bradbery",TRUE,"Dixie",1,3
"Danielle Bradbery",TRUE,"Rosemary",1,3
"Danielle Bradbery",TRUE,"Williams",1,3
"Danity Kane",TRUE,"Baby",2,2
"Darius Rucker",FALSE,"Carolina",1,4
"Darius Rucker",FALSE,"Caroline",1,4
"Darius Rucker",FALSE,"Johnson",1,4
"Darius Rucker",FALSE,"Raleigh",1,4
"Darius Rucker",TRUE,"Baby",2,3
"Darius Rucker",TRUE,"Patsy",1,3
"Darlene Love",FALSE,"John",1,2
"Darlene Love",TRUE,"Baby",2,2
"Darryl Worley",TRUE,"Catherine",1,3
"Darryl Worley",TRUE,"Johnny Ray",1,3
"Darryl Worley",TRUE,"Marianne",1,3
"Darryl Worley",TRUE,"Michael",1,3
"Darryl Worley",TRUE,"Nathan",1,3
"Darryl Worley",TRUE,"Sarah",1,3
"Daryl Hall",TRUE,"Baby",1,1
"Daryl Hall  John Oates",TRUE,"Baby",2,5
"Daryl Hall  John Oates",TRUE,"Charlie",1,5
"Daryl Hall  John Oates",TRUE,"Lou",1,5
"Daryl Hall  John Oates",TRUE,"Sara",1,5
"Das EFX",FALSE,"Boston",1,3
"Das EFX",FALSE,"Brooklyn",1,3
"Das EFX",TRUE,"Carl",1,3
"Das EFX",TRUE,"Duke",1,3
"Das EFX",TRUE,"Holly",1,3
"Das EFX",TRUE,"Joe",1,3
"Das EFX",TRUE,"Lou",1,3
"Das EFX",TRUE,"Peter",1,3
"Das EFX",TRUE,"Rodney",1,3
"Das EFX",TRUE,"Samantha",1,3
"Das EFX",TRUE,"Sharon",1,3
"Daughtry",TRUE,"Baby",1,2
"Daughtry",TRUE,"Lois",1,2
"Dave Dudley",TRUE,"George",1,1
"Dave Dudley",TRUE,"Jimmy",1,1
"Dave Matthews Band",TRUE,"Mercy",1,1
"David Ball",TRUE,"Andrew",1,1
"David Banner",TRUE,"Billie Jean",1,1
"David Banner",TRUE,"Mike",1,1
"David Banner",TRUE,"Sheryl",1,1
"David Banner Featuring Chris Brown",FALSE,"Winter",1,1
"David Banner Featuring Chris Brown",TRUE,"Frankie",1,1
"David Banner Featuring Lil' Flip",FALSE,"Cali",1,1
"David Banner Featuring Lil' Flip",TRUE,"David",1,1
"David Banner Featuring Lil' Flip",TRUE,"Micheal",1,1
"David Bowie",FALSE,"America",1,7
"David Bowie",FALSE,"Heaven",1,7
"David Bowie",TRUE,"Blue Jean",1,6
"David Bowie",TRUE,"Jean",1,6
"David Bowie",TRUE,"Johnny",1,6
"David Bowie",TRUE,"Marlon",1,6
"David Bowie",TRUE,"Miranda",1,6
"David Bowie",TRUE,"Monroe",1,6
"David Bowie",TRUE,"Ramona",1,6
"David Bowie",TRUE,"Tom",1,6
"David Bowie/Pat Metheny",FALSE,"America",1,1
"David Cook",TRUE,"Billie Jean",1,2
"David Cook",TRUE,"Eleanor",1,2
"David Essex",TRUE,"Jimmy",1,1
"David Geddes",TRUE,"Joe",1,1
"David Geddes",TRUE,"Joey",1,1
"David Geddes",TRUE,"Julie",1,1
"David Gray",FALSE,"London",1,1
"David Guetta Featuring Flo Rida & Nicki Minaj",FALSE,"Chanel",1,1
"David Guetta Featuring Flo Rida & Nicki Minaj",FALSE,"London",1,1
"David Guetta Featuring Flo Rida & Nicki Minaj",FALSE,"Louis",1,1
"David Guetta Featuring Flo Rida & Nicki Minaj",TRUE,"Lilly",1,1
"David Guetta Featuring Jennifer Hudson",TRUE,"Baby",1,1
"David Lee Murphy",TRUE,"Joe",1,1
"David Lee Roth",FALSE,"June",1,3
"David Lee Roth",FALSE,"May",1,3
"David Lee Roth",FALSE,"Rose",1,3
"David Lee Roth",TRUE,"Monroe",1,1
"David Ruffin",TRUE,"Baby",2,2
"David Ruffin",TRUE,"Jeff",1,2
"Davy Jones",TRUE,"Jane",1,1
"Dawn Penn",TRUE,"Baby",1,1
"Dazz Band",TRUE,"Baby",1,1
"De La Soul",TRUE,"Muhammad",1,1
"De La Soul",TRUE,"Peter",1,1
"De La Soul",TRUE,"Phil",1,1
"Dead Or Alive",TRUE,"Baby",1,1
"Dean Friedman",FALSE,"Hudson",1,1
"Dean Friedman",TRUE,"Annette",1,1
"Dean Friedman",TRUE,"Ariel",1,1
"Dean Friedman",TRUE,"Maria",1,1
"Dean Martin",FALSE,"Houston",1,3
"Dean Martin",FALSE,"Roma",1,3
"Dean Martin",TRUE,"Baby",1,1
"Dean Martin & Sammy Davis Jr.",TRUE,"Clyde",1,1
"Dean Martin & Sammy Davis Jr.",TRUE,"Dean",1,1
"Dean Martin & Sammy Davis Jr.",TRUE,"Mona",1,1
"Dean Martin & Sammy Davis Jr.",TRUE,"Pete",1,1
"Dean Martin & Sammy Davis Jr.",TRUE,"Sam",1,1
"Deana Carter",TRUE,"Baby",1,1
"Debbie Gibson",TRUE,"Baby",1,1
"Debbie Harry",FALSE,"Paris",1,1
"Debelah Morgan",TRUE,"Baby",2,2
"Deborah Allen",TRUE,"Baby",1,1
"Deborah Cox",TRUE,"Baby",1,1
"Dee Clark",TRUE,"Baby",1,1
"Dee Dee Sharp",TRUE,"Baby",1,1
"Dee Dee Sharp",TRUE,"Joe",1,1
"Deee-Lite",TRUE,"Baby",1,1
"Deep Blue Something",TRUE,"Tiffany",1,1
"Deep Purple",FALSE,"Austin",1,2
"Deep Purple",FALSE,"Bentley",1,2
"Deep Purple",FALSE,"Geneva",1,2
"Deep Purple",TRUE,"Claude",1,2
"Deep Purple",TRUE,"Frank",1,2
"Deep Purple",TRUE,"Lucy",1,2
"Deep Purple",TRUE,"Nancy",1,2
"Def Leppard",FALSE,"Heaven",1,6
"Def Leppard",TRUE,"Baby",3,5
"Def Leppard",TRUE,"Benny",1,5
"Def Leppard",TRUE,"Jack",1,5
"Def Leppard",TRUE,"Jean",1,5
"Def Leppard",TRUE,"Johnny",1,5
"Def Leppard",TRUE,"Steve",1,5
"Def Leppard",TRUE,"Tom",1,5
"DeJ Loaf",FALSE,"Paris",1,2
"DeJ Loaf",TRUE,"Alicia",1,2
"DeJ Loaf",TRUE,"Baby",1,2
"DeJ Loaf",TRUE,"Devin",1,2
"DeJ Loaf",TRUE,"Jada",1,2
"DeJ Loaf",TRUE,"Tommy",1,2
"DeJ Loaf Featuring Big Sean",FALSE,"Belle",1,1
"DeJ Loaf Featuring Big Sean",TRUE,"Juan",1,1
"DeJ Loaf Featuring Big Sean",TRUE,"Sean Don",1,1
"Del Reeves",FALSE,"Louis",1,1
"Del Reeves",TRUE,"Jimmy",1,1
"Del Shannon",TRUE,"Baby",1,4
"Del Shannon",TRUE,"Joe",1,4
"Del Shannon",TRUE,"Larry",1,4
"Del Shannon",TRUE,"Sue",1,4
"Delbert McClinton",TRUE,"Baby",1,1
"Demi Lovato",TRUE,"Baby",6,8
"Demi Lovato",TRUE,"Heaven",1,8
"Demi Lovato",TRUE,"Ken",1,8
"Demi Lovato Featuring Cher Lloyd",TRUE,"Demi",1,1
"Demi Lovato Featuring Jonas Brothers",TRUE,"Baby",1,1
"Deniece Williams",TRUE,"Romeo",1,1
"Dennis Lloyd",TRUE,"Baby",1,1
"Deodato",TRUE,"Baby",1,1
"Depeche Mode",TRUE,"Heaven",1,2
"Depeche Mode",TRUE,"Jesus",1,2
"Derez De'Shon",FALSE,"Bentley",1,1
"Derez De'Shon",TRUE,"Penny",1,1
"Derez De'Shon",TRUE,"Wayne",1,1
"Descendants 2 Cast",TRUE,"Ben",1,1
"Descendants 2 Cast",TRUE,"Harry",1,1
"Desiigner",FALSE,"Don",1,2
"Desiigner",FALSE,"Oscar",1,2
"Desiigner",TRUE,"Ali",1,2
"Desiigner",TRUE,"Bobby",1,2
"Desiigner",TRUE,"Danny",1,2
"Desiigner",TRUE,"Jeff",1,2
"Desiigner",TRUE,"Jesus",1,2
"Desiigner",TRUE,"Montana",1,2
"Desiigner",TRUE,"Phillip",1,2
"Desiigner",TRUE,"Randy",1,2
"Desiigner",TRUE,"Steve",1,2
"Desmond Dekker & The Aces",TRUE,"Bonnie",1,1
"Desmond Dekker & The Aces",TRUE,"Clyde",1,1
"Destiny's Child",FALSE,"Armani",1,6
"Destiny's Child",TRUE,"Baby",3,5
"Destiny's Child",TRUE,"Cameron",1,5
"Destiny's Child",TRUE,"Charlie",1,5
"Destiny's Child",TRUE,"Destiny",1,5
"Destiny's Child",TRUE,"Drew",1,5
"Destiny's Child",TRUE,"Kelly",2,5
"Destiny's Child",TRUE,"Lucy",1,5
"Destiny's Child",TRUE,"Michelle",1,5
"Destiny's Child Featuring T.I. & Lil Wayne",TRUE,"Kelly",1,1
"Devin Dawson",TRUE,"Baby",1,1
"Dexys Midnight Runners",TRUE,"Eileen",1,1
"Dexys Midnight Runners",TRUE,"Johnny Ray",1,1
"Dia Frampton",TRUE,"Baby",1,1
"Diana Ross",TRUE,"Adam",1,3
"Diana Ross",TRUE,"Baby",1,3
"Diana Ross",TRUE,"Eve",1,3
"Diana Ross",TRUE,"Johnny",1,3
"Dickey Lee",FALSE,"Peyton",1,2
"Dickey Lee",TRUE,"Linda",1,1
"Diddy Featuring Keyshia Cole",TRUE,"Baby",1,1
"Diddy Featuring Nicole Scherzinger",FALSE,"Paris",1,1
"Dierks Bentley",FALSE,"Franklin",1,5
"Dierks Bentley",TRUE,"Baby",2,5
"Dierks Bentley",TRUE,"Becky",1,5
"Dierks Bentley",TRUE,"Bo",1,5
"Dierks Bentley",TRUE,"Jake",1,5
"Dierks Bentley",TRUE,"Ray",1,5
"Dierks Bentley Featuring Brothers Osborne",FALSE,"Joshua",1,1
"Diggy Featuring Jeremih",TRUE,"Marvin",1,1
"Dilated Peoples Featuring Kanye West",TRUE,"Clint",1,1
"Dilated Peoples Featuring Kanye West",TRUE,"Jay",1,1
"Dion",TRUE,"Abraham",1,5
"Dion",TRUE,"Bobby",1,5
"Dion",TRUE,"Diane",1,5
"Dion",TRUE,"Ellis",1,5
"Dion",TRUE,"Janie",1,5
"Dion",TRUE,"John",1,5
"Dion",TRUE,"Martin",1,5
"Dion",TRUE,"Rosie",1,5
"Dion",TRUE,"Sandy",1,5
"Dion",TRUE,"Sue",1,5
"Dionne Warwick",FALSE,"April",1,4
"Dionne Warwick",FALSE,"Paris",1,4
"Dionne Warwick",TRUE,"Baby",1,2
"Dionne Warwick",TRUE,"Michael",1,2
"Dire Straits",FALSE,"London",1,4
"Dire Straits",TRUE,"Baby",1,4
"Dire Straits",TRUE,"Betty",1,4
"Dire Straits",TRUE,"Dixie",1,4
"Dire Straits",TRUE,"Harry",1,4
"Dire Straits",TRUE,"Jesus",1,4
"Dire Straits",TRUE,"Johnny",1,4
"Dire Straits",TRUE,"Mary",1,4
"Disturbed",FALSE,"Heaven",1,1
"Disturbed",TRUE,"Devon",1,1
"Divine",TRUE,"Baby",1,1
"Dixie Chicks",TRUE,"Baby",1,4
"Dixie Chicks",TRUE,"Delia",1,4
"Dixie Chicks",TRUE,"Earl",1,4
"Dixie Chicks",TRUE,"Hank",1,4
"Dixie Chicks",TRUE,"John",1,4
"Dixie Chicks",TRUE,"Junior",1,4
"Dixie Chicks",TRUE,"Mary Anne",1,4
"Dixie Chicks",TRUE,"Wanda",1,4
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",TRUE,"Baby",1,1
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",TRUE,"Jordan",1,1
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",TRUE,"Nia",1,1
"DJ Drama Featuring Wale, Tyga & Roscoe Dash",TRUE,"Serena",1,1
"DJ Drama Featuring Wale, Tyga & Roscoe Dash",TRUE,"Venus",1,1
"DJ ESCO Featuring Future & Lil Uzi Vert",TRUE,"Shaquille",1,1
"DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih",TRUE,"Baby",1,1
"DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih",TRUE,"Calvin",1,1
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",FALSE,"Cali",1,1
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",TRUE,"Ace",1,1
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",TRUE,"Bruce",1,1
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",TRUE,"George",1,1
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",TRUE,"Jesus",1,1
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",TRUE,"Ricky",1,1
"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",TRUE,"Ross",1,1
"DJ Khaled Featuring Beyonce & JAY Z",FALSE,"Mercedes",1,1
"DJ Khaled Featuring Beyonce & JAY Z",TRUE,"Ace",1,1
"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",FALSE,"Don",1,1
"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",FALSE,"Royce",1,1
"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",TRUE,"Bobby",1,1
"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",TRUE,"Kendrick",1,1
"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",TRUE,"Paul June",1,1
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",FALSE,"Bentley",1,1
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",FALSE,"Virginia",1,1
"DJ Khaled Featuring Chris Brown, August Alsina, Future, & Jeremih",FALSE,"Bentley",1,1
"DJ Khaled Featuring Chris Brown, August Alsina, Future, & Jeremih",FALSE,"Virginia",1,1
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",FALSE,"Catalina",1,1
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",TRUE,"Billie Jean",1,1
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",TRUE,"Dan",1,1
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",TRUE,"Oscar",1,1
"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",TRUE,"Jason",1,1
"DJ Khaled Featuring Drake",TRUE,"Gus",1,1
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",FALSE,"London",1,3
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",TRUE,"Andre",1,3
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",TRUE,"Baby",1,3
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",TRUE,"James",2,3
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",TRUE,"Marc",1,3
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",TRUE,"Pat",1,3
"DJ Khaled Featuring Jay Z & Future",FALSE,"Beverly",1,1
"DJ Khaled Featuring Jay Z & Future",TRUE,"Josh",1,1
"DJ Khaled Featuring JAY Z & Future",FALSE,"Beverly",1,1
"DJ Khaled Featuring JAY Z & Future",TRUE,"Josh",1,1
"DJ Khaled Featuring JAY Z, Future & B",TRUE,"Georgie",1,1
"DJ Khaled Featuring JAY Z, Future & B",TRUE,"Juan",1,1
"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",TRUE,"Ben",1,1
"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",TRUE,"Justin",1,1
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",TRUE,"Baby",1,1
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",TRUE,"Bobby",1,1
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",TRUE,"Bonnie",1,1
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",TRUE,"Clyde",1,1
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",TRUE,"Whitney",1,1
"DJ Khaled Featuring Kanye West & Rick Ross",TRUE,"Frank",1,1
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",TRUE,"Baby",1,1
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",TRUE,"Celine",1,1
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",TRUE,"Nicki",1,1
"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",TRUE,"Monique",1,1
"DJ Khaled Featuring Rihanna & Bryson Tiller",TRUE,"Bobby",1,1
"DJ Khaled Featuring Rihanna & Bryson Tiller",TRUE,"Jason",1,1
"DJ Khaled Featuring Rihanna & Bryson Tiller",TRUE,"Kitty",1,1
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",FALSE,"Royce",1,1
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",TRUE,"Al",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",FALSE,"Bennett",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",FALSE,"Cali",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",FALSE,"Carolina",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",FALSE,"Dallas",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",FALSE,"Virginia",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",TRUE,"Junior",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",TRUE,"King",1,1
"DJ Khaled Featuring T.I. Akon, Rick Ross, Fat Joe. Lil' Wayne & Baby",TRUE,"Rick",1,1
"DJ Kool",TRUE,"Charlie",1,1
"DJ Kool",TRUE,"Don Mack",1,1
"DJ Kool",TRUE,"Doug",1,1
"DJ Kool",TRUE,"Frank",1,1
"DJ Kool",TRUE,"Peter",1,1
"DJ Kool",TRUE,"Tony",1,1
"DJ Quik",TRUE,"Earl",1,1
"DJ Quik",TRUE,"Mike",1,1
"DJ Quik",TRUE,"Teddy",1,1
"DJ Sammy & Yanou Featuring Do",TRUE,"Baby",1,1
"DJ Snake & AlunaGeorge",TRUE,"Baby",1,1
"DJ Snake Featuring Justin Bieber",FALSE,"Heaven",1,1
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",FALSE,"Chanel",1,1
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",TRUE,"Adele",1,1
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",TRUE,"Hayley",1,1
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",TRUE,"Selena",1,1
"DMX Featuring Faith Evans",TRUE,"Baby",1,1
"DMX Featuring Faith Evans",TRUE,"Grace",1,1
"DMX Featuring Faith Evans",TRUE,"Jackie",1,1
"DMX Featuring Faith Evans",TRUE,"James",1,1
"DMX Featuring Faith Evans",TRUE,"Jarvis",1,1
"DMX Featuring Faith Evans",TRUE,"Jerry",1,1
"DMX Featuring Faith Evans",TRUE,"Kylie",1,1
"DMX Featuring Faith Evans",TRUE,"Renee",1,1
"DMX Featuring Faith Evans",TRUE,"Rhonda",1,1
"DMX Featuring Faith Evans",TRUE,"Xavier",1,1
"DNCE",TRUE,"Baby",1,1
"Dolly Parton",TRUE,"Baby",2,4
"Dolly Parton",TRUE,"Jolene",1,4
"Dolly Parton",TRUE,"Juliet",1,4
"Dolly Parton",TRUE,"Romeo",1,4
"Don Covay",TRUE,"Baby",1,1
"Don Covay",TRUE,"Don",1,1
"Don Covay & The Goodtimers",TRUE,"Don",1,1
"Don Henley",FALSE,"Summer",1,3
"Don Henley",TRUE,"Baby",1,3
"Don Henley",TRUE,"Harry",1,3
"Don Henley",TRUE,"Heaven",1,3
"Don Henley",TRUE,"Johnny",1,3
"Don McLean",TRUE,"Jack",1,1
"Don McLean",TRUE,"James",1,1
"Don McLean",TRUE,"Lennon",1,1
"Don Williams",TRUE,"Robin",1,1
"Donald Fagen",FALSE,"Paris",1,1
"Donna Fargo",TRUE,"Charlie",1,1
"Donna Summer",TRUE,"Alice",1,3
"Donna Summer",TRUE,"Baby",2,3
"Donna Summer",TRUE,"Peter",1,3
"Donny Osmond",FALSE,"April",1,1
"Donovan",TRUE,"Andy",1,4
"Donovan",TRUE,"Carmine",1,4
"Donovan",TRUE,"Celia",1,4
"Donovan",TRUE,"Jennifer",1,4
"Donovan",TRUE,"Jenny",1,4
"Donovan",TRUE,"Susan",1,4
"Dorothy Moore",FALSE,"Heaven",1,1
"Dorothy Moore",TRUE,"Baby",1,1
"Dr. Dre",FALSE,"Martin",1,1
"Dr. Dre",TRUE,"Jack",1,1
"Dr. Dre Featuring Eminem",FALSE,"Mercedes",1,1
"Dr. Dre Featuring Eminem",TRUE,"Hailie",1,1
"Dr. Dre Featuring Eminem",TRUE,"Karl",1,1
"Dr. Hook",TRUE,"Adam",1,6
