"artist","person","name","names","songs"
"A Boogie Wit da Hoodie",TRUE,"Baby",1,3
"A Boogie Wit da Hoodie",TRUE,"Bobby",1,3
"A Boogie Wit da Hoodie",TRUE,"Savannah",1,3
"A Boogie Wit da Hoodie Featuring 21 Savage",TRUE,"Nia",1,1
"A Boogie Wit da Hoodie Featuring 21 Savage",TRUE,"Steve",1,1
"A Boogie Wit da Hoodie Featuring 6ix9ine",TRUE,"London",1,1
"A Boogie Wit da Hoodie Featuring DJ SPINKING",FALSE,"Bentley",1,1
"A Boogie Wit da Hoodie Featuring DJ SPINKING",TRUE,"Bruce",1,1
"A Boogie Wit da Hoodie Featuring Juice WRLD",FALSE,"Mercedes",1,1
"A Boogie Wit da Hoodie Featuring Kodak Black",FALSE,"Harley",1,1
"A Boogie Wit da Hoodie Featuring Kodak Black",TRUE,"Carlton",1,1
"A Boogie Wit da Hoodie Featuring Kodak Black",TRUE,"Scottie",1,1
"A Boogie Wit da Hoodie Featuring Kodak Black",TRUE,"Wayne",1,1
"A Boogie Wit da Hoodie Featuring Offset & Tyga",TRUE,"Ray",1,1
"A Boogie Wit da Hoodie Featuring Offset & Tyga",TRUE,"Remy",1,1
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again",FALSE,"Bentley",1,1
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again",FALSE,"Louis",1,1
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again",FALSE,"Rico",1,1
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again",TRUE,"Mike",1,1
"A Flock Of Seagulls",FALSE,"Aurora",1,1
"A Tribe Called Quest",FALSE,"Brooklyn",1,4
"A Tribe Called Quest",FALSE,"Dallas",1,4
"A Tribe Called Quest",FALSE,"Fran",1,4
"A Tribe Called Quest",FALSE,"Houston",1,4
"A Tribe Called Quest",FALSE,"John",1,4
"A Tribe Called Quest",FALSE,"London",1,4
"A Tribe Called Quest",TRUE,"Buddy",1,4
"A Tribe Called Quest",TRUE,"Madeline",1,4
"A Tribe Called Quest",TRUE,"Mario",1,4
"A Tribe Called Quest",TRUE,"Martin",1,4
"A Tribe Called Quest",TRUE,"Muhammad",2,4
"A Tribe Called Quest",TRUE,"Tisha",1,4
"A Tribe Called Quest",TRUE,"Tony",1,4
"A+",TRUE,"Craig",1,1
"A$AP Ferg Featuring Nicki Minaj",FALSE,"Nick",1,1
"A$AP Ferg Featuring Nicki Minaj",TRUE,"Bella",1,1
"A$AP Ferg Featuring Nicki Minaj",TRUE,"Ben",1,1
"A$AP Ferg Featuring Nicki Minaj",TRUE,"Jane",1,1
"A$AP Ferg Featuring Nicki Minaj",TRUE,"Kendall",1,1
"A$AP Ferg Featuring Nicki Minaj",TRUE,"Kirk",1,1
"Aaliyah",TRUE,"Aaliyah",2,8
"Aaliyah",TRUE,"Baby",6,8
"Aaliyah",TRUE,"Bonnie",1,8
"Aaliyah",TRUE,"Clyde",1,8
"Aaliyah Featuring Timbaland",TRUE,"Baby",1,1
"Aaron Carter",TRUE,"Aaron",2,2
"Aaron Carter",TRUE,"Jo",1,2
"Aaron Carter",TRUE,"Shaquille",1,2
"Aaron Lewis Featuring George Jones & Charlie Daniels",TRUE,"Hank",1,1
"Aaron Neville",TRUE,"Baby",4,4
"ABBA",TRUE,"Fernando",1,2
"ABBA",TRUE,"Napoleon",1,2
"ABC",TRUE,"James",1,2
"ABC",TRUE,"Luther",1,2
"ABC",TRUE,"Martin",1,2
"ABC",TRUE,"Marvin",1,2
"Ace Hood",FALSE,"Mercedes",1,1
"Ace Hood",TRUE,"Marley",1,1
"Ace Hood Featuring Chris Brown",FALSE,"Chanel",1,1
"Ace Hood Featuring Chris Brown",TRUE,"Ace",1,1
"Ace Hood Featuring Chris Brown",TRUE,"Baby",1,1
"Ace Hood Featuring Future & Rick Ross",FALSE,"Royce",1,1
"Ace Hood Featuring Future & Rick Ross",TRUE,"Ace",1,1
"Ace Hood Featuring Future & Rick Ross",TRUE,"Kobe",1,1
"Ace Hood Featuring Future & Rick Ross",TRUE,"Ricky",1,1
"Ace Of Base",TRUE,"Baby",1,1
"Action Bronson Featuring Chance The Rapper",TRUE,"Ben",1,1
"Action Bronson Featuring Chance The Rapper",TRUE,"Delilah",1,1
"Adam Lambert",FALSE,"Winter",1,5
"Adam Lambert",TRUE,"Baby",2,4
"Adam Lambert",TRUE,"Elvis",1,4
"Adam Lambert",TRUE,"James",1,4
"Adam Lambert",TRUE,"Jesus",1,4
"Adam Sandler",TRUE,"Abby",1,1
"Adam Sandler",TRUE,"Ann",1,1
"Adam Sandler",TRUE,"Arthur",1,1
"Adam Sandler",TRUE,"David",1,1
"Adam Sandler",TRUE,"Dinah",1,1
"Adam Sandler",TRUE,"Harrison",1,1
"Adam Sandler",TRUE,"James",1,1
"Adam Sandler",TRUE,"Kirk",1,1
"Adam Sandler",TRUE,"Paul",1,1
"Adam Sandler",TRUE,"Rod",1,1
"Adam Sandler",TRUE,"Tom",1,1
"Adam Sandler",TRUE,"Veronica",1,1
"Adina Howard",TRUE,"Adina",1,1
"Aerosmith",TRUE,"Baby",5,8
"Aerosmith",TRUE,"Carrie",1,8
"Aerosmith",TRUE,"Janie",1,8
"Aerosmith",TRUE,"Paul",1,8
"Aerosmith",TRUE,"Venus",1,8
"Afrojack Featuring Eva Simons",TRUE,"Baby",1,1
"After 7",TRUE,"Baby",1,1
"Akon",FALSE,"Angel",1,2
"Akon",TRUE,"Gwen",1,1
"Akon Featuring Eminem",TRUE,"Bo",1,1
"Akon Featuring Lil Wayne",TRUE,"Michael",1,1
"Akon Featuring Lil Wayne & Young Jeezy",TRUE,"Michael",1,1
"Akon Featuring Snoop Dogg",TRUE,"Baby",1,1
"Akon Featuring Styles P.",TRUE,"Baby",1,1
"Al B. Sure!",FALSE,"Mercedes",1,2
"Al B. Sure!",TRUE,"Al",1,2
"Al B. Sure!",TRUE,"Eddie",1,2
"Al B. Sure!",TRUE,"Scott",1,2
"Al Green",FALSE,"Heaven",1,8
"Al Green",TRUE,"Baby",5,7
"Al Green",TRUE,"Belle",1,7
"Al Green",TRUE,"Jesus",1,7
"Al Green",TRUE,"Joe",1,7
"Al Martino",FALSE,"Easter",1,2
"Al Martino",TRUE,"Mary",1,1
"Al Stewart",TRUE,"Lily",1,2
"Al Stewart",TRUE,"Peter",1,2
"Al Wilson",TRUE,"Baby",1,1
"Alabama",FALSE,"Heaven",1,1
"Alabama Shakes",TRUE,"Brittany",1,1
"Alan Jackson",FALSE,"Ford",1,10
"Alan Jackson",FALSE,"Georgia",1,10
"Alan Jackson",FALSE,"Heaven",3,10
"Alan Jackson",FALSE,"Johnson",1,10
"Alan Jackson",FALSE,"Venus",1,10
"Alan Jackson",TRUE,"Barney",1,8
"Alan Jackson",TRUE,"Elvis",1,8
"Alan Jackson",TRUE,"Hank",1,8
"Alan Jackson",TRUE,"Jesus",4,8
"Alan Jackson",TRUE,"Johnson",1,8
"Alan Jackson",TRUE,"Lee",1,8
"Alan Jackson",TRUE,"Lucy",1,8
"Alan Jackson",TRUE,"Mario",1,8
"Alan Jackson",TRUE,"Morgan",1,8
"Alan Jackson",TRUE,"Sam",1,8
"Alanis Morissette",FALSE,"India",1,2
"Alanis Morissette",TRUE,"Jonathan",1,1
"Alanis Morissette",TRUE,"Marcus",1,1
"Alanis Morissette",TRUE,"Matthew",1,1
"Alanis Morissette",TRUE,"Terrance",1,1
"Alannah Myles",FALSE,"Heaven",1,2
"Alannah Myles",TRUE,"Jimmy",1,1
"Alexander O'Neal",TRUE,"Alex",1,1
"Alexander O'Neal",TRUE,"Kay",1,1
"Alexander O'Neal",TRUE,"Patty",1,1
"Alice Cooper",FALSE,"America",1,3
"Alice Cooper",FALSE,"Louis",1,3
"Alice Cooper",FALSE,"Royce",1,3
"Alice Cooper",TRUE,"Baby",1,2
"Alice Cooper",TRUE,"Billy",1,2
"Alice Cooper",TRUE,"Damon",1,2
"Alicia Bridges",TRUE,"Alicia",1,1
"Alicia Keys",TRUE,"Baby",3,4
"Alicia Keys",TRUE,"Bill",1,4
"Alicia Keys",TRUE,"Camille",1,4
"Alicia Keys",TRUE,"Catherine",1,4
"Alicia Keys",TRUE,"Ike",1,4
"Alicia Keys",TRUE,"Jada",1,4
"Alicia Keys",TRUE,"James",1,4
"Alicia Keys",TRUE,"Joe",1,4
"Alicia Keys",TRUE,"Kimora",1,4
"Alicia Keys",TRUE,"Russell",1,4
"Alicia Keys",TRUE,"Tina",1,4
"Alicia Keys",TRUE,"Will",1,4
"Alien Ant Farm",TRUE,"Annie",1,1
"All Saints",TRUE,"Baby",1,1
"All-4-One",FALSE,"Heaven",1,2
"All-4-One",TRUE,"Baby",1,2
"All-4-One",TRUE,"Juliet",1,2
"All-4-One",TRUE,"Romeo",1,2
"Alpha Rev",TRUE,"Mona Lisa",1,1
"Alphaville",FALSE,"Heaven",1,2
"Alphaville",FALSE,"Winter",1,2
"Alvin And The Chipmunks Featuring Chris Classic",TRUE,"Baby",1,1
"Amanda Marshall",FALSE,"Jim",1,1
"Amanda Marshall",TRUE,"Virgil",1,1
"Ambrosia",TRUE,"Baby",1,2
"Ambrosia",TRUE,"Fred",1,2
"Ambrosia",TRUE,"Ginger",1,2
"Amel Larrieux",FALSE,"Brooklyn",1,1
"America",FALSE,"Madison",1,4
"America",TRUE,"Daisy",1,4
"America",TRUE,"Daisy Jane",1,4
"America",TRUE,"Greta",1,4
"America",TRUE,"Joe",1,4
"America",TRUE,"Rudolph",1,4
"America",TRUE,"Sam",1,4
"America",TRUE,"Sammy",1,4
"America",TRUE,"Sue",1,4
"America",TRUE,"Susie",1,4
"Amerie",TRUE,"Baby",1,1
"Amii Stewart",TRUE,"Baby",1,1
"Amine",TRUE,"Baby",1,1
"Amine",TRUE,"Caroline",1,1
"Amine",TRUE,"Meagan",1,1
"Amy Grant",TRUE,"Baby",3,4
"Amy Grant",TRUE,"Mario",1,4
"Amy Winehouse",TRUE,"Ray",1,1
"Amy Winehouse Featuring Ghostface Killah",FALSE,"Stella",1,1
"Amy Winehouse Featuring Ghostface Killah",TRUE,"Roger",1,1
"Andrew Gold",TRUE,"Juliet",1,1
"Andrew Gold",TRUE,"Romeo",1,1
"Andrew McMahon In The Wilderness",FALSE,"London",1,1
"Andrew McMahon In The Wilderness",TRUE,"Cecilia",1,1
"Andy Gibb",FALSE,"Heaven",1,1
"Andy Griggs",TRUE,"Baby",2,2
"Andy Kim",TRUE,"Baby",2,2
"Andy Pratt",TRUE,"Annie",1,1
"Andy Pratt",TRUE,"Floyd",1,1
"Andy Williams",FALSE,"Bernadette",1,4
"Andy Williams",FALSE,"Lourdes",1,4
"Andy Williams",TRUE,"Baby",1,4
"Andy Williams",TRUE,"Danny",1,4
"Andy Williams",TRUE,"Maria",1,4
"Andy Williams",TRUE,"Sunshine",1,4
"Andy Williams",TRUE,"Tony",1,4
"Angel",FALSE,"Paris",1,1
"Angie Stone",TRUE,"Baby",1,1
"Anita Baker",TRUE,"Baby",2,2
"Anna Nalick",FALSE,"May",1,1
"Anne Murray",FALSE,"Heaven",1,3
"Anne Murray",TRUE,"Baby",1,3
"Anne Murray",TRUE,"Bryant",1,3
"Anne Murray",TRUE,"Jean",1,3
"Another Bad Creation",TRUE,"Chris",1,1
"Another Bad Creation",TRUE,"Dallas",1,1
"Another Bad Creation",TRUE,"Iesha",1,1
"Another Bad Creation",TRUE,"Mark",1,1
"Anthony Hamilton",TRUE,"Charlene",1,1
"Anuel AA & Karol G",TRUE,"Baby",1,1
"Anuel AA & Romeo Santos",TRUE,"Baby",1,1
"Anuel AA & Romeo Santos",TRUE,"Ella",1,1
"Anuel AA & Romeo Santos",TRUE,"Kelly",1,1
"Anuel AA & Romeo Santos",TRUE,"Romeo",1,1
"April Wine",TRUE,"Baby",1,1
"Aqua",TRUE,"Ken",1,1
"Arcadia",TRUE,"Judy",1,1
"Aretha Franklin",FALSE,"Brooklyn",1,15
"Aretha Franklin",FALSE,"Dixie",1,15
"Aretha Franklin",FALSE,"Mason",1,15
"Aretha Franklin",FALSE,"Virginia",1,15
"Aretha Franklin",TRUE,"Anna Lee",1,15
"Aretha Franklin",TRUE,"Aretha",1,15
"Aretha Franklin",TRUE,"Baby",6,15
"Aretha Franklin",TRUE,"Carmen",1,15
"Aretha Franklin",TRUE,"Carolyn",1,15
"Aretha Franklin",TRUE,"Eleanor",1,15
"Aretha Franklin",TRUE,"Eloise",1,15
"Aretha Franklin",TRUE,"Fanny",1,15
"Aretha Franklin",TRUE,"Jack",1,15
"Aretha Franklin",TRUE,"Jimmy",1,15
"Aretha Franklin",TRUE,"Jimmy Lee",1,15
"Aretha Franklin",TRUE,"Joe",1,15
"Aretha Franklin",TRUE,"Kelly",2,15
"Aretha Franklin",TRUE,"Luke",1,15
"Aretha Franklin",TRUE,"Luther",1,15
"Aretha Franklin",TRUE,"Moses",1,15
"Ariana Grande",TRUE,"Abel",1,10
"Ariana Grande",TRUE,"Ari",1,10
"Ariana Grande",TRUE,"Baby",6,10
"Ariana Grande",TRUE,"Malcolm",1,10
"Ariana Grande",TRUE,"Perla",1,10
"Ariana Grande",TRUE,"Pete",1,10
"Ariana Grande",TRUE,"Ricky",1,10
"Ariana Grande",TRUE,"Sean",1,10
"Ariana Grande",TRUE,"Tiffany",1,10
"Ariana Grande",TRUE,"Vickie",1,10
"Ariana Grande & The Weeknd",TRUE,"Baby",1,1
"Ariana Grande & Victoria Monet",TRUE,"Cletus",1,1
"Ariana Grande & Victoria Monet",TRUE,"Eric",1,1
"Ariana Grande Featuring Future",TRUE,"Baby",1,1
"Ariana Grande Featuring Lil Wayne",TRUE,"Ariana",1,1
"Ariana Grande Featuring Lil Wayne",TRUE,"Wayne",1,1
"Ariana Grande Featuring Mac Miller",TRUE,"Baby",1,1
"Ariana Grande Featuring Mac Miller",TRUE,"Bruce",1,1
"Ariana Grande Featuring Nicki Minaj",TRUE,"Ariana",2,2
"Ariana Grande Featuring Nicki Minaj",TRUE,"Baby",1,2
"Ariana Grande Featuring Nicki Minaj",TRUE,"Nicki",1,2
"Ariana Grande Featuring Nicki Minaj",TRUE,"Stephanie",1,2
"Ariana Grande Featuring Nicki Minaj",TRUE,"Tiffany",1,2
"Arianna Featuring Pitbull",FALSE,"America",1,1
"Art Garfunkel",FALSE,"London",1,1
"Arthur Conley",FALSE,"Georgia",1,2
"Arthur Conley",TRUE,"Dave",1,1
"Arthur Conley",TRUE,"James",1,1
"Arthur Conley",TRUE,"Lou",1,1
"Arthur Conley",TRUE,"Otis",1,1
"Arthur Conley",TRUE,"Sally",1,1
"Arthur Conley",TRUE,"Sam",1,1
"Arthur Conley",TRUE,"Wilson",1,1
"Ashanti",TRUE,"Ashanti",2,4
"Ashanti",TRUE,"Baby",2,4
"Asher Roth",TRUE,"Allen",1,3
"Asher Roth",TRUE,"Ashley",1,3
"Asher Roth",TRUE,"Bob",1,3
"Asher Roth",TRUE,"Ike",1,3
"Asher Roth",TRUE,"Jesus",1,3
"Asher Roth",TRUE,"Mario",1,3
"Asher Roth",TRUE,"Mohammed",1,3
"Asher Roth",TRUE,"Moses",1,3
"Asher Roth",TRUE,"Teddy",1,3
"Asher Roth",TRUE,"Tim",1,3
"Ashley Tisdale",TRUE,"Ashley",1,2
"Ashley Tisdale",TRUE,"Baby",1,2
"Ashley Tisdale",TRUE,"Jessica",1,2
"Ashton Shepherd",TRUE,"Jesus",1,1
"Atlanta Rhythm Section",FALSE,"Austin",1,5
"Atlanta Rhythm Section",FALSE,"Georgia",1,5
"Atlanta Rhythm Section",TRUE,"Baby",1,4
"Atlanta Rhythm Section",TRUE,"Dean",1,4
"Atlanta Rhythm Section",TRUE,"Liberty",1,4
"Atlanta Rhythm Section",TRUE,"Star",1,4
"Atlantic Starr",FALSE,"Heaven",1,1
"August Alsina",TRUE,"August",1,1
"Augustana",FALSE,"Boston",1,1
"Austin Mahone Featuring Pitbull",TRUE,"Armando",1,1
"Austin Mahone Featuring Pitbull",TRUE,"Austin",1,1
"Austin Mahone Featuring Pitbull",TRUE,"Jordan",1,1
"Avant",TRUE,"Baby",2,2
"Avant",TRUE,"Kim",1,2
"Avant",TRUE,"Stacy",1,2
"Aventura Featuring Don Omar",FALSE,"Carolina",1,1
"Aventura Featuring Don Omar",FALSE,"Rico",1,1
"Average White Band",TRUE,"Baby",1,1
"Avril Lavigne",TRUE,"Baby",1,2
"Avril Lavigne",TRUE,"Kitty",1,2
"Avril Lavigne",TRUE,"Mina",1,2
"AZ",FALSE,"Paris",1,1
"AZ",FALSE,"Thomas",1,1
"B.B. King",FALSE,"Heaven",1,10
"B.B. King",TRUE,"Baby",5,9
"B.B. King",TRUE,"Frank",1,9
"B.B. King",TRUE,"Lucille",3,9
"B.B. King",TRUE,"Ray",1,9
"B.B. King",TRUE,"Sam",1,9
"B.B. King",TRUE,"Sammy",1,9
"B.J. Thomas",FALSE,"Paul",1,4
"B.J. Thomas",TRUE,"Eve",1,3
"B.J. Thomas",TRUE,"Jesus",1,3
"B.J. Thomas",TRUE,"Noah",1,3
"B.o.B",FALSE,"Paris",1,3
"B.o.B",TRUE,"Bob",1,3
"B.o.B",TRUE,"Bobby",1,3
"B.o.B",TRUE,"Bobby Ray",1,3
"B.o.B",TRUE,"Mona Lisa",1,3
"B.o.B Featuring 2 Chainz",TRUE,"Ben",1,1
"B.o.B Featuring 2 Chainz",TRUE,"Jerry",1,1
"B.o.B Featuring 2 Chainz",TRUE,"Shakira",1,1
"B.o.B Featuring Andre 3000",TRUE,"Julius",1,1
"B.o.B Featuring Bruno Mars",FALSE,"Georgia",1,1
"B.o.B Featuring Bruno Mars",FALSE,"London",1,1
"B.o.B Featuring Bruno Mars",FALSE,"Paris",1,1
"B.o.B Featuring Bruno Mars",TRUE,"Baby",1,1
"B.o.B Featuring Bruno Mars",TRUE,"Bruno",1,1
"B.o.B Featuring Eminem & Haley Williams",TRUE,"Bobby Ray",1,1
"B.o.B Featuring Lil Wayne",TRUE,"Arnold",1,1
"B.o.B Featuring Lil Wayne",TRUE,"Nancy",1,1
"B.o.B Featuring Priscilla",TRUE,"John",1,1
"B.o.B Featuring Rivers Cuomo",TRUE,"Aretha",1,1
"B.o.B Featuring Rivers Cuomo",TRUE,"David",1,1
"B.o.B Featuring T.I. & Playboy Tre",FALSE,"Bentley",1,1
"B.o.B Featuring T.I. & Playboy Tre",FALSE,"Sidney",1,1
"B.o.B Featuring T.I. & Playboy Tre",TRUE,"Bud",1,1
"B.o.B Featuring T.I. & Playboy Tre",TRUE,"James",1,1
"B.o.B Featuring T.I. & Playboy Tre",TRUE,"Ray",1,1
