"name","college","link","smallMult","rank","draft_year","draft_rd","draft_pk","recruit_year","avgRank","top","highSchool","coll","draft","rookie","valid_seasons","allstar","bad","good","great","highest"
"Brent Petway","University of Michigan","https://www.sports-reference.com/cbb/players/brent-petway-1.html",0,62,,,,2003,,1,1,0,,,,,,,,"college"
"Art Bowers","University of Massachusetts Amherst","https://www.sports-reference.com/cbb/players/art-bowers-1.html",0,63,,,,2003,,1,1,0,,,,,,,,"college"
"Dorell Wright","","/players/w/wrighdo01.html",0,64,2004,1,19,2003,87,1,1,1,1,1,3,,,1,,"good"
"Mike Nardi","Villanova University","https://www.sports-reference.com/cbb/players/mike-nardi-1.html",1,65,,,,2003,,1,1,0,,,,,,,,"college"
"Paul Millsap","Louisiana Tech University","/players/m/millspa01.html",0,66,2006,2,47,2003,19.3,1,1,1,1,1,10,1,,,,"allstar"
"Jeremy Ingram","East Carolina University","https://www.sports-reference.com/cbb/players/jeremy-ingram-1.html",0,67,,,,2003,,1,1,0,,,,,,,,"college"
"Guillermo Diaz","University of Miami","/players/d/diazgu01.html",0,68,2006,2,52,2003,,1,1,1,1,0,0,,,,,"rookie"
"Jermareo Davidson","University of Alabama","/players/d/davidje01.html",1,68,2007,2,36,2003,,1,1,1,1,1,0,,1,,,"bad"
"Dwight Brewington","Liberty University","https://www.sports-reference.com/cbb/players/dwight-brewington-1.html",0,70,,,,2003,,1,1,0,,,,,,,,"college"
"Dameon Mason","Louisiana State University","https://www.sports-reference.com/cbb/players/dameon-mason-1.html",0,71,,,,2003,,1,1,0,,,,,,,,"college"
"Kenny Harris","Valparaiso University","https://www.sports-reference.com/cbb/players/kenny-harris-2.html",0,72,,,,2003,,1,1,0,,,,,,,,"college"
"Wesley Green","DePaul University","https://www.sports-reference.com/cbb/players/wesley-green-1.html",0,73,,,,2003,,1,1,0,,,,,,,,"college"
"Darian Townes","University of Arkansas","https://www.sports-reference.com/cbb/players/darian-townes-1.html",0,74,,,,2003,,1,1,0,,,,,,,,"college"
"Lorrenzo Wade","San Diego State University","https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html",0,75,,,,2003,,1,1,0,,,,,,,,"college"
"Dez Willingham","Southern Methodist University","https://www.sports-reference.com/cbb/players/dez-willingham-1.html",0,76,,,,2003,,1,1,0,,,,,,,,"college"
"Hassan Fofana","Loyola College in Maryland","https://www.sports-reference.com/cbb/players/hassan-fofana-1.html",0,77,,,,2003,,1,1,0,,,,,,,,"college"
"P.J. Tucker","University of Texas at Austin","/players/t/tuckepj01.html",1,79,2006,2,35,2003,72.8,1,1,1,1,1,6,,,1,,"good"
"Vincent Banks","","",0,80,,,,2003,,1,0,,,,,,,,,"highSchool"
"Renaldo Balkman","University of South Carolina","/players/b/balkmre01.html",0,80,2006,1,20,2003,,1,1,1,1,1,0,,1,,,"bad"
"Wesley Washington","Oregon State University","https://www.sports-reference.com/cbb/players/wesley-washington-1.html",0,82,,,,2003,,1,1,0,,,,,,,,"college"
"Tim Morris","University of Washington","https://www.sports-reference.com/cbb/players/tim-morris-1.html",0,83,,,,2003,,1,1,0,,,,,,,,"college"
"Sammy Mejia","DePaul University","https://www.sports-reference.com/cbb/players/sammy-mejia-1.html",0,84,2007,,,2003,,1,1,1,0,,,,,,,"draft"
"Lawrence McKenzie","University of Minnesota","https://www.sports-reference.com/cbb/players/lawrence-mckenzie-1.html",0,85,,,,2003,,1,1,0,,,,,,,,"college"
"Matt Causey","Georgia Institute of Technology","https://www.sports-reference.com/cbb/players/matt-causey-1.html",1,86,,,,2003,,1,1,0,,,,,,,,"college"
"Keith Wooden","University of North Texas","https://www.sports-reference.com/cbb/players/keith-wooden-1.html",0,87,,,,2003,,1,1,0,,,,,,,,"college"
"Brandon Wallace","University of South Carolina","https://www.sports-reference.com/cbb/players/brandon-wallace-1.html",0,88,,,,2003,,1,1,0,,,,,,,,"college"
"Omari Isreal","Loyola College in Maryland","https://www.sports-reference.com/cbb/players/omari-isreal-1.html",0,89,,,,2003,,1,1,0,,,,,,,,"college"
"Ryan Appleby","University of Washington","https://www.sports-reference.com/cbb/players/ryan-appleby-1.html",0,90,,,,2003,,1,1,0,,,,,,,,"college"
"Gerald Brown","Providence College","https://www.sports-reference.com/cbb/players/gerald-brown-1.html",0,90,,,,2003,,1,1,0,,,,,,,,"college"
"Daon Merritt","University of South Alabama","https://www.sports-reference.com/cbb/players/daon-merritt-1.html",0,92,,,,2003,,1,1,0,,,,,,,,"college"
"Devon Evertsen","Boston College","https://www.sports-reference.com/cbb/players/devon-evertsen-1.html",0,93,,,,2003,,1,1,0,,,,,,,,"college"
"Will Blalock","Iowa State University","/players/b/blalowi01.html",0,94,2006,2,60,2003,,1,1,1,1,0,0,,,,,"rookie"
"Josh Boone","University of Connecticut","/players/b/boonejo01.html",1,95,2006,1,23,2003,144.5,1,1,1,1,1,1,,1,,,"bad"
"Sylvester Mayes","Ohio State University","https://www.sports-reference.com/cbb/players/sylvester-mayes-1.html",1,96,,,,2003,,1,1,0,,,,,,,,"college"
"Patrick Ewing","Georgetown University","/players/e/ewingpa02.html",1,97,2008,2,43,2003,,1,1,1,1,0,0,,,,,"rookie"
"Karron Clarke","DePaul University","https://www.sports-reference.com/cbb/players/karron-clarke-1.html",0,98,,,,2003,,1,1,0,,,,,,,,"college"
"Shawn Taylor","California State University, Fresno","https://www.sports-reference.com/cbb/players/shawn-taylor-1.html",0,99,,,,2003,,1,1,0,,,,,,,,"college"
"Longar Longar","University of Oklahoma","https://www.sports-reference.com/cbb/players/longar-longar-1.html",0,100,,,,2003,,1,1,0,,,,,,,,"college"
"Dwight Howard","","/players/h/howardw01.html",0,1,2004,1,1,2004,7.9,1,1,2,1,1,13,1,,,,"allstar"
"Shaun Livingston","","/players/l/livinsh01.html",0,2,2004,1,4,2004,137.5,1,1,2,1,1,4,,1,,,"bad"
"Al Jefferson","","/players/j/jeffeal01.html",0,3,2004,1,15,2004,59.1,1,1,2,1,1,9,,,,1,"great"
"Josh Smith","","/players/s/smithjo03.html",0,4,2004,1,17,2004,19.9,1,1,2,1,1,11,1,,,,"allstar"
"Rudy Gay","University of Connecticut","/players/g/gayru01.html",1,5,2006,1,8,2004,55.3,1,1,1,1,1,10,,,,1,"great"
"Sebastian Telfair","","/players/t/telfase01.html",0,6,2004,1,13,2004,166,1,1,2,1,1,4,,1,,,"bad"
"Marvin Williams","University of North Carolina","/players/w/willima02.html",1,7,2005,1,2,2004,71.9,1,1,1,1,1,13,,,1,,"good"
"Robert Swift","","/players/s/swiftro01.html",0,8,2004,1,12,2004,,1,1,2,1,1,0,,1,,,"bad"
"Malik Hairston","University of Oregon","/players/h/hairsma01.html",0,9,2008,2,48,2004,,1,1,1,1,1,0,,1,,,"bad"
"Randolph Morris","University of Kentucky","/players/m/morrira01.html",1,10,,,,2004,,1,1,0,,,0,,,,,"college"
"Glen Davis","Louisiana State University","/players/d/davisgl01.html",0,11,2007,2,35,2004,172.875,1,1,1,1,1,4,,1,,,"bad"
"LaMarcus Aldridge","University of Texas at Austin","/players/a/aldrila01.html",1,12,2006,1,2,2004,23.6,1,1,1,1,1,11,1,,,,"allstar"
"D.J. White","Indiana University","/players/w/whitedj01.html",0,13,2008,1,29,2004,,1,1,1,1,1,0,,1,,,"bad"
"Joe Crawford","University of Kentucky","/players/c/crawfjo01.html",1,14,2008,2,58,2004,,1,1,1,1,0,0,,,,,"rookie"
"Darius Washington","University of Memphis","/players/w/washida01.html",1,15,,,,2004,,1,1,0,,,0,,,,,"college"
"Juan Palacios","University of Louisville","https://www.sports-reference.com/cbb/players/juan-palacios-1.html",1,16,,,,2004,,1,1,0,,,,,,,,"college"
"Jawann McClellan","University of Arizona","https://www.sports-reference.com/cbb/players/jawann-mcclellan-1.html",1,17,,,,2004,,1,1,0,,,,,,,,"college"
"DeMarcus Nelson","Duke University","/players/n/nelsode01.html",1,18,,,,2004,,1,1,0,,,0,,,,,"college"
"Daniel Gibson","University of Texas at Austin","/players/g/gibsoda01.html",1,19,2006,2,42,2004,128.666666666667,1,1,1,1,1,3,,1,,,"bad"
"Jordan Farmar","University of California, Los Angeles","/players/f/farmajo01.html",1,20,2006,1,26,2004,132.5,1,1,1,1,1,2,,1,,,"bad"
"Rajon Rondo","University of Kentucky","/players/r/rondora01.html",1,21,2006,1,21,2004,25.3,1,1,1,1,1,10,1,,,,"allstar"
"Mike Williams","University of Cincinnati","https://www.sports-reference.com/cbb/players/mike-williams-5.html",0,22,,,,2004,,1,1,0,,,,,,,,"college"
"J.R. Smith","","/players/s/smithjr01.html",0,23,2004,1,18,2004,53.1,1,1,2,1,1,9,,,,1,"great"
"A.J. Price","University of Connecticut","/players/p/priceaj01.html",1,24,2009,2,52,2004,,1,1,1,1,1,0,,1,,,"bad"
"Corey Brewer","University of Florida","/players/b/breweco01.html",1,25,2007,1,7,2004,111.5,1,1,1,1,1,8,,,1,,"good"
"Arron Afflalo","University of California, Los Angeles","/players/a/afflaar01.html",1,26,2007,1,27,2004,112.8,1,1,1,1,1,8,,,1,,"good"
"Jason Rich","Florida State University","https://www.sports-reference.com/cbb/players/jason-rich-1.html",1,27,,,,2004,,1,1,0,,,,,,,,"college"
"Marquise Gray","Michigan State University","https://www.sports-reference.com/cbb/players/marquise-gray-1.html",1,28,,,,2004,,1,1,0,,,,,,,,"college"
"Kyle Lowry","Villanova University","/players/l/lowryky01.html",1,29,2006,1,24,2004,12.7,1,1,1,1,1,11,1,,,,"allstar"
"Robert Vaden","University of Alabama at Birmingham","https://www.sports-reference.com/cbb/players/robert-vaden-1.html",0,30,2009,,,2004,,1,1,1,0,,,,,,,"draft"
"Russell Robinson","University of Kansas","https://www.sports-reference.com/cbb/players/russell-robinson-1.html",1,31,,,,2004,,1,1,0,,,,,,,,"college"
"Roy Bright","Delaware State University","https://www.sports-reference.com/cbb/players/roy-bright-1.html",0,32,,,,2004,,1,1,0,,,,,,,,"college"
"Gabe Pruitt","University of Southern California","/players/p/pruitga01.html",1,33,2007,2,32,2004,,1,1,1,1,1,0,,1,,,"bad"
"Shawne Williams","University of Memphis","/players/w/willish03.html",1,34,2006,1,17,2004,,1,1,1,1,1,0,,1,,,"bad"
"Cedric Simmons","North Carolina State University","/players/s/simmoce01.html",1,34,2006,1,15,2004,,1,1,1,1,1,0,,1,,,"bad"
"Josh Wright","Syracuse University","https://www.sports-reference.com/cbb/players/josh-wright-1.html",1,36,,,,2004,,1,1,0,,,,,,,,"college"
"Greg Stiemsma","University of Wisconsin","/players/s/stiemgr01.html",0,37,,,,2004,,1,1,0,,,0,,,,,"college"
"Ronald Steele","University of Alabama","https://www.sports-reference.com/cbb/players/ronald-steele-1.html",1,38,,,,2004,,1,1,0,,,,,,,,"college"
"Bryce Taylor","University of Oregon","https://www.sports-reference.com/cbb/players/bryce-taylor-1.html",0,39,,,,2004,,1,1,0,,,,,,,,"college"
"Isaiah Swann","Florida State University","https://www.sports-reference.com/cbb/players/isaiah-swann-1.html",1,40,,,,2004,,1,1,0,,,,,,,,"college"
"Brian Johnson","Mississippi State University","https://www.sports-reference.com/cbb/players/brian-johnson-3.html",0,40,,,,2004,,1,1,0,,,,,,,,"college"
"Sasha Kaun","University of Kansas","https://www.sports-reference.com/cbb/players/sasha-kaun-1.html",1,43,2008,,,2004,,1,1,1,0,,,,,,,"draft"
"Steven Hill","University of Arkansas","/players/h/hillst01.html",0,44,,,,2004,,1,1,0,,,0,,,,,"college"
"Jason Horton","University of Missouri","https://www.sports-reference.com/cbb/players/jason-horton-1.html",0,45,,,,2004,,1,1,0,,,,,,,,"college"
"Sean Singletary","University of Virginia","/players/s/singlse01.html",0,46,2008,2,42,2004,,1,1,1,1,0,0,,,,,"rookie"
"Marshall Brown","University of Missouri","https://www.sports-reference.com/cbb/players/marshall-brown-1.html",0,47,,,,2004,,1,1,0,,,,,,,,"college"
"Al Horford","University of Florida","/players/h/horfoal01.html",1,47,2007,1,3,2004,18.5,1,1,1,1,1,9,1,,,,"allstar"
"James Gist","University of Maryland","https://www.sports-reference.com/cbb/players/james-gist-1.html",0,49,2008,,,2004,,1,1,1,0,,,,,,,"draft"
"Dion Dowell","University of Houston","https://www.sports-reference.com/cbb/players/dion-dowell-1.html",0,49,,,,2004,,1,1,0,,,,,,,,"college"
"Ra'Sean Dickey","Georgia Institute of Technology","https://www.sports-reference.com/cbb/players/rasean-dickey-1.html",1,51,,,,2004,,1,1,0,,,,,,,,"college"
"Justin Cerasoli","Loyola University of Chicago","https://www.sports-reference.com/cbb/players/justin-cerasoli-1.html",0,51,,,,2004,,1,1,0,,,,,,,,"college"
"JamesOn Curry","Oklahoma State University","/players/c/curryja01.html",0,53,2007,2,51,2004,,1,1,1,1,0,0,,,,,"rookie"
"Drew Neitzel","Michigan State University","https://www.sports-reference.com/cbb/players/drew-neitzel-1.html",1,54,,,,2004,,1,1,0,,,,,,,,"college"
"Quentin Thomas","University of North Carolina","https://www.sports-reference.com/cbb/players/quentin-thomas-1.html",1,55,,,,2004,,1,1,0,,,,,,,,"college"
"Churchill Odia","University of Oregon","https://www.sports-reference.com/cbb/players/churchill-odia-1.html",0,56,,,,2004,,1,1,0,,,,,,,,"college"
"Josh Shipp","University of California, Los Angeles","https://www.sports-reference.com/cbb/players/josh-shipp-1.html",1,57,,,,2004,,1,1,0,,,,,,,,"college"
"Charles Rhodes","Mississippi State University","https://www.sports-reference.com/cbb/players/charles-rhodes-1.html",0,58,,,,2004,,1,1,0,,,,,,,,"college"
"Charles Thomas","University of Arkansas","https://www.sports-reference.com/cbb/players/charles-thomas-3.html",0,59,,,,2004,,1,1,0,,,,,,,,"college"
"Andrew Brackman","North Carolina State University","https://www.sports-reference.com/cbb/players/andrew-brackman-1.html",1,60,,,,2004,,1,1,0,,,,,,,,"college"
"Marquie Cooke","Virginia Polytechnic Institute and State University","https://www.sports-reference.com/cbb/players/marquie-cooke-1.html",0,61,,,,2004,,1,1,0,,,,,,,,"college"
"Shan Foster","Vanderbilt University","https://www.sports-reference.com/cbb/players/shan-foster-1.html",0,62,2008,,,2004,,1,1,1,0,,,,,,,"draft"
"Kalen Grimes","University of Missouri","https://www.sports-reference.com/cbb/players/kalen-grimes-1.html",0,63,,,,2004,,1,1,0,,,,,,,,"college"
"Andray Blatche","","/players/b/blatcan01.html",0,64,2005,2,49,2004,120.6,1,1,1,1,1,6,,1,,,"bad"
"Dayshawn Wright","Syracuse University","https://www.sports-reference.com/cbb/players/dayshawn-wright-1.html",1,65,,,,2004,,1,1,0,,,,,,,,"college"
"Mohamed Tangara","University of Arizona","https://www.sports-reference.com/cbb/players/mohamed-tangara-1.html",1,66,,,,2004,,1,1,0,,,,,,,,"college"
"Alex Galindo","Florida International University","https://www.sports-reference.com/cbb/players/alex-galindo-1.html",0,67,,,,2004,,1,1,0,,,,,,,,"college"
"Darnell Jackson","University of Kansas","/players/j/jacksda01.html",1,68,2008,2,52,2004,,1,1,1,1,1,0,,1,,,"bad"
"C.J. Giles","Oregon State University","https://www.sports-reference.com/cbb/players/cj-giles-1.html",0,69,,,,2004,,1,1,0,,,,,,,,"college"
"Jamar Butler","Ohio State University","https://www.sports-reference.com/cbb/players/jamar-butler-1.html",1,70,,,,2004,,1,1,0,,,,,,,,"college"
"David McClure","Duke University","https://www.sports-reference.com/cbb/players/david-mcclure-1.html",1,71,,,,2004,,1,1,0,,,,,,,,"college"
"Joakim Noah","University of Florida","/players/n/noahjo01.html",1,72,2007,1,9,2004,29.4,1,1,1,1,1,8,1,,,,"allstar"
"Lee Cummard","Brigham Young University","https://www.sports-reference.com/cbb/players/lee-cummard-1.html",0,73,,,,2004,,1,1,0,,,,,,,,"college"
"Josh Heytvelt","Gonzaga University","https://www.sports-reference.com/cbb/players/josh-heytvelt-1.html",0,74,,,,2004,,1,1,0,,,,,,,,"college"
"Jeremis Smith","Georgia Institute of Technology","https://www.sports-reference.com/cbb/players/jeremis-smith-1.html",1,74,,,,2004,,1,1,0,,,,,,,,"college"
"A.J. Ratliff","Indiana University","https://www.sports-reference.com/cbb/players/aj-ratliff-1.html",0,76,,,,2004,,1,1,0,,,,,,,,"college"
"Shaun Pruitt","University of Illinois at Urbana-Champaign","https://www.sports-reference.com/cbb/players/shaun-pruitt-1.html",0,77,,,,2004,,1,1,0,,,,,,,,"college"
"Gavin Grant","North Carolina State University","https://www.sports-reference.com/cbb/players/gavin-grant-1.html",1,78,,,,2004,,1,1,0,,,,,,,,"college"
"Albert Weber","University of Alabama","https://www.sports-reference.com/cbb/players/albert-weber-1.html",1,79,,,,2004,,1,1,0,,,,,,,,"college"
"Keith Benjamin","University of Pittsburgh","https://www.sports-reference.com/cbb/players/keith-benjamin-1.html",0,81,,,,2004,,1,1,0,,,,,,,,"college"
"DeSean White","Providence College","https://www.sports-reference.com/cbb/players/desean-white-1.html",0,82,,,,2004,,1,1,0,,,,,,,,"college"
"Ron Coleman","University of Michigan","https://www.sports-reference.com/cbb/players/ron-coleman-1.html",0,83,,,,2004,,1,1,0,,,,,,,,"college"
"Walter Sharpe","University of Alabama at Birmingham","/players/s/sharpwa01.html",0,84,2008,2,32,2004,,1,1,1,1,0,0,,,,,"rookie"
"Zam Fredrick","University of South Carolina","https://www.sports-reference.com/cbb/players/zam-fredrick-1.html",0,85,,,,2004,,1,1,0,,,,,,,,"college"
"Devon Hardin","University of California","https://www.sports-reference.com/cbb/players/devon-hardin-1.html",0,86,,,,2004,,1,1,0,,,,,,,,"college"
"Maarty Leunen","University of Oregon","https://www.sports-reference.com/cbb/players/maarty-leunen-1.html",0,87,2008,,,2004,,1,1,1,0,,,,,,,"draft"
"David Pendergraft","Gonzaga University","https://www.sports-reference.com/cbb/players/david-pendergraft-1.html",0,88,,,,2004,,1,1,0,,,,,,,,"college"
"Nick Young","University of Southern California","/players/y/youngni01.html",1,89,2007,1,16,2004,158.4,1,1,1,1,1,5,,1,,,"bad"
"Anthony Morrow","Georgia Institute of Technology","/players/m/morroan01.html",1,91,,,,2004,135.7,1,1,1,1,1,5,,1,,,"bad"
"DeAaron Williams","University of Wisconsin","https://www.sports-reference.com/cbb/players/deaaron-williams-1.html",0,91,,,,2004,,1,1,0,,,,,,,,"college"
"James Hardy","Indiana University","https://www.sports-reference.com/cbb/players/james-hardy-2.html",0,93,,,,2004,,1,1,0,,,,,,,,"college"
"Rahshon Clark","Iowa State University","https://www.sports-reference.com/cbb/players/rahshon-clark-1.html",0,94,,,,2004,,1,1,0,,,,,,,,"college"
"Brian Laing","Seton Hall University","https://www.sports-reference.com/cbb/players/brian-laing-1.html",0,95,,,,2004,,1,1,0,,,,,,,,"college"
"Sam Perry","Clemson University","https://www.sports-reference.com/cbb/players/sam-perry-1.html",0,96,,,,2004,,1,1,0,,,,,,,,"college"
"Alex Thompson","Iowa State University","https://www.sports-reference.com/cbb/players/alex-thompson-1.html",0,99,,,,2004,,1,1,0,,,,,,,,"college"
"Toney Douglas","Florida State University","/players/d/douglto01.html",1,100,2009,1,29,2004,95.5,1,1,1,1,1,1,,,1,,"good"
"Channing Toney","University of Alabama at Birmingham","https://www.sports-reference.com/cbb/players/channing-toney-1.html",0,100,,,,2004,,1,1,0,,,,,,,,"college"
"Josh McRoberts","Duke University","/players/m/mcrobjo01.html",1,1,2007,2,37,2005,58,1,1,1,1,1,2,,,,1,"great"
"Monta Ellis","","/players/e/ellismo01.html",0,2,2005,2,40,2005,62.3,1,1,2,1,1,10,,,1,,"good"
"Martell Webster","","/players/w/webstma02.html",0,3,2005,1,6,2005,119.5,1,1,2,1,1,5,,,1,,"good"
"Tyler Hansbrough","University of North Carolina","/players/h/hansbty01.html",1,4,2009,1,13,2005,183,1,1,1,1,1,2,,1,,,"bad"
"Louis Williams","","/players/w/willilo02.html",0,5,2005,2,45,2005,66.3,1,1,2,1,1,9,,,1,,"good"
"Julian Wright","University of Kansas","/players/w/wrighju01.html",1,6,2007,1,13,2005,,1,1,1,1,1,0,,1,,,"bad"
"Richard Hendrix","University of Alabama","https://www.sports-reference.com/cbb/players/richard-hendrix-1.html",1,7,2008,,,2005,,1,1,1,0,,,,,,,"draft"
