"schoolName","state","item","type","prohibited"
"TEAGUE H S","TX","designs cut in hair","grooming","none"
"TEAGUE H S","TX","long hair","grooming","male"
"TEAGUE H S","TX","offensive tattoos","grooming","none"
"TEAGUE H S","TX","exaggerated tattoos","grooming","none"
"PARK VISTA COMMUNITY HIGH SCHOOL","FL","unclean","grooming","none"
"LATHROP HIGH","CA","colored hair spray","grooming","none"
"LATHROP HIGH","CA","unclean hair","grooming","none"
"LATTA HS","OK","visible temporary body markings","grooming","none"
"LATTA HS","OK","distracting hair accessories","grooming","none"
"BREMOND H S","TX","hair rollers","grooming","none"
"BREMOND H S","TX","long hair","grooming","male"
"BREMOND H S","TX","ponytails","grooming","boys"
"BREMOND H S","TX","pigtails","grooming","boys"
"BREMOND H S","TX","beads","grooming","none"
"BREMOND H S","TX","ribbons","grooming","none"
"BREMOND H S","TX","hair clips","grooming","none"
"LATHROP HIGH SCHOOL","AK","visible gang-related tattoos","grooming","none"
"LATHROP HIGH SCHOOL","AK","disruptive tattoos","grooming","none"
"BELTON H S","TX","more than a single nose piercing","grooming","none"
"SOUTHERN COLUMBIA HS","PA","large earrings","grooming","none"
"SOUTHERN COLUMBIA HS","PA","dirty clothing","grooming","none"
"SOUTHERN COLUMBIA HS","PA","dirty","clothing","none"
"ELSBERRY HIGH","MO","dirty body","grooming","none"
"ELSBERRY HIGH","MO","untidy","grooming","none"
"IRONTON HIGH SCHOOL","OH","untidy","grooming","none"
"IRONTON HIGH SCHOOL","OH","dirty body","grooming","none"
"WINDTHORST H S","TX","ponytails","grooming","male"
"WINDTHORST H S","TX","long hair","grooming","male"
"WINDTHORST H S","TX","asymmetrical haircuts","grooming","none"
"BARBERS HILL H S","TX","untidy","grooming","none"
"BARBERS HILL H S","TX","dirty body","grooming","none"
"BARBERS HILL H S","TX","geometric patterns in hair","grooming","none"
"BARBERS HILL H S","TX","designs cut in hair","grooming","none"
"BARBERS HILL H S","TX","ribbons in bad taste","grooming","none"
"BARBERS HILL H S","TX","hair accessories in bad taste","grooming","none"
"BARBERS HILL H S","TX","long hair","grooming","male"
"BARBERS HILL H S","TX","corn rows longer than the top of the t-shirt collar","grooming","none"
"BARBERS HILL H S","TX","dread locks longer than the top of the t-shirt collar","grooming","none"
"BARBERS HILL H S","TX","ponytails","grooming","male"
"BARBERS HILL H S","TX","tails","grooming","male"
"BARBERS HILL H S","TX","hair accessories","grooming","male"
"BARBERS HILL H S","TX","make-up","grooming","male"
"BARBERS HILL H S","TX","nail polish","grooming","male"
"LOUISIANA HIGH","MO","unusual grooming","grooming","none"
"LOUISIANA HIGH","MO","bad hygiene","grooming","none"
"LOUISIANA HIGH","MO","dirty body","grooming","none"
"BUTLER HIGH SCHOOL","OH","excessive fragrance/cologne","grooming","none"
"DAWSON HIGH SCHOOL","MT","costume contact lenses","grooming","none"
"DAWSON HIGH SCHOOL","MT","dirty hair","grooming","none"
"DAWSON HIGH SCHOOL","MT","untidy hair","grooming","none"
"FRUITVALE H S","TX","untidy hair","grooming","none"
"FRUITVALE H S","TX","dirty hair","grooming","none"
"FRUITVALE H S","TX","long hair","grooming","male"
"FRUITVALE H S","TX","ponytails","grooming","male"
"FRUITVALE H S","TX","make-up","grooming","male"
"OAK GROVE HIGH","MO","face paint","grooming","none"
"TATUM H S","TX","more than 2 earrings per ear","grooming","female"
"TATUM H S","TX","designs cut in hair","grooming","none"
"TATUM H S","TX","ponytails","grooming","male"
"TATUM H S","TX","ducktails","grooming","male"
"TATUM H S","TX","rat-tails","grooming","male"
"TATUM H S","TX","man bun","grooming","male"
"TATUM H S","TX","puffball","grooming","male"
"TATUM H S","TX","long hair","grooming","male"
"TATUM H S","TX","ungroomed facial hair","grooming","male"
"CEDAR CITY HIGH","UT","excessive make-up","grooming","none"
"CEDAR CITY HIGH","UT","face paint","grooming","none"
"ELGIN HS","OK","costume contact lenses","grooming","none"
"AKRON WESTFIELD SENIOR HIGH SCHOOL","IA","dirty body","grooming","none"
"AKRON WESTFIELD SENIOR HIGH SCHOOL","IA","dirty hair","grooming","none"
"AKRON WESTFIELD SENIOR HIGH SCHOOL","IA","untidy hair","grooming","none"
"AKRON WESTFIELD SENIOR HIGH SCHOOL","IA","ungroomed hair","grooming","none"
"BERRYVILLE HIGH SCHOOL","AR","face paint","grooming","none"
"BERRYVILLE HIGH SCHOOL","AR","tattoos with explicit content","grooming","none"
"TURNERS FALL HIGH","MA","dirty body","grooming","none"
"HENRIETTA H S","TX","dirty hair","grooming","none"
"HENRIETTA H S","TX","untidy hair","grooming","none"
"HENRIETTA H S","TX","poorly groomed hair","grooming","none"
"HENRIETTA H S","TX","costume contact lenses","grooming","none"
"HENRIETTA H S","TX","unusual hair designs","grooming","none"
"GRANBURY H S","TX","untidy facial hair","grooming","none"
"GRANBURY H S","TX","facial art","grooming","none"
"GRANBURY H S","TX","writing on body","grooming","none"
"HORN H S","TX","inappropriate tattoos","grooming","none"
"HORN H S","TX","ungroomed hair","grooming","none"
"HORN H S","TX","dirty hair","grooming","none"
"HORN H S","TX","extreme hair styles","grooming","none"
"BANKS COUNTY HIGH SCHOOL","GA","face paint","grooming","none"
"WEATHERFORD H S","TX","dirty hair","grooming","none"
"WEATHERFORD H S","TX","untidy hair","grooming","none"
"WEATHERFORD H S","TX","ungroomed hair","grooming","none"
"WEATHERFORD H S","TX","liberty spikes","grooming","none"
"WEATHERFORD H S","TX","piercings other than ear or small stud in nose","grooming","none"
"WEATHERFORD H S","TX","untidy facial hair","grooming","none"
"WEATHERFORD H S","TX","dirty facial hair","grooming","none"
"RANCHO BUENA VISTA HIGH","CA","inappropriate tattoos","grooming","none"
"LEVERETTS CHAPEL H S","TX","costume contact lenses","grooming","none"
"LEVERETTS CHAPEL H S","TX","excessive make-up","grooming","none"
"MCGREGOR H S","TX","untidy hair","grooming","none"
"MCGREGOR H S","TX","bad taste hair","grooming","none"
"MCGREGOR H S","TX","multicolored hair","grooming","none"
"MCGREGOR H S","TX","unnaturally groomed hair","grooming","none"
"MCGREGOR H S","TX","spiked hair","grooming","none"
"MCGREGOR H S","TX","designs cut in hair","grooming","none"
"MCGREGOR H S","TX","long hair","grooming","male"
"MCGREGOR H S","TX","ponytails","grooming","male"
"MCGREGOR H S","TX","gothic look","grooming","none"
"MCGREGOR H S","TX","make-up","grooming","male"
"MCGREGOR H S","TX","nail polish","grooming","male"
"NEVADA HIGH SCHOOL","IA","face paint","grooming","none"
"NEVADA HIGH SCHOOL","IA","non-permanent hair color","grooming","none"
"PLEASANT GROVE H S","TX","untidy hair","grooming","none"
"BASTROP H S","TX","neon hair","grooming","none"
"BASTROP H S","TX","inappropriate tattoos","grooming","none"
"BASTROP H S","TX","extreme hair styles","grooming","none"
"PORTSMOUTH HIGH SCHOOL","NH","bad hygiene","grooming","none"
"BORGER H S","TX","untidy hair","grooming","none"
"BORGER H S","TX","dirty hair","grooming","none"
"BORGER H S","TX","ungroomed hair","grooming","none"
"BORGER H S","TX","excessive facial hair","grooming","none"
"SYMMES VALLEY HIGH SCHOOL","OH","unnaturally groomed hair","grooming","none"
"SYMMES VALLEY HIGH SCHOOL","OH","inappropriate tattoos","grooming","none"
"WELDON VALLEY HIGH SCHOOL","CO","offensive tattoos","grooming","none"
"WEST SENECA EAST SENIOR HIGH SCHOOL","NY","wearing a scent that has a negative impact on others","grooming","none"
"WESTON RANCH HIGH","CA","gang related tattoos","grooming","none"
"WESTON RANCH HIGH","CA","gang-related tattoos","grooming","none"
"IRAAN H S","TX","designs cut in hair","grooming","none"
"IRAAN H S","TX","braids","grooming","none"
"IRAAN H S","TX","feathers braided into hair","grooming","none"
"IRAAN H S","TX","dirty hair","grooming","male"
"IRAAN H S","TX","ungroomed hair","grooming","male"
"IRAAN H S","TX","highlighting hair","grooming","male"
"IRAAN H S","TX","hair layer lengths > 2 inches","grooming","male"
"IRAAN H S","TX","long hair","grooming","male"
"IRAAN H S","TX","hair pinned","grooming","male"
"IRAAN H S","TX","hair curled to shorten","grooming","male"
"IRAAN H S","TX","hair gelled to shorten","grooming","male"
"IRAAN H S","TX","ponytails","grooming","male"
"IRAAN H S","TX","rat-tails","grooming","male"
"TURPIN HS","OK","dirty body","grooming","none"
"TURPIN HS","OK","dirty hair","grooming","none"
"TURPIN HS","OK","excessive make-up","grooming","none"
"GRAND LEDGE HIGH SCHOOL","MI","excessive writing on the body","grooming","none"
"TARKINGTON H S","TX","costume contact lenses","grooming","none"
"TARKINGTON H S","TX","untidy hair","grooming","none"
"TARKINGTON H S","TX","ungroomed hair","grooming","none"
"TARKINGTON H S","TX","dirty hair","grooming","none"
"TARKINGTON H S","TX","designs cut in hair","grooming","none"
"TARKINGTON H S","TX","more than one stud earring","grooming","male"
"TARKINGTON H S","TX","mustaches extending past corners of mouth","grooming","none"
"TARKINGTON H S","TX","facial hair other than a mustache","grooming","none"
"TARKINGTON H S","TX","make-up","grooming","male"
"TARKINGTON H S","TX","nail polish","grooming","male"
"AZLE H S","TX","unreasonable length hair","grooming","none"
"AZLE H S","TX","dirty hair","grooming","none"
"AZLE H S","TX","ungroomed hair","grooming","none"
"AZLE H S","TX","spiked hair above 3 inches","grooming","none"
"AZLE H S","TX","inappropriately faded faux hawks","grooming","none"
"AZLE H S","TX","designs cut in hair","grooming","none"
"AZLE H S","TX","face paint","grooming","none"
"AZLE H S","TX","costume contact lenses","grooming","none"
"LEBANON SR. HIGH","MO","writing on body","grooming","none"
"QUANAH H S","TX","untidy hair","grooming","none"
"QUANAH H S","TX","ungroomed hair","grooming","none"
"QUANAH H S","TX","long hair","grooming","male"
"QUANAH H S","TX","half-shaved heads","grooming","male"
"QUANAH H S","TX","designs cut in hair","grooming","none"
"QUANAH H S","TX","costume contact lenses","grooming","none"
"GRANDVIEW SR. HIGH","MO","shower caps","grooming","none"
"OAK CREEK HIGH","WI","tattoos if under age 16","grooming","none"
"ROGERS H S","TX","dirty hair","grooming","none"
"ROGERS H S","TX","ungroomed hair","grooming","none"
"ROGERS H S","TX","designs cut in hair","grooming","none"
"ROGERS H S","TX","inappropriate tattoos","grooming","none"
"EXCELSIOR SPRINGS HIGH","MO","face paint","grooming","none"
"CELINA H S","TX","dirty facial hair","grooming","male"
"CELINA H S","TX","ungroomed facial hair","grooming","male"
"CELINA H S","TX","dirty hair","grooming","female"
"CELINA H S","TX","untidy hair","grooming","female"
"CELINA H S","TX","ungroomed hair","grooming","female"
"CELINA H S","TX","designs cut in hair","grooming","none"
"CELINA H S","TX","make-up","grooming","male"
"QUEEN CITY H S","TX","intricate hair","grooming","none"
"QUEEN CITY H S","TX","dirty hair","grooming","none"
"ATASCADERO HIGH","CA","dirty body","grooming","none"
"ATASCADERO HIGH","CA","untidy","grooming","none"
"AGWSR HIGH SCHOOL","IA","dirty hair","grooming","none"
"SINTON H S","TX","inappropriate tattoos","grooming","none"
"SINTON H S","TX","untidy hair","grooming","none"
"SINTON H S","TX","dirty hair","grooming","none"
"SINTON H S","TX","long hair","grooming","male"
"SINTON H S","TX","designs cut in hair","grooming","male"
"SINTON H S","TX","make-up","grooming","none"
"EASTERN HIGH SCHOOL","MI","face paint","grooming","none"
"INDEPENDENCE HIGH SCHOOL","MS","inappropriate tattoos","grooming","none"
"INDEPENDENCE HIGH SCHOOL","MS","designs cut in hair","grooming","none"
"BLUE RIDGE H S","TX","designs cut in hair","grooming","none"
"BLUE RIDGE H S","TX","skin decorations","grooming","none"
"BLUE RIDGE H S","TX","writing on body","grooming","none"
"THUNDER RIDGE HIGH SCHOOL","KS","distracting piercings","grooming","none"
"BRINDLEE MT HIGH SCH","AL","dirty hair","grooming","none"
"BRINDLEE MT HIGH SCH","AL","untidy hair","grooming","none"
"BRINDLEE MT HIGH SCH","AL","ungroomed hair","grooming","none"
"BRINDLEE MT HIGH SCH","AL","spiking","grooming","none"
"BRINDLEE MT HIGH SCH","AL","hazardous hair length","grooming","none"
"BRINDLEE MT HIGH SCH","AL","costume contact lenses","grooming","none"
"SAN JON HIGH","NM","offending tattoos","grooming","none"
"SAN JON HIGH","NM","disruptive piercings","grooming","none"
"WHARTON H S","TX","distracting facial hair","grooming","none"
"WHARTON H S","TX","dirty hair","grooming","none"
"WHARTON H S","TX","untidy hair","grooming","none"
"WHARTON H S","TX","unreasonably styled","grooming","none"
"LEAVENWORTH SR HIGH","KS","face paint","grooming","none"
"CENTURY HIGH","MD","inappropriate body art","grooming","none"
"OLTON H S","TX","dirty hair","grooming","male"
"OLTON H S","TX","ungroomed hair","grooming","male"
"OLTON H S","TX","long hair","grooming","male"
"OLTON H S","TX","designs cut in hair","grooming","male"
"OLTON H S","TX","ponytails","grooming","male"
"OLTON H S","TX","rat-tails","grooming","male"
"OLTON H S","TX","braids","grooming","male"
"OLTON H S","TX","beards","grooming","male"
"OLTON H S","TX","goatees","grooming","male"
"OLTON H S","TX","dirty body","grooming","none"
"LITTLE MIAMI HIGH SCHOOL","OH","face paint","grooming","none"
"LITTLE MIAMI HIGH SCHOOL","OH","dirty body","grooming","none"
"GLEN ROSE H S","TX","spiked hair","grooming","none"
"GLEN ROSE H S","TX","multicolored hair","grooming","none"
"GLEN ROSE H S","TX","streaked hair","grooming","none"
"GLEN ROSE H S","TX","designs cut in hair","grooming","none"
"GLEN ROSE H S","TX","dirty hair","grooming","male"
"GLEN ROSE H S","TX","untidy hair","grooming","male"
"GLEN ROSE H S","TX","long hair","grooming","male"
"LOVELL HIGH SCHOOL","WY","body paint","grooming","none"
"BARABOO HIGH","WI","inappropriate tattoos","grooming","none"
"PERRY CENTRAL HIGH SCHOOL","MS","poorly groomed","grooming","none"
"MADRAS HIGH SCHOOL","OR","unsanitary","grooming","none"
"MADRAS HIGH SCHOOL","OR","excessive fragrance/cologne","grooming","none"
"MADRAS HIGH SCHOOL","OR","writing on body","grooming","none"
"CLEARWATER HIGH","MO","dirty hair","grooming","none"
"CLEARWATER HIGH","MO","untidy hair","grooming","none"
"CLEARWATER HIGH","MO","face paint","grooming","none"
"CLEARWATER HIGH","MO","gothic look","grooming","none"
"HILLDALE HS","OK","dirty body","grooming","none"
"HILLDALE HS","OK","untidy","grooming","none"
"HILLDALE HS","OK","ungroomed","grooming","none"
"ALVARADO H S","TX","dirty hair","grooming","none"
"ALVARADO H S","TX","untidy hair","grooming","none"
"ALVARADO H S","TX","ungroomed hair","grooming","none"
"ALVARADO H S","TX","facial hair other than a mustache","grooming","male"
"SAYRE HS","OK","inappropriate tattoos","grooming","none"
"PLAINWELL HIGH SCHOOL","MI","face paint","grooming","none"
"PLAINWELL HIGH SCHOOL","MI","unsafe body piercings","grooming","none"
"PLAINWELL HIGH SCHOOL","MI","excessive body odor","grooming","none"
"PLAINWELL HIGH SCHOOL","MI","excessive fragrance/cologne","grooming","none"
"CIMARRON HS","OK","long facial hair","grooming","none"
"PALACIOS H S","TX","dirty hair","grooming","none"
"PALACIOS H S","TX","untidy hair","grooming","none"
"PALACIOS H S","TX","ungroomed hair","grooming","none"
"PALACIOS H S","TX","impede the ability to see a student's face","grooming","none"
"PALACIOS H S","TX","long hair","grooming","male"
"UNIONVILLE-SEBEWAING HIGH SCHOOL","MI","inappropriate tattoos","grooming","none"
"PIERCE COUNTY HIGH SCHOOL","GA","costume contact lenses","grooming","none"
"PIERCE COUNTY HIGH SCHOOL","GA","gang-related tattoos","grooming","none"
"PIERCE COUNTY HIGH SCHOOL","GA","writing on body","grooming","none"
"CONNALLY HIGH SCHOOL","TX","ungroomed","grooming","male"
"CONNALLY HIGH SCHOOL","TX","headbands to meet hair length requirements","grooming","male"
"CONNALLY HIGH SCHOOL","TX","dirty hair","grooming","none"
"CONNALLY HIGH SCHOOL","TX","untidy hair","grooming","none"
"CONNALLY HIGH SCHOOL","TX","rat-tails","grooming","none"
"CONNALLY HIGH SCHOOL","TX","designs cut in hair","grooming","none"
"CONNALLY HIGH SCHOOL","TX","hair longer than 3 inches in height or width in an afro","grooming","none"
"CONNALLY HIGH SCHOOL","TX","hair longer than 3 inches in height or width in an updo","grooming","none"
"CONNALLY HIGH SCHOOL","TX","more than one ear piercing per ear","grooming","male"
"CONNALLY HIGH SCHOOL","TX","more than a single nose piercing","grooming","female"
"TEXAS H S","TX","obscene tattoos","grooming","none"
"TEXAS H S","TX","body drawings","grooming","none"
"TEXAS H S","TX","untidy hair","grooming","none"
"TEXAS H S","TX","dirty hair","grooming","none"
"TEXAS H S","TX","ungroomed hair","grooming","none"
"CHANHASSEN HIGH SCHOOL","MN","gang related tattoos","grooming","none"
"CHANHASSEN HIGH SCHOOL","MN","gang-related tattoos","grooming","none"
"RIPLEY HIGH SCHOOL","MS","obnoxious odor","grooming","na"
"RUSSELL HIGH","KS","writing on body","grooming","na"
"ASHER HS","OK","more than 1 body piercing","grooming","na"
"ASHER HS","OK","more than 1 ear piercing","grooming","male"
"ASSETS","TX","dirty body","grooming","none"
"ASSETS","TX","untidy hair","grooming","none"
"ASSETS","TX","dirty hair","grooming","none"
"ASSETS","TX","spiking","grooming","none"
"ASSETS","TX","carvings","grooming","none"
"ASSETS","TX","hair that touches the top of the shoulder","grooming","male"
"ASSETS","TX","sideburns longer than bottom of ear","grooming","male"
"ASSETS","TX","more than 2 earrings per ear","grooming","female"
"ASSETS","TX","extreme make-up","grooming","none"
"ASSETS","TX","black lipstick","grooming","none"
"ASSETS","TX","black eye shadow","grooming","none"
"ASSETS","TX","black nail polish","grooming","none"
"ASSETS","TX","make-up","grooming","male"
"FORSYTH HIGH","MO","face paint","grooming","none"
"FORSYTH HIGH","MO","writing on body","grooming","none"
"BURKBURNETT H S","TX","untidy hair","grooming","none"
"BURKBURNETT H S","TX","dirty hair","grooming","none"
"BURKBURNETT H S","TX","ungroomed hair","grooming","none"
"BURKBURNETT H S","TX","untidy facial hair","grooming","none"
"BURKBURNETT H S","TX","dirty facial hair","grooming","none"
"BURKBURNETT H S","TX","costume contact lenses","grooming","none"
"SILVER VALLEY HIGH","CA","dirty hair","grooming","none"
"SILVER VALLEY HIGH","CA","untidy hair","grooming","none"
"SILVER VALLEY HIGH","CA","hair sprayed by color","grooming","none"
"ANDREWS H S","TX","geometric patterns in hair","grooming","none"
"ANDREWS H S","TX","ponytail","grooming","male"
"ANDREWS H S","TX","rat-rail","grooming","male"
"ANDREWS H S","TX","braids","grooming","male"
"ANDREWS H S","TX","natural red","grooming","none"
"ANDREWS H S","TX","hair no longer than collar","grooming","male"
"ANDREWS H S","TX","hair down (not in bun etc) past their waist","grooming","female"
"ANDREWS H S","TX","beards","grooming","male"
"TAFT UNION HIGH","CA","jewelry that presents a safety hazard","grooming","none"
"SWEETWATER H S","TX","gang-related hairstyles","grooming","none"
"EDGEWOOD H S","TX","ponytails","grooming","male"
"EDGEWOOD H S","TX","buns","grooming","male"
"EDGEWOOD H S","TX","long hair","grooming","male"
"EDGEWOOD H S","TX","faux hawks longer than 3 inches","grooming","none"
"EDGEWOOD H S","TX","bangs hang below eyebrow","grooming","none"
"EDGEWOOD H S","TX","sideburns longer than bottom of ear","grooming","none"
"JENKS HS","OK","unreasonable hair","grooming","none"
"JENKS HS","OK","unreasonable mustaches","grooming","none"
