gameid,quarter,clock,season,season.type,description
21701023,1,10:48,2017-18,Regular Season,[LAC] Jordan Foul: Defense 3 Second (1 PF) (1 FTA) (J Capers)
21701028,3,3:54,2017-18,Regular Season,[POR] Davis Foul: Defense 3 Second (3 PF) (1 FTA) (M Boland)
21701028,1,4:18,2017-18,Regular Season,[POR] Nurkic Foul: Defense 3 Second (1 PF) (1 FTA) (B Forte)
21701030,1,3:47,2017-18,Regular Season,[PHI] Holmes Foul: Defense 3 Second (1 PF) (1 FTA) (B Kennedy)
21701034,2,9:56,2017-18,Regular Season,[LAL] Ennis Foul: Defense 3 Second (2 PF) (1 FTA)
21701039,2,10:23,2017-18,Regular Season,[CHI] Blakeney Foul: Defense 3 Second (1 PF) (1 FTA) (T Maddox)
21701039,1,9:51,2017-18,Regular Season,[CHI] Felicio Foul: Defense 3 Second (1 PF) (1 FTA) (C Kirkland)
21701041,2,6:23,2017-18,Regular Season,[ATL] Muscala Foul: Defense 3 Second (2 PF) (1 FTA) (G Zielinski)
21701043,3,9:40,2017-18,Regular Season,[UTA] Gobert Foul: Defense 3 Second (2 PF) (1 FTA) (M Callahan)
21701046,2,5:46,2017-18,Regular Season,[TOR] Nogueira Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21701049,3,8:18,2017-18,Regular Season,[LAC] Harris Foul: Defense 3 Second (2 PF) (1 FTA) (D Taylor)
21701053,4,6:54,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (3 PF) (1 FTA) (H Workman)
21701055,1,00:17.3,2017-18,Regular Season,[CHI] Vonleh Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21701056,3,7:31,2017-18,Regular Season,[GSW] Bell Foul: Defense 3 Second (4 PF) (1 FTA) (B Adams)
21701057,2,5:45,2017-18,Regular Season,[DET] Drummond Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21701060,2,4:16,2017-18,Regular Season,[LAC] Harris Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21701063,1,3:24,2017-18,Regular Season,[PHX] Payton Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21701064,3,10:16,2017-18,Regular Season,[POR] Nurkic Foul: Defense 3 Second (3 PF) (1 FTA) (E Lewis)
21701074,3,5:20,2017-18,Regular Season,[DET] Griffin Foul: Defense 3 Second (3 PF) (1 FTA) (M Smith)
21701074,2,3:42,2017-18,Regular Season,[HOU] Capela Foul: Defense 3 Second (2 PF) (1 FTA) (J Goble)
21701077,3,9:07,2017-18,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21701078,2,2:46,2017-18,Regular Season,[IND] Stephenson Foul: Defense 3 Second (2 PF) (1 FTA) (J Orr)
21701083,2,5:15,2017-18,Regular Season,[CHI] Portis Foul: Defense 3 Second (1 PF) (1 FTA) (M Callahan)
21701085,2,7:44,2017-18,Regular Season,[SAS] Aldridge Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21701094,2,6:29,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (1 PF) (1 FTA) (T Brothers)
21701098,2,7:06,2017-18,Regular Season,[WAS] Mahinmi Foul: Defense 3 Second (1 PF) (1 FTA) (M Callahan)
21701101,2,5:50,2017-18,Regular Season,[HOU] Harden Foul: Defense 3 Second (2 PF) (1 FTA) (G Petraitis)
21701110,2,7:12,2017-18,Regular Season,[MIA] Wade Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21701111,1,2:59,2017-18,Regular Season,[CHI] Nwaba Foul: Defense 3 Second (1 PF) (1 FTA) (T Washington)
21701111,1,6:15,2017-18,Regular Season,[CHI] Markkanen Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21701111,1,11:25,2017-18,Regular Season,[HOU] Nene Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21701115,2,8:14,2017-18,Regular Season,[LAC] Harrell Foul: Defense 3 Second (1 PF) (1 FTA) (B Taylor)
21701116,1,7:01,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21701118,2,6:27,2017-18,Regular Season,[PHI] Belinelli Foul: Defense 3 Second (3 PF) (1 FTA) (M Davis)
21701120,4,10:29,2017-18,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (5 PF) (1 FTA) (M Smith)
21701124,4,7:31,2017-18,Regular Season,[DET] Smith Foul: Defense 3 Second (3 PF) (1 FTA) (K Lane)
21701128,1,3:47,2017-18,Regular Season,[GSW] McGee Foul: Defense 3 Second (2 PF) (1 FTA) (B Forte)
21701131,1,9:43,2017-18,Regular Season,[NOP] Moore Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21701132,3,1:37,2017-18,Regular Season,[PHX] Williams Foul: Defense 3 Second (4 PF) (1 FTA) (T Brothers)
21701137,2,11:30,2017-18,Regular Season,[POR] Davis Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21701144,4,10:52,2017-18,Regular Season,[CHI] Grant Foul: Defense 3 Second (3 PF) (1 FTA) (J Goldenberg)
21701145,1,5:29,2017-18,Regular Season,[HOU] Harden Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21701148,3,11:21,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (3 PF) (1 FTA) (J Sterling)
21701149,1,6:18,2017-18,Regular Season,[DAL] Kleber Foul: Defense 3 Second (1 PF) (1 FTA) (D Taylor)
21701152,5,3:52,2017-18,Regular Season,[DEN] Craig Foul: Defense 3 Second (4 PF) (1 FTA) (B Adams)
21701152,2,7:51,2017-18,Regular Season,[MIL] Antetokounmpo Foul: Defense 3 Second (1 PF) (1 FTA) (T Brothers)
21701155,1,5:09,2017-18,Regular Season,[LAL] Randle Foul: Defense 3 Second (2 PF) (1 FTA) (D Richardson)
21701158,2,2:36,2017-18,Regular Season,[ATL] Plumlee Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21701161,1,5:03,2017-18,Regular Season,[HOU] Tucker Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21701170,3,7:28,2017-18,Regular Season,[DAL] McDermott Foul: Defense 3 Second (3 PF) (1 FTA) (M Ervin)
21701170,1,8:46,2017-18,Regular Season,[DAL] Motley Foul: Defense 3 Second (1 PF) (1 FTA) (L Richardson)
21701173,2,00:12.8,2017-18,Regular Season,[MEM] Brooks Foul: Defense 3 Second (1 PF) (1 FTA) (D Collins)
21701192,3,11:03,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (2 PF) (1 FTA) (M Callahan)
21701193,2,00:47.8,2017-18,Regular Season,[CHI] Asik Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21701220,4,11:50,2017-18,Regular Season,[CLE] Perkins Foul: Defense 3 Second (1 PF) (1 FTA) (C Kirkland)
21701220,1,6:20,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21701222,3,4:47,2017-18,Regular Season,[WAS] Mark Morris Foul: Defense 3 Second (3 PF) (1 FTA) (S Corbin)
21701229,3,11:22,2017-18,Regular Season,[POR] Nurkic Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
41700102,2,1:42,2017-18,Playoffs,[TOR] Valanciunas Foul: Defense 3 Second (3 PF) (1 FTA) (C Kirkland)
41700103,2,4:52,2017-18,Playoffs,[TOR] Valanciunas Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
41700143,1,6:07,2017-18,Playoffs,[HOU] Harden Foul: Defense 3 Second (1 PF) (1 FTA) (B Kennedy)
41700154,2,9:16,2017-18,Playoffs,[GSW] West Foul: Defense 3 Second (2 PF) (1 FTA) (B Forte)
41700155,3,5:34,2017-18,Playoffs,[GSW] Iguodala Foul: Defense 3 Second (4 PF) (1 FTA) (J Phillips)
41700163,2,4:33,2017-18,Playoffs,[NOP] Davis Foul: Defense 3 Second (2 PF) (1 FTA) (J Phillips)
41700223,1,8:28,2017-18,Playoffs,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
41700301,3,3:57,2017-18,Playoffs,[BOS] Horford Foul: Defense 3 Second (2 PF) (1 FTA) (M Davis)
41700304,2,5:18,2017-18,Playoffs,[BOS] Horford Foul: Defense 3 Second (1 PF) (1 FTA) (S Foster)
41700307,1,9:54,2017-18,Playoffs,[BOS] Baynes Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
41700401,2,10:50,2017-18,Playoffs,[GSW] Livingston Foul: Defense 3 Second (1 PF) (1 FTA) (K Mauer)
41700403,3,9:44,2017-18,Playoffs,[GSW] McGee Foul: Defense 3 Second (1 PF) (1 FTA) (Z Zarba)
41700404,1,7:22,2017-18,Playoffs,[GSW] McGee Foul: Defense 3 Second (1 PF) (1 FTA) (J Capers)
21800004,2,8:50,2018-19,Regular Season,[BKN] Davis Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21800010,1,3:23,2018-19,Regular Season,[SAS] Aldridge Foul: Defense 3 Second (1 PF) (1 FTA) (T Brown)
21800012,2,8:10,2018-19,Regular Season,[DEN] Beasley Foul: Defense 3 Second (1 PF) (1 FTA) (J Phillips)
21800014,1,2:17,2018-19,Regular Season,[PHI] Embiid Foul: Defense 3 Second (1 PF) (1 FTA) (P Fraher)
21800015,2,9:39,2018-19,Regular Season,[WAS] Satoransky Foul: Defense 3 Second (1 PF) (1 FTA) (M Ayotte)
21800018,2,2:24,2018-19,Regular Season,[BKN] Kurucs Foul: Defense 3 Second (1 PF) (1 FTA) (K Cutler)
21800018,2,6:28,2018-19,Regular Season,[NYK] Hardaway Jr. Foul: Defense 3 Second (1 PF) (1 FTA) (E Lewis)
21800024,2,9:58,2018-19,Regular Season,[GSW] Livingston Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800025,3,7:37,2018-19,Regular Season,[OKC] Schroder Foul: Defense 3 Second (5 PF) (1 FTA) (C Washington)
21800027,1,5:25,2018-19,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (2 PF) (1 FTA) (K Cutler)
21800029,1,8:11,2018-19,Regular Season,[ORL] Augustin Foul: Defense 3 Second (1 PF) (1 FTA) (M Kogut)
21800031,3,3:40,2018-19,Regular Season,[CHI] Carter Jr. Foul: Defense 3 Second (5 PF) (1 FTA) (M Ayotte)
21800031,1,5:26,2018-19,Regular Season,[DET] Griffin Foul: Defense 3 Second (1 PF) (1 FTA) (J Tiven)
21800031,1,7:32,2018-19,Regular Season,[CHI] Carter Jr. Foul: Defense 3 Second (2 PF) (1 FTA) (M Ayotte)
21800036,2,7:07,2018-19,Regular Season,[ATL] Len Foul: Defense 3 Second (3 PF) (1 FTA) (R Mott)
21800036,1,5:17,2018-19,Regular Season,[ATL] Spellman Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21800037,3,5:05,2018-19,Regular Season,[SAC] Giles III Foul: Defense 3 Second (4 PF) (1 FTA) (E Lewis)
21800044,2,1:56,2018-19,Regular Season,[DAL] Smith Jr. Foul: Defense 3 Second (2 PF) (1 FTA) (B Nansel)
21800044,2,9:28,2018-19,Regular Season,[DAL] Brunson Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21800046,1,10:24,2018-19,Regular Season,[POR] Aminu Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800047,2,5:40,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (3 PF) (1 FTA) (J Van Duyne)
21800048,3,11:13,2018-19,Regular Season,[LAL] Kuzma Foul: Defense 3 Second (1 PF) (1 FTA) (M Ayotte)
21800050,1,4:58,2018-19,Regular Season,[NOP] Davis Foul: Defense 3 Second (1 PF) (1 FTA) (B Barnaky)
21800053,3,6:39,2018-19,Regular Season,[BKN] Allen Foul: Defense 3 Second (2 PF) (1 FTA) (M Davis)
21800055,1,4:03,2018-19,Regular Season,[TOR] Siakam Foul: Defense 3 Second (1 PF) (1 FTA) (S Wright)
21800056,1,3:33,2018-19,Regular Season,[CHI] Carter Jr. Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21800059,3,4:47,2018-19,Regular Season,[PHI] Covington Foul: Defense 3 Second (3 PF) (1 FTA) (J Orr)
21800059,3,9:14,2018-19,Regular Season,[MIL] Antetokounmpo Foul: Defense 3 Second (4 PF) (1 FTA) (J Orr)
21800059,2,11:29,2018-19,Regular Season,[MIL] Snell Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800063,3,9:50,2018-19,Regular Season,[CLE] Frye Foul: Defense 3 Second (3 PF) (1 FTA) (E Lewis)
21800063,3,11:07,2018-19,Regular Season,[DET] Griffin Foul: Defense 3 Second (2 PF) (1 FTA) (J Sterling)
21800064,3,4:15,2018-19,Regular Season,[POR] Aminu Foul: Defense 3 Second (3 PF) (1 FTA) (T Brown)
21800064,1,6:55,2018-19,Regular Season,[ORL] Gordon Foul: Defense 3 Second (2 PF) (1 FTA) (D Richardson)
21800065,2,9:40,2018-19,Regular Season,[OKC] Noel Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21800070,1,8:23,2018-19,Regular Season,[HOU] Tucker Foul: Defense 3 Second (1 PF) (1 FTA) (E Dalen)
21800074,3,7:05,2018-19,Regular Season,[BOS] Horford Foul: Defense 3 Second (3 PF) (1 FTA) (C Washington)
21800077,4,4:27,2018-19,Regular Season,[IND] Joseph Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800077,3,6:09,2018-19,Regular Season,[IND] Collison Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800079,3,00:34.0,2018-19,Regular Season,[POR] Leonard Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21800079,1,5:35,2018-19,Regular Season,[MIA] Whiteside Foul: Defense 3 Second (1 PF) (1 FTA) (Z Zarba)
21800080,2,2:36,2018-19,Regular Season,[MEM] Brooks Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21800084,3,9:00,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (4 PF) (1 FTA) (R Garretson)
21800084,1,00:40.8,2018-19,Regular Season,[DAL] Finney-Smith Foul: Defense 3 Second (1 PF) (1 FTA) (P Fraher)
21800090,4,10:04,2018-19,Regular Season,[BKN] Davis Foul: Defense 3 Second (4 PF) (1 FTA) (M Ayotte)
21800092,2,9:57,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21800092,1,00:42.5,2018-19,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21800093,2,6:57,2018-19,Regular Season,[LAL] Kuzma Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800097,1,1:12,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (3 PF) (1 FTA) (D Taylor)
21800097,1,11:46,2018-19,Regular Season,[ATL] Len Foul: Defense 3 Second (1 PF) (1 FTA) (D Taylor)
21800099,1,7:19,2018-19,Regular Season,[BOS] Horford Foul: Defense 3 Second (4 PF) (1 FTA) (S Twardoski)
21800099,1,8:58,2018-19,Regular Season,[BOS] Horford Foul: Defense 3 Second (2 PF) (1 FTA) (B Taylor)
21800102,2,6:03,2018-19,Regular Season,[MEM] Jackson Jr. Foul: Defense 3 Second (3 PF) (1 FTA) (D Collins)
21800104,1,6:29,2018-19,Regular Season,[BKN] Davis Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800109,1,4:21,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (3 PF) (1 FTA) (R Mott)
21800109,1,8:27,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21800113,1,6:35,2018-19,Regular Season,[PHI] Johnson Foul: Defense 3 Second (2 PF) (1 FTA) (S Twardoski)
21800115,4,9:44,2018-19,Regular Season,[BOS] Marc Morris Foul: Defense 3 Second (3 PF) (1 FTA) (T Washington)
21800115,3,5:17,2018-19,Regular Season,[BOS] Tatum Foul: Defense 3 Second (3 PF) (1 FTA) (M Lindsay)
21800116,2,2:21,2018-19,Regular Season,[POR] Collins Foul: Defense 3 Second (3 PF) (1 FTA) (K Lane)
21800119,2,1:33,2018-19,Regular Season,[OKC] Grant Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800121,2,1:14,2018-19,Regular Season,[NYK] Robinson Foul: Defense 3 Second (1 PF) (1 FTA) (C Blair)
21800125,2,6:26,2018-19,Regular Season,[PHI] Johnson Foul: Defense 3 Second (1 PF) (1 FTA) (J Orr)
21800126,1,4:57,2018-19,Regular Season,[CHA] Zeller Foul: Defense 3 Second (2 PF) (1 FTA) (M Ayotte)
21800128,1,4:03,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA) (D Collins)
21800129,1,5:18,2018-19,Regular Season,[HOU] Anthony Foul: Defense 3 Second (1 PF) (1 FTA) (T Washington)
21800130,2,3:48,2018-19,Regular Season,[NOP] Johnson Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21800132,3,7:27,2018-19,Regular Season,[LAL] Kuzma Foul: Defense 3 Second (3 PF) (1 FTA) (T Ford)
21800138,1,9:04,2018-19,Regular Season,[POR] Layman Foul: Defense 3 Second (2 PF) (1 FTA) (K Mauer)
21800141,2,11:48,2018-19,Regular Season,[HOU] Clark Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21800143,1,8:34,2018-19,Regular Season,[CHI] Parker Foul: Defense 3 Second (1 PF) (1 FTA) (J Phillips)
21800146,4,9:13,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (6 PF) (1 FTA) (J Sterling)
21800146,3,6:49,2018-19,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (2 PF) (1 FTA) (M Kogut)
21800147,3,11:22,2018-19,Regular Season,[GSW] Bell Foul: Defense 3 Second (4 PF) (1 FTA) (B Taylor)
21800147,2,6:06,2018-19,Regular Season,[MEM] Jackson Jr. Foul: Defense 3 Second (3 PF) (1 FTA) (T Brothers)
21800148,4,4:42,2018-19,Regular Season,[LAC] Harrell Foul: Defense 3 Second (3 PF) (1 FTA) (T Ford)
21800149,2,4:03,2018-19,Regular Season,[CHA] Bridges Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21800150,2,2:46,2018-19,Regular Season,[WAS] Howard Foul: Defense 3 Second (2 PF) (1 FTA) (J Goldenberg)
21800154,3,7:57,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (3 PF) (1 FTA) (D Taylor)
21800154,2,00:20.6,2018-19,Regular Season,[ORL] Bamba Foul: Defense 3 Second (2 PF) (1 FTA) (E Dalen)
21800155,2,4:41,2018-19,Regular Season,[NYK] Ntilikina Foul: Defense 3 Second (3 PF) (1 FTA) (K Lane)
21800155,1,00:42.0,2018-19,Regular Season,[ATL] Lin Foul: Defense 3 Second (1 PF) (1 FTA) (J Goble)
21800155,1,6:07,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21800157,1,2:04,2018-19,Regular Season,[PHI] Embiid Foul: Defense 3 Second (2 PF) (1 FTA) (D Guthrie)
21800158,3,00:32.6,2018-19,Regular Season,[MEM] Jackson Jr. Foul: Defense 3 Second (4 PF) (1 FTA) (C Kirkland)
21800158,2,9:35,2018-19,Regular Season,[MEM] Brooks Foul: Defense 3 Second (1 PF) (1 FTA) (C Kirkland)
21800158,2,11:03,2018-19,Regular Season,[DEN] Lyles Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21800158,1,4:27,2018-19,Regular Season,[MEM] Jackson Jr. Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21800160,3,4:15,2018-19,Regular Season,[UTA] Crowder Foul: Defense 3 Second (3 PF) (1 FTA) (B Forte)
21800160,3,6:43,2018-19,Regular Season,[DAL] Jordan Foul: Defense 3 Second (4 PF) (1 FTA) (B Forte)
21800161,3,3:07,2018-19,Regular Season,[SAC] Bogdanovic Foul: Defense 3 Second (3 PF) (1 FTA) (K Fitzgerald)
21800166,2,5:01,2018-19,Regular Season,[GSW] Thompson Foul: Defense 3 Second (2 PF) (1 FTA) (T Ford)
21800168,1,3:34,2018-19,Regular Season,[CHA] Lamb Foul: Defense 3 Second (1 PF) (1 FTA) (M Ervin)
21800169,4,8:47,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (4 PF) (1 FTA) (M Smith)
21800170,2,1:05,2018-19,Regular Season,[IND] Collison Foul: Defense 3 Second (2 PF) (1 FTA) (C Kirkland)
21800173,2,1:14,2018-19,Regular Season,[SAC] Bjelica Foul: Defense 3 Second (2 PF) (1 FTA) (M Davis)
21800175,3,10:11,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800175,2,9:44,2018-19,Regular Season,[LAC] Harrell Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800175,1,8:24,2018-19,Regular Season,[MIL] Bledsoe Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800177,4,11:52,2018-19,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (4 PF) (1 FTA) (T Brown)
21800185,2,11:22,2018-19,Regular Season,[IND] Bogdanovic Foul: Defense 3 Second (2 PF) (1 FTA) (G Petraitis)
21800185,1,00:29.0,2018-19,Regular Season,[HOU] Gordon Foul: Defense 3 Second (1 PF) (1 FTA) (G Petraitis)
21800185,1,3:56,2018-19,Regular Season,[IND] Oladipo Foul: Defense 3 Second (1 PF) (1 FTA) (J Orr)
21800186,2,3:56,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21800188,2,5:59,2018-19,Regular Season,[BOS] Hayward Foul: Defense 3 Second (2 PF) (1 FTA) (M Davis)
21800192,2,00:05.8,2018-19,Regular Season,[NOP] Randle Foul: Defense 3 Second (2 PF) (1 FTA) (C Kirkland)
21800193,1,2:56,2018-19,Regular Season,[CHI] Holiday Foul: Defense 3 Second (2 PF) (1 FTA) (R Garretson)
21800197,2,9:05,2018-19,Regular Season,[SAS] Poeltl Foul: Defense 3 Second (2 PF) (1 FTA) (C Washington)
21800197,1,6:04,2018-19,Regular Season,[SAC] Bjelica Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21800198,2,2:07,2018-19,Regular Season,[LAC] Gortat Foul: Defense 3 Second (3 PF) (1 FTA) (H Workman)
21800198,2,4:36,2018-19,Regular Season,[LAC] Harrell Foul: Defense 3 Second (2 PF) (1 FTA) (H Workman)
21800201,1,5:35,2018-19,Regular Season,[ATL] Carter Foul: Defense 3 Second (1 PF) (1 FTA) (D Collins)
21800206,2,5:02,2018-19,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (3 PF) (1 FTA) (J Goble)
21800207,1,4:09,2018-19,Regular Season,[MIL] DiVincenzo Foul: Defense 3 Second (2 PF) (1 FTA) (P Ransom)
21800211,3,1:42,2018-19,Regular Season,[SAS] Mills Foul: Defense 3 Second (3 PF) (1 FTA) (R Mott)
21800212,4,6:38,2018-19,Regular Season,[LAL] Rondo Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800212,2,4:50,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (J Phillips)
21800213,3,00:30.1,2018-19,Regular Season,[HOU] Paul Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21800213,1,6:46,2018-19,Regular Season,[HOU] Tucker Foul: Defense 3 Second (1 PF) (1 FTA) (B Forte)
21800214,3,9:32,2018-19,Regular Season,[ATL] Spellman Foul: Defense 3 Second (3 PF) (1 FTA) (M Davis)
21800221,2,2:42,2018-19,Regular Season,[MIN] Gibson Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21800230,3,5:41,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (3 PF) (1 FTA) (J Goldenberg)
21800232,3,7:27,2018-19,Regular Season,[DAL] Jordan Foul: Defense 3 Second (3 PF) (1 FTA) (J Van Duyne)
21800235,3,5:33,2018-19,Regular Season,[MIA] Whiteside Foul: Defense 3 Second (2 PF) (1 FTA) (L Wood)
21800236,4,5:21,2018-19,Regular Season,[ORL] Isaac Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21800244,1,5:09,2018-19,Regular Season,[DAL] Smith Jr. Foul: Defense 3 Second (2 PF) (1 FTA) (B Nansel)
21800244,1,9:58,2018-19,Regular Season,[MEM] Conley Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800246,3,4:26,2018-19,Regular Season,[SAS] Mills Foul: Defense 3 Second (3 PF) (1 FTA) (M Smith)
21800246,3,8:08,2018-19,Regular Season,[NOP] Davis Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21800249,1,5:05,2018-19,Regular Season,[WAS] Bryant Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21800250,1,3:44,2018-19,Regular Season,[BKN] Davis Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21800251,1,00:53.7,2018-19,Regular Season,[NYK] Knox Foul: Defense 3 Second (1 PF) (1 FTA) (G Petraitis)
21800254,3,2:05,2018-19,Regular Season,[ATL] Collins Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21800254,3,5:03,2018-19,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (3 PF) (1 FTA) (L Richardson)
21800256,3,9:15,2018-19,Regular Season,[CLE] Thompson Foul: Defense 3 Second (3 PF) (1 FTA) (M Callahan)
21800257,2,1:35,2018-19,Regular Season,[PHX] Holmes Foul: Defense 3 Second (2 PF) (1 FTA) (S Corbin)
21800260,2,10:56,2018-19,Regular Season,[DEN] Lyles Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800261,3,1:08,2018-19,Regular Season,[BKN] Davis Foul: Defense 3 Second (3 PF) (1 FTA) (D Collins)
21800273,2,9:57,2018-19,Regular Season,[CHI] Parker Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21800275,2,7:36,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (2 PF) (1 FTA) (E Scott)
21800278,3,6:05,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21800278,1,5:07,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (1 PF) (1 FTA) (M Ayotte)
21800278,1,8:52,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (M Ayotte)
21800279,2,6:43,2018-19,Regular Season,[HOU] Harden Foul: Defense 3 Second (2 PF) (1 FTA) (J Goldenberg)
21800280,2,00:42.4,2018-19,Regular Season,[NOP] Randle Foul: Defense 3 Second (2 PF) (1 FTA) (D Collins)
21800281,1,3:49,2018-19,Regular Season,[MIN] Teague Foul: Defense 3 Second (1 PF) (1 FTA) (P Fraher)
21800285,4,8:34,2018-19,Regular Season,[SAC] Giles III Foul: Defense 3 Second (3 PF) (1 FTA) (L Wood)
21800285,1,4:49,2018-19,Regular Season,[SAC] Bjelica Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21800286,1,10:47,2018-19,Regular Season,[ORL] Iwundu Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21800287,3,7:05,2018-19,Regular Season,[DET] Jackson Foul: Defense 3 Second (4 PF) (1 FTA) (R Mott)
21800287,2,4:39,2018-19,Regular Season,[PHX] Crawford Foul: Defense 3 Second (1 PF) (1 FTA) (T Brown)
