id,city,station,average,latitude,longitude,state,total19
US1IAWB0005,Badger,BADGER 3.1 NW,39.5,42.6426,-94.1879,IA,40.2
USW00094822,Rockford,ROCKFORD GTR ROCKFORD AP,39.3,42.1928,-89.0931,IL,49.4
USC00472973,Friendship,FRIENDSHIP,39.3,43.975,-89.8308,WI,50.1
USC00200758,Frankfort,BEULAH 7SSW,39.2,44.5317,-86.1311,MI,42.7
USC00200228,Ann Arbor,ANN ARBOR SE,39,42.2417,-83.6933,MI,44.9
USW00014933,Des Moines,DES MOINES INTL AP,39,41.5339,-93.6531,IA,49.4
USC00115079,Lincoln,LINCOLN,39,40.1519,-89.3386,IL,45.7
USW00014840,Muskegon,MUSKEGON CO AP,39,43.1711,-86.2367,MI,48
USC00475581,Montello,MONTELLO,38.9,43.7806,-89.3169,WI,48.4
USC00470045,Janesville,AFTON,38.9,42.6475,-89.0644,WI,49.9
USC00203096,Gaylord,GAYLORD,38.8,45.0333,-84.7114,MI,47.3
USW00024152,Meacham,MEACHAM,38.8,45.5114,-118.4247,OR,35.5
USW00012935,Palacios,PALACIOS MUNI AP,38.8,28.7247,-96.2536,TX,37.7
USW00013968,Tulsa,TULSA INTL AP,38.8,36.1994,-95.8872,OK,59.6
USC00118684,Tuscola,TUSCOLA,38.8,39.7947,-88.2911,IL,44.1
USC00476200,Oconomowoc,OCONOMOWOC,38.7,43.1003,-88.5036,WI,41.9
USC00470265,Appleton,APPLETON,38.7,44.2769,-88.4378,WI,49
USC00043578,Sebastopol,GRATON,38.6,38.4306,-122.8647,CA,45
USW00013960,Dallas,DALLAS LOVE FLD,38.5,32.8519,-96.8556,TX,39.6
USW00014920,La Crosse,LA CROSSE MUNI AP,38.5,43.8789,-91.2528,WI,44.7
USW00024229,Portland,PORTLAND INTL AP,38.4,45.5908,-122.6003,OR,26.7
USC00331042,Bryan,BRYAN 2 SE,38.4,41.4619,-84.5272,OH,47.3
US1IAGT0001,Jamaica,JAMAICA 3.2 S,38.4,41.7991,-94.3093,IA,37.2
USW00014897,Wausau,WAUSAU DWTN AP,38.2,44.9258,-89.6256,WI,48.1
USC00368868,Tioga,TIOGA HAMMOND DAM,38.1,41.8975,-77.1419,PA,39.3
USC00142401,El Dorado,EL DORADO,38,37.8183,-96.8444,KS,53.1
USW00094910,Waterloo,WATERLOO MUNI AP,38,42.5544,-92.4011,IA,41.9
USW00013967,Oklahoma City,OKLAHOMA CITY WILL ROGERS AP,38,35.3889,-97.6006,OK,45.4
USS0020K13S,Truckee,Truckee #2,38,39.3,-120.18,CA,51.5
US1TXCRL003,Kempner,KEMPNER 6.7 ENE,37.7,31.0916,-97.89,TX,38.2
US1OKCV0032,Norman,NORMAN 2.1 SE,37.7,35.1979,-97.4182,OK,40.5
USC00361838,Lawrenceville,COWANESQUE DAM,37.6,41.9903,-77.1567,PA,42.3
USS0007J05S,Meeker,Ripple Creek,37.6,40.11,-107.29,CO,47.4
USW00014847,Sault Sainte Marie,SAULT STE MARIE SANDERSON FLD,37.6,46.4794,-84.3572,MI,46.2
USS0005J10S,Grand Lake,Lake Irene,37.5,40.41,-105.82,CO,36.1
USW00094830,Swanton,TOLEDO EXPRESS AP,37.5,41.5886,-83.8014,OH,44.6
USW00014925,Rochester,ROCHESTER INTL AP,37.5,43.9042,-92.4917,MN,55.2
USC00346386,Norman,NORMAN 3SSE,37.4,35.1808,-97.4378,OK,41
USC00413285,Fort Worth,FT WORTH WSFO,37.3,32.8339,-97.2975,TX,36.6
USW00014750,Queensbury,GLENS FALLS AP,37.3,43.35,-73.6167,NY,44.1
USW00013958,Austin,AUSTIN-CAMP MABRY,37.3,30.3208,-97.7603,TX,31.9
USC00130200,Boone,AMES 8 WSW,37.2,42.0208,-93.7742,IA,36.1
USC00132171,Denison,DENISON,37.2,42.0364,-95.3289,IA,35.8
USS0006H24S,Laramie,Cinnabar Park,37.1,41.24,-106.23,WY,38.7
USW00024221,Eugene,EUGENE MAHLON SWEET AP,37.1,44.1278,-123.2206,OR,36.3
USC00475364,Merrill,MERRILL,37,45.1786,-89.6617,WI,43
USS0006H13S,Centennial,Brooklyn Lake,36.9,41.36,-106.23,WY,38.3
US1KSSG0002,Wichita,MAIZE 5.7 S,36.9,37.6916,-97.4797,KS,44.8
USW00013996,Topeka,TOPEKA MUNI AP,36.8,39.0725,-95.6261,KS,48.8
USS0020L10S,South Lake Tahoe,Fallen Leaf,36.8,38.93,-120.05,CA,42
USW00014991,Eau Claire,EAU CLAIRE RGNL AP,36.7,44.8664,-91.4878,WI,44.1
USC00410433,Austin,AUSTIN GREAT HILLS,36.7,30.4144,-97.7664,TX,28.9
USW00013904,Austin,AUSTIN BERGSTROM AP,36.6,30.1831,-97.68,TX,29.1
USW00094847,Romulus,DETROIT METRO AP,36.6,42.2314,-83.3308,MI,36.4
USW00003927,Irving,DALLAS FT WORTH AP,36.5,32.8978,-97.0189,TX,34.5
USW00014768,Rochester,ROCHESTER GTR INTL AP,36.5,43.1167,-77.6767,NY,34.5
USC00471064,Brillion,BRILLION,36.4,44.1614,-88.0803,WI,43.7
US1KSSG0020,Wichita,WICHITA 7.9 W,36.4,37.6925,-97.4877,KS,44
USC00257545,Salem,SALEM 5SW,36.2,40.0225,-95.7883,NE,49.1
USW00013959,Waco,WACO RGNL AP,36.2,31.6189,-97.2283,TX,33
USS0006J01S,Steamboat Springs,Dry Lake,36.2,40.53,-106.78,CO,40.4
USC00201468,Charlevoix,CHARLEVOIX,36.1,45.3172,-85.2672,MI,40.7
USW00014898,Green Bay,GREEN BAY,36.1,44.4983,-88.1111,WI,48.6
USC00412585,Austin,DRIPPING SPRINGS 6 E,35.9,30.2194,-97.9878,TX,34.5
USC00418862,Taylor,TAYLOR 1NW,35.8,30.5844,-97.4156,TX,34.1
USC00144972,Manhattan,MANHATTAN,35.8,39.1972,-96.5814,KS,52.8
USC00253467,Omaha,GRETNA 4NE,35.8,41.1586,-96.1922,NE,43.3
USS0006M22S,Antonito,Cumbres Trestle,35.8,37.02,-106.45,CO,47.4
USW00014839,Milwaukee,MILWAUKEE MITCHELL AP,35.8,42.955,-87.9044,WI,46
USS0005J39S,Estes Park,Bear Lake,35.7,40.31,-105.64,CO,35.2
US1KSSG0003,Wichita,MAIZE 3.4 SSW,35.7,37.7248,-97.4786,KS,41.2
USC00204161,Lake Linden,JACOBSVILLE,35.2,47.0083,-88.4317,MI,39
US1SDMH0020,Sioux Falls,SIOUX FALLS 3.4 ESE,35.1,43.5267,-96.6658,SD,44.8
USW00013961,Fort Worth,FT WORTH MEACHAM FLD,35,32.8192,-97.3614,TX,31.8
USC00257800,Verdon,SHUBERT 2SW,34.8,40.2039,-95.7064,NE,50.6
USC00473930,Jackson,JACKSON,34.7,43.3194,-88.1681,WI,48.7
USC00145132,Mc Farland,MC FARLAND,34.6,39.0542,-96.2367,KS,48.7
USW00003928,Wichita,WICHITA,34.5,37.6544,-97.4425,KS,42.1
USC00258395,Syracuse,SYRACUSE,34.4,40.6661,-96.1892,NE,38.6
USW00014922,Minneapolis,MINNEAPOLIS/ST PAUL AP,34.3,44.8831,-93.2289,MN,43.2
USC00472055,Denmark,DENMARK WWTP,34.3,44.3514,-87.812,WI,44.7
RQC00663532,Ensenada,ENSENADA 1 W,34.2,17.9728,-66.9458,PR,20.8
USS0005K05S,Silverthorne,Loveland Basin,34.1,39.67,-105.9,CO,32.2
USW00023213,Windsor,SANTA ROSA SONOMA CO AP,34.1,38.5039,-122.8103,CA,52
USC00253050,Fremont,FREMONT,33.8,41.43,-96.4669,NE,40.4
USW00014942,Omaha,OMAHA EPPLEY AIRFIELD,33.7,41.3103,-95.8992,NE,40
USW00014826,Flint,FLINT BISHOP INTL AP,33.5,42.9667,-83.7494,MI,37.4
USW00012921,San Antonio,SAN ANTONIO INTL AP,33.3,29.5442,-98.4839,TX,22.1
USC00204090,Kingsford,IRON MTN-KINGSFORD WWTP,32.8,45.7858,-88.0842,MI,39.3
USS0018E05S,Portland,Bourne,32.8,44.83,-118.19,OR,31.3
USS0005J06S,Red Feather Lakes,Deadman Hill,32.7,40.81,-105.77,CO,32.8
USC00250435,Brownville,AUBURN 5 ESE,32.7,40.3706,-95.7469,NE,38
USW00094725,Massena,MASSENA INTL AP,32.6,44.9358,-74.8458,NY,34.3
USC00141467,Cheney,CHENEY 5N,32.6,37.7206,-97.7936,KS,41.4
USC00415429,Luling,LULING,32.5,29.6756,-97.6578,TX,26.6
USW00014845,Freeland,SAGINAW MBS INTL AP,32.5,43.5331,-84.0797,MI,34.4
USC00258465,Tecumseh,TECUMSEH 1S,32.5,40.3544,-96.1939,NE,42.7
USS0008M06S,Dolores,El Diente Peak,32.5,37.79,-108.02,CO,39.3
USW00014939,Lincoln,LINCOLN MUNI AP,32.3,40.8508,-96.7475,NE,36.1
USW00014913,Duluth,DULUTH,32.3,46.8369,-92.2097,MN,34.3
USC00259200,West Point,W PT,32.3,41.845,-96.7142,NE,31.5
USW00094849,Alpena,ALPENA CO RGNL AP,32.1,45.0717,-83.5644,MI,36.6
USC00340215,Ames,AMES,32,36.2483,-98.1883,OK,41.7
US1TXWO0010,Adkins,ELMENDORF 5.6 ENE,32,29.2829,-98.2456,TX,23.6
USW00014926,Saint Cloud,ST CLOUD RGNL AP,32,45.5433,-94.0514,MN,41.9
USW00024257,Redding,REDDING MUNI AP,31.9,40.5175,-122.2986,CA,43.1
USS0005J41S,Nederland,Lake Eldora,31.9,39.94,-105.59,CO,28.4
USW00094814,Houghton Lake,HOUGHTON LK ROSCOMMON AP,31.9,44.3592,-84.6739,MI,38.1
USC00259513,Benedict,YORK 3N,31.9,40.9153,-97.5997,NE,39.6
USW00014943,Sioux City,SIOUX CITY GATEWAY AP,31.7,42.3914,-96.3792,IA,33.9
USS0005J42S,Nederland,Niwot,31.7,40.04,-105.54,CO,30.1
USS0007K02S,Meeker,Burro Mountain,31.3,39.88,-107.6,CO,33.7
USS0011H07S,Garden City,Garden City Summit,31.2,41.92,-111.47,UT,31
USS0007M27S,Ironton,Idarado,31.1,37.93,-107.68,CO,34.7
USS0006K01S,Alma,Hoosier Pass,31,39.36,-106.06,CO,35.1
USS0014F12S,Ketchum,Galena Summit,30.9,43.87,-114.71,ID,31.6
USC00148950,Windom,WINDOM 7S,30.8,38.2936,-97.9114,KS,36.8
USW00094911,Yankton,YANKTON 2 E,30.7,42.8783,-97.3633,SD,34.9
USC00344019,Helena,HELENA 1 SSE,30.6,36.5381,-98.2661,OK,40.8
US1KSJW0001,Webber,WEBBER 2.6 ENE,30.5,39.9421,-97.9872,KS,39.3
USW00014944,Sioux Falls,SIOUX FALLS,30.4,43.5878,-96.7289,SD,39.6
USW00013980,Anthony,ANTHONY,30.4,37.155,-98.0283,KS,42.4
USS0007M05S,Durango,Cascade,30.3,37.65,-107.81,CO,39.9
USW00012924,Corpus Christi,CORPUS CHRISTI,30.3,27.7839,-97.5108,TX,25.6
USC00252037,Crofton,CROFTON,30.1,42.7364,-97.4969,NE,33.2
USS0006J15S,Clark,Elk River,30,40.85,-106.97,CO,30.9
USC00253065,Friend,FRIEND 3E,30,40.6558,-97.2208,NE,41.9
USC00417327,Putnam,PUTNAM,29.8,32.3664,-99.1925,TX,31.9
USC00412011,Corpus Christi,CORPUS CHRISTI NWS,29.6,27.7792,-97.5056,TX,24.6
US1MTPK0007,Livingston,LIVINGSTON 6.6 ESE,29.3,45.6357,-110.4331,MT,33.7
USS0005J18S,Allenspark,Copeland Lake,29.2,40.21,-105.57,CO,29.1
USS0006K16S,Alma,Buckskin Joe,28.9,39.3,-106.11,CO,31.9
USC00141179,Burr Oak,BURR OAK 1N,28.9,39.8775,-98.3036,KS,38.8
USC00253175,Geneva,GENEVA,28.7,40.5314,-97.5964,NE,38.9
USC00253660,Hastings,HASTINGS 4N,28.5,40.6472,-98.3836,NE,35.5
USS0006K24S,Frisco,Copper Mountain,28.4,39.49,-106.17,CO,28.9
USW00013966,Sheppard Afb,WICHITA FALLS MUNI AP,28.1,33.9786,-98.4928,TX,27.5
USC00420819,Bountiful,BOUNTIFUL BENCH,28.1,40.8911,-111.8503,UT,32.3
USC00045915,Walnut Creek,MT DIABLO JUNCTION,28.1,37.8792,-121.9303,CA,32.7
USS0006K44S,Avon,Mccoy Park,28,39.6,-106.54,CO,32.3
USS0007K13S,Meeker,Trapper Lake,27.9,40,-107.24,CO,28.7
USS0007M35S,Durango,Cascade #2,27.9,37.66,-107.8,CO,38.1
USW00003957,Medicine Lodge,MEDICINE LODGE,27.8,37.2839,-98.5528,KS,32.5
USC00395481,Menno,MENNO,27.7,43.2358,-97.5714,SD,36.5
USW00094949,Hastings,HASTINGS MUNI AP,27.7,40.6044,-98.4272,NE,35.2
USC00411920,Comfort,COMFORT 2,27.6,29.9614,-98.8944,TX,21.3
US1WASJ0003,Orcas,ORCAS 0.7 NNW,27.3,48.6079,-122.9466,WA,24.2
USW00014935,Grand Island,GRAND ISLAND AP,27.3,40.9611,-98.3136,NE,39.7
USW00012919,Brownsville,BROWNSVILLE,27.2,25.9156,-97.4186,TX,22.9
USS0011R05S,Happy Jack,Happy Jack,27,34.75,-111.41,AZ,33.3
USS0010D07S,Livingston,Northeast Entrance,26.9,45.01,-110.01,MT,28.9
USC00342944,Erick,ERICK,26.9,35.2164,-99.8628,OK,33.4
US1COBO0202,Ward,WARD 4.6 NE,26.8,40.1103,-105.4391,CO,27.2
US1SDMN0001,Fulton,FULTON 9.4 N,26.8,43.8624,-97.7907,SD,42.1
USW00014941,Norfolk,NORFOLK KARL STEFAN AP,26.7,41.9856,-97.4353,NE,27.1
US1TXTY0005,Merkel,MERKEL 5.8 SW,26.6,32.4096,-100.0846,TX,26.8
USC00147542,Smith Center,SMITH CTR,26.6,39.7772,-98.7783,KS,26.3
USC00413508,George West,GEORGE WEST 2 SSW,26.6,28.3064,-98.1222,TX,18.6
USS0005K27S,Idaho Springs,Echo Lake,26.6,39.66,-105.59,CO,24.6
USC00417873,Uvalde,SABINAL,26.6,29.3283,-99.4653,TX,22.8
USW00013962,Abilene,ABILENE RGNL AP,26.2,32.4106,-99.6822,TX,23.2
USC00480140,Alta,ALTA 1 NNW,26.2,43.7728,-111.0339,WY,27.4
USS0003E05S,Lead,North Rapid Creek,26.1,44.21,-103.79,SD,25.3
USS0005J11S,Bellvue,Hourglass Lake,26.1,40.58,-105.63,CO,25.7
USS0006K45S,Avon,Beaver Ck Village,26,39.6,-106.51,CO,29.2
USS0006K12S,Parshall,Middle Fork Camp,25.9,39.8,-106.03,CO,26.4
USS0013D10S,Dillon,Bloody Dick,25.7,45.17,-113.5,MT,20.6
USC00250050,Ainsworth,AINSWORTH,25.5,42.5522,-99.8556,NE,37.3
USC00252560,Arapahoe,EDISON,25.3,40.2764,-99.7836,NE,28.7
USS0008G03S,Lander,South Pass,25.2,42.57,-108.84,WY,23.1
USS0006G01S,Casper,Casper Mtn.,25.1,42.73,-106.32,WY,27
USC00057317,Rye,RYE 1SW,25,37.9136,-104.9483,CO,25
USC00143527,Hays,HAYS 1 S,24.6,38.8586,-99.3358,KS,31
USS0006K30S,Meredith,Kiln,24.3,39.32,-106.61,CO,26.7
US1SDPN0002,Rapid City,RAPID CITY 3.4 WNW,24.3,44.0886,-103.2997,SD,39.1
USS0006H19S,Saratoga,South Brush Creek,24.2,41.33,-106.5,WY,21.5
USS0012P02S,Williams,White Horse Lake,23.9,35.14,-112.15,AZ,30.2
USS0006K14S,Silverthorne,Summit Ranch,23.8,39.72,-106.16,CO,25.5
USW00014936,Huron,HURON RGNL AP,23.8,44.3981,-98.2231,SD,37.4
USS0005N04S,Vadito,Tres Ritos,23.6,36.13,-105.53,NM,23.4
USC00410394,Aspermont,ASPERMONT,23.4,33.1525,-100.2333,TX,29.8
USW00014914,Fargo,FARGO HECTOR INTL AP,23.4,46.9253,-96.8111,ND,31.3
USS0014F19S,Rexburg,Chocolate Gulch,22.9,43.77,-114.42,ID,25.6
USC00056205,Ouray,OURAY #2,22.9,38.0264,-107.6725,CO,24.5
USW00003103,Flagstaff,FLAGSTAFF PULLIAM AP,22.8,35.1442,-111.6664,AZ,26.1
USW00023007,Childress,CHILDRESS MUNI AP,22.7,34.4272,-100.2831,TX,22.4
USC00146637,Quinter,QUINTER,22.7,39.0667,-100.2389,KS,26.7
USW00013985,Dodge City,DODGE CITY,22.6,37.7608,-99.9683,KS,22.9
USC00140365,Ashland,ASHLAND,22.6,37.1942,-99.7633,KS,28.4
USW00024023,North Platte,NORTH PLATTE RGNL AP,22.4,41.1214,-100.6694,NE,28.9
USC00412121,Crosbyton,CROSBYTON,22.4,33.6517,-101.245,TX,20.1
USW00014916,Grand Forks,GRAND FORKS INTL AP,22.2,47.9428,-97.1839,ND,28.1
USC00418818,Tahoka,TAHOKA,22.2,33.1714,-101.7981,TX,18.3
USW00023034,San Angelo,SAN ANGELO,22.1,31.3711,-100.4922,TX,17.7
US1CACC0001,Martinez,MARTINEZ 0.8 SSE,21.7,37.9898,-122.1085,CA,26.3
USW00024020,Hayes Center,HAYES CENTER 1NW,21.7,40.5233,-101.0344,NE,27.8
USC00394516,Kennebec,KENNEBEC,21.7,43.9025,-99.8583,SD,35.8
USC00417944,San Angelo,SAN ANGELO WFO,21.6,31.3708,-100.4944,TX,19.7
USC00415821,Memphis,MEMPHIS,21.4,34.7261,-100.5372,TX,22.5
USC00020678,,BELLEMONT WFO,21.2,35.2303,-111.8222,AZ,24.1
USW00022010,Del Rio,DEL RIO INTL AP,21.1,29.3783,-100.9269,TX,14.8
USW00014929,Aberdeen,ABERDEEN,21,45.4558,-98.4131,SD,30.4
USW00024025,Pierre,PIERRE RGNL AP,21,44.3814,-100.2856,SD,31
USC00397277,Roscoe,ROSCOE,21,45.4528,-99.3358,SD,29.5
US1COBO0072,Boulder,BOULDER 1.3 NW,21,40.0242,-105.2689,CO,20.7
USS0010F17S,Bondurant,East Rim Divide,20.9,43.13,-110.2,WY,21.1
USC00325638,Max,MAX,20.7,47.8214,-101.2922,ND,24.2
USC00254455,Ogallala,KINGSLEY DAM,20.6,41.2097,-101.6706,NE,24.4
USW00024011,Bismarck,BISMARCK,20.5,46.7708,-100.7603,ND,29.6
USS0009S06S,Morenci,Beaver Head,20.5,33.69,-109.22,AZ,25.9
USS0006K06S,Meredith,Nast Lake,20.1,39.3,-106.61,CO,23.7
USS0012P01S,Williams,Chalender,20.1,35.26,-112.06,AZ,29.4
USC00325002,Lansford,LANSFORD,20,48.6272,-101.3764,ND,23.5
USW00026615,Bethel Airport,BETHEL AP,20,60.785,-161.8292,AK,24.2
USW00023047,Amarillo,AMARILLO,19.8,35.2333,-101.7089,TX,25.9
US1COEP0055,Monument,MONUMENT 2.9 N,19.8,39.1125,-104.859,CO,21.8
USC00100803,Bern,BERN,19.7,42.3353,-111.385,ID,22.2
US1MTDL0001,Anaconda,ANACONDA 7.4 NW,19.7,46.1661,-113.0853,MT,18.5
USC00048587,Elk Creek,STONY GORGE RSVR,19.7,39.5861,-122.5342,CA,32
USC00418232,Shallowater,SHALLOWATER,19.4,33.6878,-101.9853,TX,20.6
USC00047851,San Luis Obispo,SAN LUIS OBISPO POLY,19.4,35.3056,-120.6619,CA,29.1
USC00058793,Walsh,WALSH 1 W,19.3,37.3822,-102.2986,CO,20
USS0011P02S,Flagstaff,Fort Valley,19.2,35.27,-111.74,AZ,20
US1TXLK0007,Lubbock,LUBBOCK 6.7 SW,19.1,33.5172,-101.9681,TX,22.8
USW00023065,Goodland,GOODLAND,19,39.3669,-101.7,KS,22.8
USC00417079,Plainview,PLAINVIEW,18.8,34.1892,-101.7022,TX,18.1
USC00148287,Ulysses,ULYSSES 3NE,18.8,37.5983,-101.2908,KS,16.1
USC00417081,Plainview,PLAINVIEW WTR PRODUCTN,18.8,34.1981,-101.7461,TX,16.8
USC00414967,Justiceburg,LAKE ALAN HENRY,18.8,33.0642,-101.0489,TX,21.4
USC00411000,Boys Ranch,BOYS RCH,18.7,35.5303,-102.2564,TX,27.5
USC00053652,Canon City,GUFFEY 9SE,18.7,38.6867,-105.3925,CO,18.8
USW00023232,Sacramento,SACRAMENTO EXECUTIVE AP,18.6,38.5069,-121.495,CA,24.9
USC00142980,Garden City,GARDEN CITY EXP STN,18.5,37.9931,-100.8122,KS,17.5
USW00024225,Central Point,MEDFORD ROGUE VLY AP,18.4,42.3811,-122.8722,OR,20.4
USW00023042,Lubbock,LUBBOCK,18.4,33.6542,-101.8136,TX,24.4
USC00411128,Brownfield,BROWNFIELD #2,18.3,33.1908,-102.2681,TX,17
USC00252645,Ellsworth,ELLSWORTH 2W,18.2,42.0628,-102.3172,NE,19.7
USW00026451,Anchorage,ANCHORAGE INTL AP,18.2,61.1689,-150.0278,AK,14.6
US1COLR0259,Fort Collins,FCL 2.5 W,17.9,40.5857,-105.1317,CO,18.5
USC00413972,Hart,HART,17.9,34.3697,-102.1175,TX,17.6
USC00415183,Levelland,LEVELLAND,17.7,33.55,-102.3758,TX,13.1
USC00291963,Clovis,CLOVIS 13 N,17.7,34.5989,-103.2161,NM,24.8
USC00416074,Morton,MORTON,17.6,33.7186,-102.7586,TX,17.3
USC00244715,Ekalaka,KNOBS 4 SW,17.5,45.8728,-104.1583,MT,21.4
USC00244558,Kalispell,KALISPELL GLACIER AP,17.5,48.3042,-114.2636,MT,16.5
US1WYSH0014,Sheridan,SHERIDAN 1.7 NW,17.5,44.8122,-106.9763,WY,19.6
US1COLR0509,Loveland,LOV 4.0 W,17.2,40.3926,-105.1587,CO,18.2
US1WYLM0036,Cheyenne,CHEYENNE 2.0 E,17.2,41.1449,-104.7547,WY,18.6
US1CASM0006,San Mateo,FOSTER CITY 1.3 SW,17.1,37.5488,-122.2587,CA,20.6
USW00022521,Honolulu,HONOLULU INTL AP,17,21.3239,-157.9294,HI,16.7
USC00481676,Cheyenne,CHEYENNE WFO,16.9,41.1517,-104.8061,WY,18.4
USW00024157,Spokane,SPOKANE INTL AP,16.9,47.6217,-117.5281,WA,15.5
USW00024028,Scottsbluff,SCOTTSBLUFF HEILIG AP,16.8,41.8706,-103.5931,NE,19.6
US1TXMDL006,Midland,MIDLAND 3.0 WSW,16.7,32.0063,-102.1463,TX,17.8
USW00023051,Clayton,CLAYTON MUNI AIR PK,16.7,36.4486,-103.1539,NM,13.5
USC00459376,Winthrop,WINTHROP 1 WSW,16.5,48.4742,-120.1886,WA,12.2
USC00241938,Columbus,COLUMBUS,16.5,45.6444,-109.2675,MT,22.6
USC00058781,Walsenburg,WALSENBURG 1 NW,16.4,37.6303,-104.7956,CO,16.2
USC00418964,Texline,TEXLINE,16.4,36.3786,-103.0244,TX,17.5
USC00054546,Kim,KIM 10SSE,16.3,37.115,-103.2986,CO,16
USW00024029,Sheridan,SHERIDAN CO AP,16.3,44.7694,-106.9689,WY,18.1
USW00024018,Cheyenne,CHEYENNE,16.2,41.1519,-104.8061,WY,18.1
USC00055236,Loveland,LOVELAND 2N,16.2,40.435,-105.085,CO,15.1
USW00024033,Billings,BILLINGS LOGAN INTL AP,16,45.8069,-108.5422,MT,19.1
USW00023254,Concord,CONCORD BUCHANAN FLD,16,37.9917,-122.055,CA,20.2
USW00094055,Baker,BAKER MUNI AP,15.7,46.3583,-104.25,MT,21.4
USW00024127,Salt Lake City,SALT LAKE CITY INTL AP,15.7,40.7781,-111.9694,UT,20.1
USW00093037,Colorado Springs,COLORADO SPRINGS MUNI AP,15.5,38.81,-104.6883,CO,11.8
USW00023062,Denver,DENVER-STAPLETON,15.5,39.7633,-104.8694,CO,12.7
USW00094008,Glasgow,GLASGOW INTL AP,15.5,48.2138,-106.6213,MT,17.8
US1AZCH0017,Sierra Vista,SIERRA VISTA 1.3 E,15.5,31.549,-110.2776,AZ,16.7
US1CASD0012,Poway,POWAY 3.2NE,15.3,32.9956,-117.0044,CA,25.5
USS0009S04S,McNary,Nutrioso,15.3,33.9,-109.16,AZ,16.6
USW00023190,Goleta,SANTA BARBARA MUNI AP,15,34.4258,-119.8425,CA,24.1
USC00040029,Adin,ADIN RS,14.9,41.1936,-120.9447,CA,18.9
US1COLR0662,Loveland,LOVELAND 2.0 SSE,14.8,40.3922,-105.0539,CO,12.7
USC00051743,Collbran,COLLBRAN 1WSW,14.6,39.2367,-107.9797,CO,14.1
USW00003017,Denver,DENVER INTL AP,14.3,39.8328,-104.6575,CO,15.5
USW00024153,Missoula,MISSOULA INTL AP,14.2,46.9208,-114.0925,MT,15.2
US1IDBV0006,Idaho Falls,IDAHO FALLS 11.7 NE,14.2,43.6176,-111.884,ID,14.7
US1UTML0001,Oak City,OAK CITY 0.3 SSE,14.1,39.3723,-112.3339,UT,17.4
USC00044997,Livermore,LIVERMORE,14,37.6922,-121.7692,CA,17.6
USW00023023,Midland,MIDLAND ODESSA,13.8,31.9433,-102.1889,TX,14.3
US1NMGR0027,Cliff,CLIFF 5.7 NE,13.8,33.023,-108.5441,NM,14.5
US1COBO0143,Longmont,LONGMONT 2.1 N,13.7,40.2001,-105.1087,CO,16.4
USW00023237,Stockton,STOCKTON METRO AP,13.5,37.8892,-121.2258,CA,17.1
US1CALA0001,Glendale,GLENDALE 2.4 WSW,13.5,34.1689,-118.2947,CA,25.3
USW00026411,Fairbanks,FAIRBANKS INTL AP,13.4,64.8039,-147.8761,AK,16.4
USW00024149,Lewiston,LEWISTON NEZ PERCE CO AP,13.3,46.3747,-117.0156,ID,13.4
USW00094012,Havre,HAVRE CITY CO AP,13.3,48.5428,-109.7633,MT,12.4
US1CARV0008,Corona,CORONA 12.8 SE,13.2,33.7307,-117.4276,CA,22.5
USW00024089,Casper,CASPER NATRONA CO AP,13.2,42.8975,-106.4636,WY,14.5
US1AZPM0111,Tucson,TUCSON 10.5 ESE,13.2,32.139,-110.7674,AZ,16.6
USC00051294,Canon City,CANON CITY,13.1,38.46,-105.2256,CO,12.7
USW00024155,Pendleton,PENDLETON,13.1,45.6906,-118.8528,OR,12.4
USC00054254,Ignacio,IGNACIO 6ESE,13,37.0856,-107.5333,CO,14.4
USW00093026,McNeal,DOUGLAS BISBEE INL AP,12.8,31.4583,-109.6061,AZ,16.3
USW00023293,San Jose,SAN JOSE,12.7,37.3592,-121.9239,CA,16.1
USC00057033,Rifle,RIFLE 3ENE,12.6,39.5572,-107.7261,CO,14.4
USC00051964,Crestone,CRESTONE 2 SE,12.4,37.9806,-105.6897,CO,12.1
USW00024131,Boise,BOISE AIR TERMINAL,12.3,43.5667,-116.2406,ID,14.6
USW00023233,Salinas,SALINAS MUNICIPAL AP,12.1,36.6636,-121.6081,CA,14.3
USW00093134,Los Angeles,LOS ANGELES DWTN USC CAMPUS,12,34.0511,-118.2353,CA,21.6
USC00422592,Escalante,ESCALANTE,12,37.7686,-111.5978,UT,12.9
USW00024156,Pocatello,POCATELLO RGNL AP,12,42.9203,-112.5711,ID,12.4
USW00023273,Santa Maria,SANTA MARIA PUBLIC AP,11.8,34.8994,-120.4486,CA,17.1
USW00023009,Roswell,ROSWELL IND AIR PK,11.5,33.3075,-104.5083,NM,11.3
USW00023129,Long Beach,LONG BEACH DAUGHERTY FLD,11.4,33.8117,-118.1464,CA,21.5
USW00023160,Tucson,TUCSON INTL AP,11.3,32.1314,-110.9553,AZ,13.6
USW00093058,Pueblo,PUEBLO MEM AP,11.3,38.29,-104.4983,CO,13.1
USC00262570,Elko,ELKO NWS OFFICE,11.2,40.8603,-115.7425,NV,15.8
USW00093209,Paso Robles,PASO ROBLES MUNI AP,11.1,35.6697,-120.6283,CA,17.3
USC00042805,Lake Elsinore,ELSINORE,11,33.6861,-117.3458,CA,19
USC00487105,Casper,PATHFINDER DAM,11,42.4717,-106.8528,WY,13.2
US1NVWH0011,Reno,RENO 2.4 SSW,10.8,39.5084,-119.8442,NV,14.5
